relationship_id,traveler_id_1,traveler_id_2,relationship_type,verified
43939,144527,70313,Child,1
43940,28122,8447,Spouse,0
43941,147948,142734,Child,0
43942,126081,24186,Sibling,1
43943,10567,109500,Spouse,1
43944,125856,122977,Sibling,0
43945,22841,120928,Spouse,1
43946,136173,70363,Sibling,0
43947,127485,9804,Sibling,1
43948,78897,81534,Parent,0
43949,56799,66958,Parent,1
43950,16052,78209,Parent,0
43951,65475,19580,Parent,1
43952,21864,146423,Sibling,1
43953,93825,139950,Other,1
43954,136710,87707,Sibling,0
43955,72957,128500,Spouse,1
43956,149747,79645,Parent,1
43957,119980,113223,Sibling,1
43958,78563,53803,Child,1
43959,47703,35566,Other,1
43960,25854,42966,Child,1
43961,75385,95196,Spouse,0
43962,62899,149507,Other,0
43963,102746,115992,Parent,1
43964,25644,96830,Parent,1
43965,26049,145852,Other,1
43966,57454,77613,Spouse,0
43967,52005,80477,Other,1
43968,36812,42686,Child,0
43969,59106,47695,Spouse,1
43970,130914,11579,Spouse,1
43971,13746,129619,Child,1
43972,32386,48761,Parent,1
43973,123089,51668,Sibling,1
43974,62102,138314,Child,1
43975,11657,25109,Sibling,1
43976,124578,113984,Grandchild,1
43977,114440,25153,Spouse,0
43978,144307,2581,Spouse,0
43979,8552,29835,Sibling,1
43980,46075,78265,Sibling,1
43981,87522,117749,Parent,1
43982,130902,53384,Spouse,0
43983,106430,13409,Other,1
43984,92498,93031,Child,1
43985,107208,100653,Sibling,1
43986,148296,59747,Sibling,1
43987,11366,145642,Parent,0
43988,123637,143258,Sibling,1
43989,62783,99794,Spouse,1
43990,109882,74650,Spouse,1
43991,32063,6570,Spouse,1
43992,54437,143627,Spouse,0
43993,92526,64933,Spouse,0
43994,105357,86618,Child,0
43995,42925,11483,Parent,0
43996,79064,64597,Spouse,1
43997,65612,40897,Child,1
43998,35868,10221,Spouse,0
43999,99054,42483,Child,1
44000,37828,79001,Parent,1
44001,1124,41921,Other,1
44002,59659,54232,Other,0
44003,54838,38920,Spouse,1
44004,63745,4945,Other,1
44005,16779,22126,Spouse,1
44006,93675,29020,Child,1
44007,81653,45036,Grandparent,1
44008,18340,119460,Other,1
44009,76882,85786,Spouse,0
44010,136551,129902,Sibling,1
44011,137877,80693,Spouse,1
44012,12303,38963,Sibling,1
44013,134503,38107,Spouse,1
44014,65566,133024,Other,1
44015,58181,137500,Other,1
44016,99463,19730,Spouse,1
44017,81334,131155,Spouse,1
44018,122321,44160,Sibling,0
44019,89501,5925,Spouse,1
44020,20924,137391,Child,1
44021,122697,131487,Sibling,1
44022,11969,3643,Parent,1
44023,14066,52037,Child,1
44024,6275,57475,Spouse,1
44025,107449,70846,Sibling,1
44026,147203,143020,Child,1
44027,146966,26156,Child,0
44028,4696,48606,Sibling,1
44029,81649,31678,Parent,1
44030,76304,90637,Parent,0
44031,12418,32203,Sibling,1
44032,21844,43047,Other,1
44033,66896,102391,Child,1
44034,76693,104699,Sibling,1
44035,28302,18006,Child,0
44036,44641,137374,Spouse,1
44037,119827,21106,Other,0
44038,6835,9809,Spouse,1
44039,107243,34924,Spouse,0
44040,86785,113637,Spouse,1
44041,102565,72864,Sibling,1
44042,8790,16302,Parent,1
44043,27888,70214,Grandparent,1
44044,124172,38344,Spouse,1
44045,42180,124831,Sibling,1
44046,50065,13851,Parent,1
44047,147412,3854,Parent,1
44048,30339,23996,Sibling,0
44049,112785,133407,Spouse,1
44050,88650,115143,Spouse,1
44051,17492,116096,Sibling,0
44052,81006,11148,Parent,1
44053,59464,59077,Spouse,1
44054,51100,29083,Sibling,1
44055,92258,63444,Parent,1
44056,80792,78852,Spouse,1
44057,129896,142069,Parent,0
44058,131125,8696,Child,1
44059,19908,113436,Child,0
44060,133121,120744,Spouse,0
44061,13268,102854,Spouse,0
44062,12970,95600,Parent,1
44063,28681,94010,Other,1
44064,43258,113494,Spouse,1
44065,61555,93874,Sibling,1
44066,131826,20319,Child,0
44067,28382,72330,Sibling,0
44068,108605,16865,Child,1
44069,128736,79241,Grandparent,0
44070,35360,10927,Sibling,0
44071,78603,102410,Spouse,1
44072,119157,36725,Other,1
44073,123030,74634,Spouse,1
44074,104324,122089,Sibling,1
44075,116726,87065,Spouse,1
44076,80436,117138,Spouse,1
44077,119184,53554,Spouse,0
44078,84498,67815,Other,1
44079,114443,19641,Spouse,1
44080,30920,129765,Spouse,0
44081,98709,96030,Child,1
44082,83887,13068,Spouse,1
44083,3037,131307,Child,0
44084,107025,148116,Spouse,1
44085,79191,122480,Spouse,1
44086,109498,71403,Other,0
44087,134270,143921,Sibling,0
44088,121299,5245,Child,1
44089,116591,141821,Other,0
44090,121981,45596,Parent,0
44091,114378,84111,Spouse,1
44092,42679,140626,Parent,0
44093,53558,95052,Spouse,1
44094,80584,87835,Spouse,0
44095,80940,18675,Sibling,0
44096,109707,138444,Child,1
44097,61650,21223,Spouse,1
44098,74360,106937,Other,0
44099,20619,97302,Sibling,1
44100,78292,29727,Sibling,1
44101,41667,93841,Spouse,1
44102,42415,5439,Parent,1
44103,72563,127681,Spouse,1
44104,15560,4313,Other,1
44105,97546,142240,Spouse,0
44106,79705,66326,Child,1
44107,130698,53893,Child,1
44108,73408,121452,Sibling,0
44109,143445,86725,Grandchild,1
44110,24788,27470,Spouse,0
44111,28787,86888,Sibling,1
44112,102748,142491,Child,1
44113,111446,92201,Spouse,0
44114,98721,9178,Spouse,0
44115,102587,128852,Sibling,0
44116,107371,18182,Other,1
44117,144833,21822,Other,1
44118,117880,122487,Parent,1
44119,11770,91606,Child,1
44120,66216,127075,Other,1
44121,117608,100942,Grandchild,1
44122,6046,145603,Spouse,0
44123,135178,38461,Sibling,1
44124,18597,79701,Sibling,1
44125,67919,73694,Child,1
44126,13167,111016,Other,0
44127,124635,115404,Spouse,1
44128,130989,23864,Sibling,1
44129,129980,146637,Parent,1
44130,38130,144304,Spouse,1
44131,58658,103409,Spouse,0
44132,57625,23036,Spouse,0
44133,65405,30181,Child,0
44134,89210,39445,Spouse,1
44135,108830,22165,Spouse,1
44136,24977,70923,Spouse,0
44137,105434,115330,Spouse,1
44138,95253,32144,Spouse,1
44139,13232,141878,Spouse,1
44140,81941,127643,Sibling,1
44141,122421,92122,Sibling,1
44142,82430,21599,Sibling,0
44143,82306,66693,Sibling,1
44144,44196,55894,Other,1
44145,66953,92018,Spouse,1
44146,95734,93701,Parent,0
44147,25109,61202,Grandchild,0
44148,7010,98331,Other,1
44149,62244,34310,Child,0
44150,102302,109691,Spouse,1
44151,21465,141507,Other,1
44152,13343,59957,Spouse,1
44153,131350,49013,Spouse,1
44154,33844,78819,Spouse,1
44155,55549,139872,Child,1
44156,7811,119267,Child,0
44157,147704,96585,Sibling,1
44158,108566,52534,Spouse,1
44159,38971,12852,Parent,1
44160,76045,148187,Sibling,1
44161,58055,4124,Child,1
44162,26198,55619,Child,1
44163,51724,76125,Other,1
44164,49132,116286,Child,1
44165,90307,50802,Other,1
44166,10237,41559,Sibling,1
44167,44191,23840,Spouse,1
44168,127810,92039,Parent,1
44169,32605,55312,Parent,0
44170,94224,27426,Grandparent,1
44171,120345,115469,Other,1
44172,67386,40947,Sibling,1
44173,39943,103493,Spouse,1
44174,142114,143224,Spouse,1
44175,117582,53609,Parent,1
44176,128263,28114,Spouse,1
44177,15229,12716,Spouse,1
44178,61610,107030,Parent,1
44179,16580,23697,Child,1
44180,146176,101511,Other,0
44181,55544,134083,Spouse,1
44182,4547,148216,Sibling,0
44183,13502,122010,Other,0
44184,147261,31540,Spouse,1
44185,19688,118487,Sibling,1
44186,54073,115277,Spouse,1
44187,39534,102804,Parent,0
44188,98945,54600,Spouse,0
44189,139759,135361,Sibling,1
44190,73573,15686,Spouse,1
44191,111677,45704,Sibling,1
44192,99141,112094,Other,1
44193,41929,113030,Child,0
44194,20995,129509,Grandchild,1
44195,77645,132615,Child,0
44196,6369,100764,Sibling,1
44197,83106,121845,Spouse,1
44198,133797,13201,Spouse,1
44199,127697,7939,Child,1
44200,89381,20612,Sibling,1
44201,40164,72810,Parent,1
44202,145333,26812,Grandparent,1
44203,27246,60964,Child,1
44204,137772,114594,Child,0
44205,130755,27242,Child,0
44206,65563,83605,Spouse,1
44207,12586,25806,Other,1
44208,123413,63372,Parent,1
44209,80544,112167,Spouse,1
44210,9276,109749,Sibling,1
44211,109644,148299,Sibling,1
44212,112929,6197,Spouse,1
44213,149707,40479,Spouse,1
44214,118089,52263,Parent,1
44215,101704,106608,Spouse,1
44216,87730,2757,Sibling,0
44217,72258,9968,Sibling,1
44218,112783,80534,Spouse,1
44219,102949,126400,Other,0
44220,107560,2882,Parent,1
44221,53899,5214,Parent,0
44222,27835,6737,Spouse,1
44223,144590,5552,Spouse,1
44224,40905,123325,Sibling,1
44225,27823,13488,Parent,1
44226,116124,60511,Spouse,0
44227,92432,11830,Sibling,1
44228,78898,63988,Spouse,1
44229,132450,100869,Child,0
44230,61051,77946,Sibling,1
44231,103488,55695,Spouse,1
44232,101670,53664,Child,0
44233,90437,4317,Parent,1
44234,117830,71170,Child,1
44235,104659,28396,Spouse,0
44236,75586,60589,Child,1
44237,88910,88567,Spouse,1
44238,85715,32905,Spouse,1
44239,73902,60653,Spouse,1
44240,18501,22190,Parent,1
44241,86369,23677,Child,1
44242,11678,56694,Child,0
44243,7733,62240,Spouse,0
44244,66636,71551,Child,1
44245,70359,63009,Spouse,1
44246,93517,44742,Other,0
44247,55062,130880,Spouse,0
44248,77334,149287,Child,0
44249,135624,116567,Other,1
44250,64046,114098,Grandchild,1
44251,126449,93229,Parent,1
44252,12594,123735,Grandchild,0
44253,109917,140814,Spouse,1
44254,126995,132838,Spouse,0
44255,36731,15485,Spouse,1
44256,75268,55636,Spouse,1
44257,118846,129582,Parent,0
44258,44218,30078,Spouse,1
44259,114482,19445,Parent,0
44260,12983,71979,Child,1
44261,143,5434,Child,1
44262,65717,98052,Spouse,1
44263,100325,74101,Spouse,1
44264,134182,38904,Sibling,1
44265,8450,184,Sibling,0
44266,38880,36538,Child,0
44267,231,97624,Spouse,1
44268,29263,21913,Parent,1
44269,121877,13406,Sibling,0
44270,42691,28308,Other,0
44271,58945,131627,Spouse,1
44272,102653,96229,Spouse,0
44273,134835,46574,Spouse,1
44274,97836,138176,Grandchild,1
44275,145921,107458,Spouse,1
44276,53693,17701,Sibling,1
44277,238,63822,Spouse,1
44278,77772,60823,Sibling,0
44279,80027,92686,Child,1
44280,38722,54702,Sibling,0
44281,22175,48984,Spouse,1
44282,40439,25373,Parent,1
44283,85527,91998,Spouse,1
44284,107239,15761,Spouse,1
44285,27843,138176,Other,0
44286,27032,58263,Other,1
44287,34641,4259,Parent,1
44288,5720,30407,Parent,1
44289,96236,46207,Other,0
44290,124253,31993,Child,1
44291,18179,113937,Sibling,1
44292,70694,47496,Grandparent,1
44293,108600,80804,Other,1
44294,73065,144732,Child,1
44295,132118,34825,Other,1
44296,119241,149024,Sibling,1
44297,137384,81573,Spouse,1
44298,145084,78919,Sibling,1
44299,16279,19752,Sibling,0
44300,103408,91401,Sibling,1
44301,5597,79838,Grandchild,0
44302,42886,125783,Sibling,1
44303,46399,82201,Sibling,0
44304,4960,50709,Spouse,0
44305,29506,135139,Parent,0
44306,23910,126291,Spouse,1
44307,133609,132397,Spouse,1
44308,2729,148133,Parent,1
44309,30884,56266,Spouse,1
44310,2074,65565,Child,1
44311,57402,80704,Grandparent,1
44312,67663,14089,Parent,1
44313,91388,37953,Spouse,1
44314,81810,96705,Spouse,1
44315,12753,138566,Spouse,1
44316,58836,129417,Child,1
44317,103044,130157,Other,0
44318,125902,41527,Spouse,1
44319,6003,9534,Child,1
44320,121178,31682,Parent,1
44321,118229,111672,Other,1
44322,107573,124424,Spouse,1
44323,88823,119591,Sibling,1
44324,79130,130421,Spouse,1
44325,35277,115465,Parent,1
44326,53457,120957,Child,1
44327,83700,77951,Child,1
44328,44144,148253,Sibling,1
44329,28535,18906,Child,1
44330,462,102623,Spouse,1
44331,1621,134728,Spouse,0
44332,23923,73074,Spouse,0
44333,10922,88478,Parent,1
44334,70348,141361,Spouse,1
44335,12383,63010,Spouse,1
44336,59860,13481,Grandchild,1
44337,145978,137523,Other,0
44338,9318,115618,Sibling,0
44339,148059,113672,Sibling,0
44340,111048,100433,Sibling,1
44341,131691,74951,Child,0
44342,103821,129664,Sibling,0
44343,62033,115785,Spouse,0
44344,39945,108390,Spouse,1
44345,44823,41948,Sibling,0
44346,24683,88947,Parent,0
44347,55692,146998,Parent,1
44348,59015,66795,Other,0
44349,145365,90642,Sibling,1
44350,102910,54857,Spouse,1
44351,4545,16914,Spouse,1
44352,148156,89915,Child,1
44353,294,102674,Grandchild,1
44354,64091,25594,Parent,1
44355,72953,14909,Spouse,1
44356,21633,87293,Spouse,1
44357,112877,142198,Parent,1
44358,40347,36637,Child,1
44359,1768,108978,Child,1
44360,90674,132322,Spouse,0
44361,143188,110205,Spouse,0
44362,20839,59765,Parent,1
44363,2067,45222,Parent,1
44364,104742,98354,Sibling,0
44365,39756,33155,Sibling,0
44366,13664,80459,Parent,1
44367,94280,53168,Sibling,0
44368,125860,24885,Spouse,1
44369,40685,91832,Parent,1
44370,17636,2029,Parent,1
44371,109869,90279,Spouse,1
44372,79945,86797,Child,1
44373,127923,76919,Spouse,1
44374,126755,40383,Spouse,0
44375,114681,116367,Spouse,1
44376,82861,19136,Sibling,0
44377,13900,33706,Child,0
44378,98038,77596,Sibling,1
44379,108115,129773,Child,0
44380,139651,127583,Spouse,1
44381,100380,33899,Child,1
44382,109103,37628,Spouse,1
44383,11024,20835,Spouse,0
44384,87255,133500,Spouse,1
44385,107576,103363,Parent,1
44386,145381,87367,Parent,1
44387,130263,19030,Child,0
44388,133856,132708,Spouse,1
44389,81908,116744,Parent,1
44390,120949,62715,Spouse,1
44391,112580,59889,Child,1
44392,31503,91652,Parent,1
44393,40760,71987,Other,1
44394,65683,86449,Child,0
44395,91932,43880,Parent,1
44396,106037,100397,Child,1
44397,116410,120204,Child,1
44398,32271,109537,Child,1
44399,31147,133500,Child,1
44400,7785,44239,Parent,1
44401,106086,131278,Spouse,0
44402,112676,132272,Spouse,1
44403,22026,30972,Sibling,1
44404,96504,46036,Spouse,1
44405,145638,49882,Spouse,1
44406,104730,100902,Sibling,0
44407,41909,98897,Spouse,1
44408,86499,19042,Other,1
44409,81276,26121,Spouse,1
44410,134144,44071,Other,1
44411,116148,34017,Spouse,0
44412,124680,57690,Spouse,1
44413,119890,108360,Spouse,1
44414,66032,61446,Child,1
44415,21567,129865,Parent,1
44416,49112,142671,Sibling,1
44417,10287,72080,Spouse,1
44418,88073,20741,Other,1
44419,116748,146429,Child,0
44420,10201,48858,Parent,0
44421,48721,51019,Child,1
44422,2397,97824,Parent,1
44423,131024,66586,Parent,0
44424,77810,15459,Sibling,1
44425,14944,20017,Spouse,1
44426,31785,138640,Child,1
44427,111049,119997,Sibling,1
44428,123244,33002,Sibling,1
44429,59583,89149,Child,1
44430,31780,104850,Parent,1
44431,91273,122760,Parent,0
44432,45859,99630,Parent,1
44433,67049,125998,Other,1
44434,134487,18594,Spouse,1
44435,81940,76397,Other,1
44436,29540,29044,Parent,1
44437,25167,2412,Spouse,0
44438,125643,54887,Spouse,1
44439,99232,138336,Other,1
44440,46976,75290,Spouse,1
44441,146028,14112,Spouse,0
44442,55185,57341,Spouse,1
44443,149968,24036,Grandchild,0
44444,34037,81707,Parent,1
44445,51402,43744,Parent,1
44446,107182,136706,Spouse,0
44447,83485,5762,Child,1
44448,47259,34119,Child,0
44449,40316,144754,Sibling,1
44450,41973,113615,Spouse,0
44451,6224,120136,Child,1
44452,95387,15975,Spouse,1
44453,122333,136804,Child,1
44454,43854,86386,Child,1
44455,74572,11515,Spouse,0
44456,34020,127118,Grandparent,0
44457,57856,5855,Parent,1
44458,125135,47428,Other,1
44459,113918,32922,Child,0
44460,5965,137081,Spouse,1
44461,124517,74721,Child,0
44462,103978,36429,Child,0
44463,48622,100210,Other,1
44464,91103,66120,Spouse,1
44465,11135,15245,Child,1
44466,48647,145449,Child,1
44467,36412,125847,Child,0
44468,146813,85965,Spouse,1
44469,39134,133987,Parent,1
44470,21399,78267,Parent,1
44471,139779,85134,Spouse,1
44472,16461,125258,Parent,1
44473,117023,18930,Spouse,0
44474,11173,142193,Child,1
44475,118986,57837,Spouse,1
44476,43249,45037,Parent,1
44477,22745,19437,Sibling,1
44478,92826,77705,Spouse,1
44479,16072,118959,Spouse,1
44480,126677,135062,Other,1
44481,34733,82077,Sibling,1
44482,26131,62720,Sibling,1
44483,149313,49405,Grandchild,1
44484,108515,31370,Sibling,1
44485,55586,17311,Child,1
44486,37154,95988,Grandparent,1
44487,69434,47578,Child,0
44488,32786,149698,Other,1
44489,28749,56367,Sibling,0
44490,135841,69916,Sibling,1
44491,98970,5955,Spouse,1
44492,53996,111957,Child,1
44493,33901,83510,Grandchild,1
44494,89491,80517,Child,0
44495,24704,124726,Spouse,1
44496,97434,105662,Other,1
44497,55960,87464,Sibling,0
44498,20995,43841,Child,1
44499,128481,125006,Spouse,1
44500,44799,145341,Spouse,1
44501,57151,105714,Spouse,1
44502,28216,41208,Grandchild,1
44503,47810,115851,Parent,0
44504,35210,4669,Sibling,1
44505,50449,99871,Sibling,1
44506,113287,142479,Sibling,1
44507,74315,32841,Other,1
44508,107171,95108,Spouse,1
44509,144018,122976,Parent,0
44510,18202,3950,Spouse,0
44511,130230,81034,Child,1
44512,81545,80606,Child,1
44513,146352,30465,Child,1
44514,52346,59376,Spouse,1
44515,83296,78608,Parent,1
44516,70812,42493,Spouse,1
44517,125908,5511,Sibling,1
44518,34209,4594,Parent,1
44519,57872,67184,Other,1
44520,64211,26517,Spouse,0
44521,133322,141392,Grandchild,1
44522,58863,24901,Spouse,1
44523,21197,29394,Sibling,1
44524,34342,113733,Spouse,1
44525,146019,138625,Grandchild,1
44526,43036,133397,Grandchild,1
44527,146259,17031,Parent,1
44528,130655,125187,Spouse,1
44529,51108,43152,Child,1
44530,135408,21026,Sibling,1
44531,24358,16228,Child,0
44532,50384,58749,Child,1
44533,26210,124646,Parent,1
44534,3148,106188,Other,1
44535,112556,96175,Spouse,0
44536,77868,111691,Spouse,1
44537,89121,106082,Other,1
44538,98771,33415,Sibling,0
44539,15048,125123,Spouse,1
44540,93715,136951,Spouse,1
44541,126070,128810,Child,1
44542,95818,109609,Child,1
44543,3552,119157,Spouse,0
44544,48427,138006,Sibling,1
44545,135363,95782,Parent,1
44546,104005,55048,Sibling,1
44547,109373,7192,Sibling,1
44548,125000,148121,Child,1
44549,69515,80931,Sibling,1
44550,117140,87780,Grandparent,1
44551,140553,74886,Spouse,0
44552,104738,91223,Parent,1
44553,139443,104451,Grandparent,0
44554,82696,111621,Spouse,1
44555,55975,29572,Parent,1
44556,5808,65326,Sibling,1
44557,95573,129803,Spouse,1
44558,45498,64011,Sibling,0
44559,1810,85947,Child,1
44560,62655,27764,Spouse,0
44561,58240,81029,Spouse,0
44562,22568,43564,Parent,0
44563,137348,64063,Parent,1
44564,125507,63554,Spouse,0
44565,73677,130954,Spouse,1
44566,68283,6276,Child,0
44567,14746,28253,Spouse,1
44568,96542,6340,Other,0
44569,92226,94,Spouse,0
44570,30665,18205,Child,1
44571,68463,60718,Child,0
44572,38843,81386,Sibling,1
44573,114063,778,Sibling,1
44574,54048,76510,Child,0
44575,41035,11305,Sibling,1
44576,17743,90941,Spouse,0
44577,79306,110707,Child,1
44578,87137,117913,Sibling,1
44579,77,21341,Parent,1
44580,89576,81963,Spouse,1
44581,107936,145084,Spouse,1
44582,97448,112481,Spouse,1
44583,74096,17573,Sibling,1
44584,11495,57804,Sibling,0
44585,97304,53314,Sibling,1
44586,116348,72584,Child,1
44587,24335,80528,Spouse,1
44588,26451,131506,Sibling,1
44589,83248,140916,Spouse,1
44590,1787,62916,Spouse,1
44591,142478,119874,Parent,1
44592,111348,70900,Grandparent,1
44593,42765,70251,Child,1
44594,41017,131023,Parent,1
44595,29679,98308,Spouse,1
44596,744,77036,Spouse,1
44597,11488,70401,Other,1
44598,55330,24948,Child,1
44599,6868,27715,Other,1
44600,85774,21446,Sibling,1
44601,143083,91943,Grandchild,1
44602,57643,131053,Sibling,1
44603,143360,24363,Grandparent,1
44604,18976,133823,Other,1
44605,60252,125404,Parent,1
44606,106784,71529,Spouse,1
44607,68514,57764,Sibling,1
44608,15974,99751,Spouse,1
44609,115982,9745,Sibling,0
44610,126651,17016,Other,1
44611,28127,50184,Child,0
44612,66722,24397,Spouse,1
44613,108707,81153,Spouse,1
44614,15602,512,Other,1
44615,117684,117424,Sibling,1
44616,81819,126703,Grandparent,1
44617,17220,106339,Spouse,1
44618,89311,96137,Sibling,0
44619,60507,128991,Child,0
44620,119396,67673,Parent,1
44621,23817,34541,Sibling,1
44622,74988,89030,Spouse,1
44623,141617,126801,Spouse,1
44624,122547,101173,Other,0
44625,5507,47336,Other,0
44626,97501,121266,Sibling,1
44627,55288,65076,Parent,1
44628,146283,97731,Sibling,0
44629,75705,133604,Child,1
44630,134027,17430,Grandchild,1
44631,107120,104544,Sibling,1
44632,42877,51705,Child,1
44633,24720,99518,Parent,0
44634,128096,7381,Spouse,1
44635,92697,20065,Spouse,1
44636,78320,78702,Spouse,1
44637,40964,19795,Spouse,0
44638,123729,93364,Sibling,0
44639,122430,45398,Sibling,1
44640,100280,90765,Sibling,1
44641,73373,89956,Child,0
44642,80306,102440,Child,1
44643,148759,133975,Sibling,1
44644,39813,16049,Sibling,1
44645,85048,118902,Child,1
44646,94892,136962,Spouse,1
44647,75752,37434,Other,1
44648,51061,18758,Spouse,1
44649,138485,3469,Grandparent,0
44650,338,39838,Parent,1
44651,57163,128978,Spouse,0
44652,84594,30359,Child,1
44653,22231,103440,Spouse,0
44654,900,100149,Sibling,1
44655,72339,86218,Spouse,1
44656,127860,36180,Parent,1
44657,108948,70121,Sibling,0
44658,54088,15786,Child,1
44659,40140,108670,Sibling,1
44660,100070,102951,Child,1
44661,25771,72072,Sibling,1
44662,140566,99971,Sibling,1
44663,114259,33444,Parent,1
44664,117918,88008,Spouse,1
44665,25879,144290,Sibling,1
44666,47207,8012,Child,1
44667,59063,132806,Spouse,0
44668,111432,55019,Sibling,0
44669,26149,65842,Child,1
44670,91825,594,Parent,1
44671,40774,105933,Child,0
44672,135150,96058,Other,1
44673,125607,42082,Other,1
44674,9007,42237,Spouse,1
44675,49067,123031,Spouse,1
44676,85078,16520,Sibling,1
44677,141106,113392,Parent,1
44678,99249,145388,Parent,1
44679,117253,21933,Spouse,1
44680,54510,52086,Spouse,0
44681,72409,141806,Child,1
44682,38211,6435,Parent,1
44683,77422,63387,Child,0
44684,131957,88192,Spouse,0
44685,24074,59224,Child,1
44686,51317,95528,Spouse,1
44687,96944,138570,Other,0
44688,112135,81594,Spouse,1
44689,109943,122519,Spouse,1
44690,77061,122601,Grandparent,1
44691,57614,1672,Parent,0
44692,125406,60022,Spouse,0
44693,52907,16548,Spouse,1
44694,66611,97665,Spouse,1
44695,80479,107993,Spouse,1
44696,49847,91390,Spouse,1
44697,113579,43743,Other,1
44698,4376,17669,Child,1
44699,113634,25824,Spouse,1
44700,96859,47765,Parent,1
44701,93140,16705,Grandchild,1
44702,145193,135080,Sibling,1
44703,83041,26972,Other,1
44704,144344,136814,Sibling,1
44705,109587,16079,Parent,0
44706,55388,93038,Other,1
44707,18266,112968,Spouse,1
44708,75430,62322,Spouse,1
44709,31934,83968,Other,0
44710,18304,43447,Spouse,1
44711,94988,42311,Spouse,1
44712,42133,41755,Sibling,1
44713,95843,6315,Child,1
44714,17582,7589,Parent,0
44715,25252,45511,Sibling,1
44716,29913,92351,Child,1
44717,96520,112860,Child,0
44718,72853,101586,Sibling,0
44719,137663,28803,Sibling,0
44720,58870,71248,Other,1
44721,149869,113925,Spouse,1
44722,125268,118769,Sibling,0
44723,55257,29017,Other,1
44724,146879,79421,Child,1
44725,29026,80796,Parent,1
44726,98778,101395,Spouse,1
44727,79648,131545,Spouse,0
44728,83330,21916,Spouse,1
44729,47030,137656,Sibling,1
44730,94895,14115,Spouse,1
44731,74739,110944,Spouse,1
44732,90767,15830,Grandchild,0
44733,42318,63520,Parent,1
44734,25505,45548,Spouse,1
44735,141163,140788,Child,1
44736,45364,135408,Child,0
44737,67527,47464,Grandparent,1
44738,29994,97236,Parent,1
44739,38353,124430,Spouse,1
44740,1925,77264,Parent,1
44741,71663,71226,Other,1
44742,3812,94452,Spouse,1
44743,26780,72242,Child,0
44744,74981,72021,Child,1
44745,40462,102996,Sibling,1
44746,2613,131225,Spouse,1
44747,4975,59401,Parent,1
44748,86790,79080,Spouse,1
44749,6506,61964,Spouse,1
44750,53506,1534,Spouse,1
44751,53255,31096,Parent,1
44752,96300,25148,Other,1
44753,41046,104172,Parent,1
44754,1126,91505,Child,0
44755,84042,143069,Spouse,1
44756,76838,148774,Spouse,1
44757,7896,135639,Parent,1
44758,100991,76151,Parent,1
44759,12764,121141,Child,0
44760,77132,22838,Child,1
44761,113437,37041,Parent,1
44762,51387,66306,Parent,1
44763,51828,88144,Parent,1
44764,87005,143078,Spouse,1
44765,8966,120629,Spouse,0
44766,120181,135967,Sibling,0
44767,134068,51653,Child,1
44768,21211,28319,Sibling,1
44769,84234,112477,Parent,1
44770,119750,93015,Sibling,0
44771,130529,114428,Child,0
44772,123750,141547,Spouse,1
44773,108865,130278,Parent,0
44774,116272,60673,Grandparent,1
44775,3599,41811,Child,1
44776,25895,7591,Child,0
44777,17450,132846,Parent,1
44778,148035,15473,Other,0
44779,2315,57709,Parent,0
44780,89430,26565,Sibling,1
44781,81615,105395,Sibling,1
44782,73203,107206,Child,0
44783,67922,73207,Sibling,1
44784,76479,39364,Spouse,0
44785,6552,139979,Child,0
44786,133721,9291,Sibling,1
44787,74471,118486,Sibling,0
44788,49355,88958,Sibling,1
44789,76576,87722,Spouse,1
44790,6333,32901,Sibling,0
44791,25443,108937,Sibling,1
44792,93065,4910,Spouse,1
44793,27,103341,Parent,1
44794,97254,37622,Child,1
44795,8801,61536,Sibling,0
44796,50580,24975,Child,1
44797,137597,109101,Parent,1
44798,123077,100117,Spouse,1
44799,119587,41940,Child,1
44800,149657,110647,Other,0
44801,38726,27506,Spouse,1
44802,102341,101666,Other,1
44803,113387,114646,Child,0
44804,140683,81376,Parent,0
44805,117457,7955,Spouse,1
44806,73173,11462,Parent,0
44807,15733,12103,Sibling,0
44808,35597,43648,Grandparent,0
44809,56703,88790,Parent,0
44810,148811,148601,Sibling,1
44811,75839,110877,Parent,1
44812,128383,115188,Grandparent,1
44813,20351,97751,Child,1
44814,26911,112235,Sibling,0
44815,105857,88047,Spouse,1
44816,18935,25352,Spouse,0
44817,108481,51953,Parent,1
44818,94440,35540,Spouse,1
44819,1177,23701,Sibling,1
44820,72003,76053,Spouse,1
44821,95028,123779,Spouse,1
44822,81306,48482,Spouse,1
44823,49121,73031,Sibling,0
44824,125720,17580,Parent,1
44825,86216,119665,Sibling,1
44826,1957,337,Parent,1
44827,90876,1504,Parent,0
44828,60495,86109,Sibling,1
44829,72196,149116,Spouse,1
44830,126327,113781,Spouse,1
44831,90747,60035,Spouse,1
44832,111237,141369,Spouse,0
44833,35284,109141,Other,1
44834,113821,115842,Spouse,1
44835,85952,141969,Child,0
44836,100408,25235,Spouse,1
44837,90702,142335,Spouse,1
44838,146627,94316,Parent,1
44839,23821,15695,Other,1
44840,95044,61014,Sibling,0
44841,72381,138280,Child,1
44842,136424,146040,Other,1
44843,97860,59112,Parent,0
44844,19691,82503,Sibling,1
44845,136467,34663,Spouse,0
44846,73639,118104,Sibling,1
44847,27919,30851,Spouse,1
44848,125827,76634,Parent,1
44849,92635,105389,Spouse,1
