link_id,network_id,traveler_id,role,confidence_level,identified_date,is_active
3913,DRG-0675,45845,Organizer,High,2025-11-30,0
3914,DRG-0675,25936,Transporter,Confirmed,2025-11-06,0
3915,DRG-0675,122372,Financier,Medium,2025-11-29,0
3916,DRG-0675,78745,Unknown,High,2025-11-26,0
3917,MIX-0676,61213,Organizer,High,2025-03-12,1
3918,MIX-0676,28327,Organizer,Medium,2025-03-13,1
3919,MIX-0676,69531,Transporter,High,2025-02-16,1
3920,MIX-0676,89623,Organizer,Medium,2025-02-13,1
3921,MIX-0676,23929,Transporter,High,2025-03-02,1
3922,TRF-0677,115377,Organizer,High,2025-02-27,1
3923,TRF-0677,34597,Transporter,Confirmed,2025-02-08,1
3924,TRF-0677,57441,Unknown,Medium,2025-01-31,1
3925,TRF-0677,1689,Financier,Low,2025-01-31,1
3926,TRF-0677,122147,Coordinator,Medium,2025-02-07,1
3927,TRF-0677,28516,Recruiter,Low,2025-02-04,1
3928,TRF-0677,19198,Coordinator,Medium,2025-02-25,1
3929,DRG-0678,4061,Organizer,Confirmed,2025-01-24,1
3930,DRG-0678,30222,Financier,High,2025-01-08,1
3931,DRG-0678,29993,Document Forger,High,2025-01-04,1
3932,DRG-0678,50744,Recruiter,Medium,2025-01-28,1
3933,DRG-0678,124206,Document Forger,High,2025-01-09,1
3934,SMG-0679,140847,Organizer,Medium,2025-03-05,1
3935,SMG-0679,32419,Unknown,Confirmed,2025-03-09,1
3936,SMG-0679,111349,Organizer,Low,2025-03-21,1
3937,SMG-0679,124867,Unknown,Medium,2025-03-08,1
3938,DRG-0680,19350,Organizer,High,2025-09-04,1
3939,DRG-0680,39389,Lookout,Low,2025-09-16,1
3940,DRG-0680,15973,Document Forger,Medium,2025-09-13,1
3941,DRG-0680,32953,Coordinator,High,2025-08-23,1
3942,DRG-0680,106033,Transporter,Medium,2025-08-29,1
3943,DRG-0680,78365,Recruiter,Confirmed,2025-08-30,1
3944,DRG-0680,148671,Financier,Medium,2025-09-02,1
3945,DRG-0680,8615,Lookout,Low,2025-09-09,1
3946,DRG-0680,94340,Document Forger,Medium,2025-09-10,1
3947,DRG-0680,50353,Transporter,Medium,2025-08-28,1
3948,TRF-0681,94669,Organizer,Confirmed,2025-09-10,1
3949,TRF-0681,99501,Financier,High,2025-08-25,1
3950,TRF-0681,64737,Lookout,Low,2025-09-08,1
3951,MIX-0682,139084,Organizer,Confirmed,2025-10-25,0
3952,MIX-0682,146851,Unknown,High,2025-10-21,0
3953,MIX-0682,86622,Recruiter,High,2025-10-29,0
3954,MIX-0683,23797,Organizer,High,2025-10-25,1
3955,MIX-0683,142623,Transporter,High,2025-10-22,1
3956,MIX-0683,61354,Recruiter,Medium,2025-10-22,1
3957,DOC-0684,41347,Organizer,Medium,2025-07-09,1
3958,DOC-0684,141373,Recruiter,Medium,2025-07-04,1
3959,DOC-0684,87968,Recruiter,Low,2025-06-20,1
3960,DOC-0684,66575,Recruiter,Confirmed,2025-07-01,1
3961,DOC-0684,90476,Coordinator,Confirmed,2025-06-29,1
3962,DOC-0684,33702,Financier,Low,2025-07-11,1
3963,SMG-0685,54947,Organizer,High,2025-02-22,1
3964,SMG-0685,107072,Transporter,Medium,2025-02-19,1
3965,SMG-0685,93594,Recruiter,High,2025-03-03,1
3966,SMG-0685,104957,Recruiter,Medium,2025-02-22,1
3967,SMG-0685,69421,Transporter,Low,2025-02-19,1
3968,SMG-0685,76710,Transporter,Medium,2025-03-06,1
3969,SMG-0685,14416,Transporter,High,2025-02-21,1
3970,DOC-0686,91344,Organizer,Medium,2025-08-02,0
3971,DOC-0686,148106,Document Forger,Confirmed,2025-07-14,0
3972,DOC-0686,143169,Recruiter,High,2025-07-31,0
3973,DOC-0686,58279,Organizer,Low,2025-07-23,0
3974,DOC-0686,127873,Document Forger,Low,2025-07-23,0
3975,DOC-0686,79755,Transporter,Low,2025-07-31,0
3976,DOC-0686,142320,Unknown,Medium,2025-07-07,0
3977,TRF-0687,136175,Organizer,Medium,2025-12-03,1
3978,TRF-0687,74606,Recruiter,Confirmed,2025-11-10,1
3979,TRF-0687,49605,Transporter,Medium,2025-11-19,1
3980,TRF-0687,35706,Transporter,Low,2025-11-12,1
3981,TRF-0687,17390,Recruiter,High,2025-12-04,1
3982,DOC-0688,111862,Organizer,Low,2025-03-26,0
3983,DOC-0688,114350,Transporter,Medium,2025-04-21,0
3984,DOC-0688,43293,Recruiter,High,2025-04-24,0
3985,DOC-0688,51783,Unknown,Medium,2025-04-23,0
3986,DRG-0689,25805,Organizer,Medium,2025-09-27,1
3987,DRG-0689,69582,Recruiter,High,2025-09-29,1
3988,DRG-0689,66424,Financier,High,2025-10-09,1
3989,DRG-0689,73411,Transporter,Medium,2025-10-12,1
3990,TRF-0690,116476,Organizer,Medium,2025-09-13,0
3991,TRF-0690,18829,Coordinator,Confirmed,2025-10-03,0
3992,TRF-0690,52611,Organizer,High,2025-10-04,0
3993,TRF-0690,119740,Recruiter,Low,2025-09-13,0
3994,TRF-0690,26380,Coordinator,Medium,2025-09-13,0
3995,TRF-0690,47993,Coordinator,Low,2025-09-18,0
3996,TRF-0690,7247,Lookout,Medium,2025-09-26,0
3997,TRF-0690,10907,Transporter,Confirmed,2025-09-15,0
3998,TRF-0691,141041,Organizer,Medium,2025-12-09,1
3999,TRF-0691,74981,Lookout,Confirmed,2025-12-19,1
4000,TRF-0691,81238,Recruiter,Confirmed,2025-12-11,1
4001,TRF-0691,60046,Document Forger,Medium,2025-12-27,1
4002,SMG-0692,101127,Organizer,Medium,2025-11-29,1
4003,SMG-0692,9260,Unknown,High,2025-11-25,1
4004,SMG-0692,24694,Transporter,Medium,2025-12-12,1
4005,DRG-0693,58358,Organizer,Medium,2025-06-24,1
4006,DRG-0693,12588,Recruiter,Low,2025-06-21,1
4007,DRG-0693,22187,Financier,Confirmed,2025-06-28,1
4008,DOC-0694,41786,Organizer,High,2025-07-23,0
4009,DOC-0694,126620,Document Forger,Medium,2025-07-17,0
4010,DOC-0694,33585,Unknown,High,2025-07-21,0
4011,DRG-0695,103569,Organizer,High,2025-07-31,1
4012,DRG-0695,109310,Recruiter,High,2025-07-19,1
4013,DRG-0695,52112,Transporter,Confirmed,2025-07-25,1
4014,DRG-0695,54258,Financier,Confirmed,2025-07-19,1
4015,DRG-0695,37593,Recruiter,Low,2025-08-09,1
4016,TRF-0696,91836,Organizer,Medium,2025-04-27,1
4017,TRF-0696,31747,Lookout,Confirmed,2025-04-13,1
4018,TRF-0696,128306,Lookout,High,2025-04-22,1
4019,TRF-0696,62521,Document Forger,Low,2025-04-23,1
4020,TRF-0696,30948,Financier,High,2025-04-03,1
4021,TRF-0696,677,Recruiter,Confirmed,2025-05-01,1
4022,TRF-0696,76836,Financier,High,2025-04-19,1
4023,TRF-0697,36406,Organizer,Low,2025-12-04,1
4024,TRF-0697,138432,Lookout,High,2025-11-21,1
4025,TRF-0697,131359,Lookout,Medium,2025-11-17,1
4026,TRF-0697,73869,Transporter,High,2025-11-30,1
4027,TRF-0697,59659,Lookout,Medium,2025-11-24,1
4028,TRF-0697,109551,Coordinator,Low,2025-11-15,1
4029,TRF-0698,81427,Organizer,Confirmed,2025-09-29,1
4030,TRF-0698,26061,Transporter,Confirmed,2025-09-22,1
4031,TRF-0698,64857,Lookout,Confirmed,2025-09-20,1
4032,TRF-0698,41858,Organizer,Medium,2025-09-07,1
4033,TRF-0699,126580,Organizer,Medium,2025-02-14,0
4034,TRF-0699,104695,Transporter,Confirmed,2025-01-26,0
4035,TRF-0699,119395,Unknown,Confirmed,2025-02-17,0
4036,DRG-0700,106765,Organizer,Low,2025-09-13,1
4037,DRG-0700,50367,Transporter,Low,2025-08-27,1
4038,DRG-0700,32612,Transporter,High,2025-09-23,1
4039,DRG-0700,120985,Document Forger,High,2025-09-03,1
4040,DRG-0700,20899,Recruiter,Low,2025-09-18,1
4041,DRG-0700,108075,Transporter,Confirmed,2025-08-31,1
4042,SMG-0701,53597,Organizer,Confirmed,2025-09-04,1
4043,SMG-0701,46614,Transporter,High,2025-09-10,1
4044,SMG-0701,9860,Recruiter,High,2025-08-30,1
4045,SMG-0701,23897,Transporter,Confirmed,2025-09-07,1
4046,DRG-0702,48281,Organizer,Medium,2025-11-21,1
4047,DRG-0702,101643,Recruiter,Medium,2025-11-15,1
4048,DRG-0702,105603,Transporter,Medium,2025-11-14,1
4049,DRG-0702,24970,Recruiter,Medium,2025-11-16,1
4050,SMG-0703,48387,Organizer,Medium,2025-10-13,0
4051,SMG-0703,60293,Recruiter,Confirmed,2025-09-27,0
4052,SMG-0703,145362,Recruiter,Low,2025-10-11,0
4053,SMG-0703,91801,Recruiter,Low,2025-10-10,0
4054,SMG-0703,95369,Financier,High,2025-10-19,0
4055,SMG-0703,109856,Transporter,High,2025-10-05,0
4056,TRF-0704,128408,Organizer,High,2025-02-18,1
4057,TRF-0704,74112,Recruiter,High,2025-02-11,1
4058,TRF-0704,5835,Unknown,High,2025-01-21,1
4059,TRF-0704,146755,Transporter,High,2025-02-12,1
4060,TRF-0704,65629,Lookout,Medium,2025-01-26,1
4061,TRF-0704,70494,Financier,Low,2025-01-28,1
4062,TRF-0704,16526,Financier,Low,2025-01-27,1
4063,MIX-0705,138884,Organizer,Low,2025-08-29,1
4064,MIX-0705,83573,Unknown,High,2025-09-15,1
4065,MIX-0705,120137,Financier,Low,2025-08-26,1
4066,MIX-0705,98407,Financier,Medium,2025-08-29,1
4067,MIX-0705,27007,Lookout,Low,2025-08-27,1
4068,MIX-0705,18395,Organizer,Confirmed,2025-08-29,1
4069,MIX-0706,42884,Organizer,Low,2025-03-08,1
4070,MIX-0706,64696,Transporter,High,2025-03-16,1
4071,MIX-0706,93340,Transporter,Confirmed,2025-03-04,1
4072,MIX-0706,64064,Transporter,Medium,2025-03-27,1
4073,MIX-0706,85811,Transporter,Medium,2025-03-09,1
4074,DOC-0707,23565,Organizer,Confirmed,2025-09-10,1
4075,DOC-0707,90734,Unknown,High,2025-09-19,1
4076,DOC-0707,95987,Unknown,Medium,2025-09-10,1
4077,DOC-0707,38860,Transporter,Medium,2025-09-01,1
4078,DOC-0707,25092,Lookout,Medium,2025-09-05,1
4079,DOC-0707,82011,Lookout,High,2025-08-24,1
4080,DOC-0708,39559,Organizer,Medium,2025-11-04,1
4081,DOC-0708,47353,Unknown,Low,2025-10-25,1
4082,DOC-0708,142912,Lookout,Medium,2025-10-28,1
4083,DOC-0708,74204,Lookout,Medium,2025-10-17,1
4084,DOC-0709,3440,Organizer,Confirmed,2025-09-02,0
4085,DOC-0709,88053,Document Forger,High,2025-09-05,0
4086,DOC-0709,105211,Transporter,High,2025-09-01,0
4087,DOC-0709,10217,Lookout,Medium,2025-09-12,0
4088,MIX-0710,99252,Organizer,Low,2025-05-29,1
4089,MIX-0710,1753,Recruiter,Low,2025-05-21,1
4090,MIX-0710,123124,Transporter,High,2025-05-24,1
4091,MIX-0710,121680,Recruiter,High,2025-06-04,1
4092,MIX-0710,117383,Organizer,Low,2025-06-13,1
4093,MIX-0710,57152,Financier,Medium,2025-05-20,1
4094,MIX-0710,23590,Lookout,Confirmed,2025-05-23,1
4095,MIX-0710,137189,Document Forger,Low,2025-06-08,1
4096,MIX-0711,142929,Organizer,High,2025-03-01,1
4097,MIX-0711,56965,Lookout,Low,2025-03-02,1
4098,MIX-0711,50424,Financier,Medium,2025-02-28,1
4099,MIX-0711,147999,Coordinator,Medium,2025-02-20,1
4100,MIX-0711,71535,Transporter,Confirmed,2025-03-02,1
4101,MIX-0711,42529,Document Forger,High,2025-02-14,1
4102,MIX-0711,77238,Recruiter,Confirmed,2025-02-28,1
4103,MIX-0711,61683,Unknown,Confirmed,2025-02-22,1
4104,MIX-0711,107774,Transporter,Medium,2025-02-20,1
4105,MIX-0711,28952,Recruiter,High,2025-02-24,1
4106,SMG-0712,115758,Organizer,High,2025-12-04,1
4107,SMG-0712,127818,Transporter,Low,2025-11-10,1
4108,SMG-0712,39516,Transporter,Medium,2025-11-26,1
4109,SMG-0712,132045,Organizer,Low,2025-11-21,1
4110,SMG-0712,9305,Transporter,Confirmed,2025-11-12,1
4111,SMG-0712,80394,Transporter,Confirmed,2025-12-02,1
4112,MIX-0713,132995,Organizer,Low,2025-08-20,1
4113,MIX-0713,96866,Financier,Medium,2025-08-10,1
4114,MIX-0713,7896,Unknown,Medium,2025-08-08,1
4115,MIX-0713,142168,Recruiter,Confirmed,2025-08-07,1
4116,MIX-0713,62083,Recruiter,High,2025-08-05,1
4117,MIX-0713,137764,Coordinator,High,2025-08-02,1
4118,MIX-0714,43134,Organizer,High,2025-02-24,1
4119,MIX-0714,68931,Transporter,High,2025-03-05,1
4120,MIX-0714,24111,Transporter,Low,2025-02-28,1
4121,MIX-0714,18616,Recruiter,Confirmed,2025-03-02,1
4122,MIX-0714,109156,Lookout,Low,2025-02-04,1
4123,MIX-0714,54660,Transporter,Medium,2025-02-13,1
4124,MIX-0715,2893,Organizer,Confirmed,2025-05-30,1
4125,MIX-0715,90004,Transporter,High,2025-06-04,1
4126,MIX-0715,57085,Recruiter,Medium,2025-06-18,1
4127,MIX-0715,14920,Lookout,High,2025-06-16,1
4128,MIX-0715,17991,Transporter,High,2025-05-22,1
4129,MIX-0715,75529,Unknown,High,2025-06-18,1
4130,MIX-0715,40381,Document Forger,Low,2025-06-16,1
4131,SMG-0716,76221,Organizer,High,2025-12-02,1
4132,SMG-0716,136048,Unknown,High,2025-12-23,1
4133,SMG-0716,17127,Document Forger,Medium,2025-12-09,1
4134,SMG-0716,81426,Transporter,High,2025-12-15,1
4135,DOC-0717,66147,Organizer,High,2025-02-20,1
4136,DOC-0717,43558,Recruiter,Medium,2025-02-13,1
4137,DOC-0717,14875,Coordinator,High,2025-02-10,1
4138,DOC-0717,128607,Organizer,Medium,2025-01-31,1
4139,DOC-0717,39920,Unknown,High,2025-02-13,1
4140,DOC-0717,79934,Organizer,High,2025-02-08,1
4141,DOC-0717,64261,Recruiter,Medium,2025-02-08,1
4142,DOC-0717,100873,Document Forger,High,2025-01-28,1
4143,MIX-0718,91277,Organizer,High,2025-03-16,0
4144,MIX-0718,64757,Transporter,Medium,2025-03-10,0
4145,MIX-0718,114518,Transporter,Medium,2025-03-30,0
4146,MIX-0718,27541,Recruiter,High,2025-03-12,0
4147,TRF-0719,100198,Organizer,Confirmed,2025-12-28,0
4148,TRF-0719,32358,Coordinator,Medium,2025-12-25,0
4149,TRF-0719,132905,Lookout,Low,2025-12-28,0
4150,TRF-0719,148542,Financier,Medium,2025-12-17,0
4151,TRF-0719,137414,Organizer,Medium,2025-12-28,0
4152,TRF-0719,72634,Recruiter,High,2025-12-28,0
4153,TRF-0719,97634,Recruiter,Low,2025-12-17,0
4154,TRF-0720,59757,Organizer,High,2025-12-14,1
4155,TRF-0720,91437,Unknown,Medium,2025-12-23,1
4156,TRF-0720,105365,Lookout,High,2025-12-10,1
4157,TRF-0720,5097,Financier,High,2025-12-07,1
4158,TRF-0720,47722,Transporter,Confirmed,2025-12-19,1
4159,TRF-0720,72197,Organizer,Medium,2025-12-12,1
4160,MIX-0721,97533,Organizer,Confirmed,2025-09-09,0
4161,MIX-0721,5451,Recruiter,Confirmed,2025-08-22,0
4162,MIX-0721,120877,Document Forger,Low,2025-09-13,0
4163,MIX-0721,70438,Organizer,High,2025-08-25,0
4164,MIX-0721,45765,Recruiter,Confirmed,2025-09-10,0
4165,MIX-0721,25518,Lookout,Low,2025-09-13,0
4166,MIX-0721,56338,Transporter,Medium,2025-09-02,0
4167,SMG-0722,21382,Organizer,Confirmed,2025-12-01,0
4168,SMG-0722,40502,Lookout,Medium,2025-11-27,0
4169,SMG-0722,136514,Recruiter,Medium,2025-12-09,0
4170,SMG-0722,119676,Coordinator,Medium,2025-12-21,0
4171,SMG-0723,93185,Organizer,Medium,2025-06-27,0
4172,SMG-0723,57478,Transporter,Medium,2025-07-14,0
4173,SMG-0723,112007,Recruiter,Confirmed,2025-07-12,0
4174,SMG-0723,108460,Transporter,High,2025-06-28,0
4175,SMG-0723,7181,Lookout,Confirmed,2025-07-04,0
4176,SMG-0723,69618,Transporter,High,2025-06-28,0
4177,SMG-0723,20200,Organizer,Confirmed,2025-07-13,0
4178,SMG-0723,68603,Recruiter,High,2025-06-26,0
4179,MIX-0724,145327,Organizer,Medium,2025-07-01,1
4180,MIX-0724,93524,Organizer,Medium,2025-06-14,1
4181,MIX-0724,56738,Transporter,Medium,2025-06-24,1
4182,MIX-0724,15632,Transporter,Medium,2025-07-11,1
4183,MIX-0724,95631,Transporter,Medium,2025-07-06,1
4184,MIX-0724,121479,Lookout,Medium,2025-07-10,1
4185,SMG-0725,62402,Organizer,Confirmed,2025-12-28,1
4186,SMG-0725,33758,Recruiter,High,2025-12-16,1
4187,SMG-0725,142029,Lookout,High,2025-12-27,1
4188,SMG-0725,36713,Transporter,Confirmed,2025-12-14,1
4189,SMG-0725,7504,Transporter,Medium,2025-12-20,1
4190,SMG-0725,28370,Financier,Medium,2025-12-14,1
4191,SMG-0725,108139,Transporter,Medium,2025-12-23,1
4192,TRF-0726,74764,Organizer,Medium,2025-11-02,1
4193,TRF-0726,15304,Transporter,Medium,2025-11-09,1
4194,TRF-0726,72859,Transporter,High,2025-11-07,1
4195,TRF-0726,77656,Transporter,High,2025-11-03,1
4196,TRF-0726,90739,Lookout,High,2025-10-19,1
4197,TRF-0726,93440,Recruiter,Medium,2025-11-08,1
4198,TRF-0726,122963,Unknown,Medium,2025-10-12,1
4199,SMG-0727,124997,Organizer,Confirmed,2025-01-18,1
4200,SMG-0727,96099,Transporter,High,2025-01-15,1
4201,SMG-0727,81668,Coordinator,High,2025-02-06,1
4202,SMG-0727,146305,Recruiter,Medium,2025-01-27,1
4203,SMG-0727,112082,Transporter,Medium,2025-02-10,1
4204,TRF-0728,105359,Organizer,Confirmed,2025-03-13,1
4205,TRF-0728,75504,Lookout,High,2025-02-27,1
4206,TRF-0728,89921,Lookout,Medium,2025-03-02,1
4207,TRF-0728,77358,Unknown,Medium,2025-03-02,1
4208,TRF-0728,118165,Transporter,Medium,2025-03-13,1
4209,TRF-0728,22288,Transporter,High,2025-03-09,1
4210,TRF-0728,25034,Document Forger,High,2025-03-01,1
4211,TRF-0728,77416,Transporter,Medium,2025-03-10,1
4212,MIX-0729,140762,Organizer,Confirmed,2025-06-13,1
4213,MIX-0729,20230,Recruiter,High,2025-06-22,1
4214,MIX-0729,26920,Coordinator,Low,2025-06-28,1
4215,MIX-0729,22438,Transporter,Confirmed,2025-07-02,1
4216,MIX-0729,42493,Transporter,High,2025-06-09,1
4217,MIX-0729,8512,Recruiter,Medium,2025-06-17,1
4218,SMG-0730,81222,Organizer,Medium,2025-04-02,1
4219,SMG-0730,137136,Transporter,Medium,2025-04-12,1
4220,SMG-0730,103723,Transporter,High,2025-04-21,1
4221,SMG-0730,110005,Transporter,Confirmed,2025-04-27,1
4222,SMG-0730,121269,Transporter,Low,2025-04-20,1
4223,DRG-0731,103247,Organizer,High,2025-12-28,1
4224,DRG-0731,84061,Lookout,High,2025-12-28,1
4225,DRG-0731,143577,Coordinator,Low,2025-12-26,1
4226,DRG-0731,129464,Transporter,High,2025-12-28,1
4227,DRG-0731,41187,Transporter,Low,2025-12-28,1
4228,DRG-0731,47727,Transporter,Confirmed,2025-12-28,1
4229,DRG-0731,33846,Transporter,Confirmed,2025-12-28,1
4230,DRG-0732,90712,Organizer,Confirmed,2025-02-25,1
4231,DRG-0732,42586,Transporter,Medium,2025-03-20,1
4232,DRG-0732,127945,Transporter,High,2025-03-13,1
4233,DRG-0732,114618,Lookout,Medium,2025-03-02,1
4234,DRG-0732,85467,Document Forger,High,2025-02-28,1
4235,DRG-0732,141129,Financier,Low,2025-03-02,1
4236,DRG-0732,134081,Unknown,Confirmed,2025-03-03,1
4237,TRF-0733,83479,Organizer,Medium,2025-07-01,1
4238,TRF-0733,10419,Lookout,Medium,2025-06-18,1
4239,TRF-0733,83755,Document Forger,Low,2025-06-24,1
4240,TRF-0733,65236,Transporter,Medium,2025-07-06,1
4241,TRF-0733,33983,Lookout,Medium,2025-07-02,1
4242,TRF-0733,95505,Coordinator,Medium,2025-06-06,1
4243,TRF-0733,134092,Recruiter,Confirmed,2025-06-12,1
4244,MIX-0734,95556,Organizer,Medium,2025-06-18,0
4245,MIX-0734,22264,Recruiter,Medium,2025-06-09,0
4246,MIX-0734,38681,Recruiter,Medium,2025-05-25,0
4247,MIX-0734,87317,Unknown,High,2025-06-09,0
4248,MIX-0734,118319,Transporter,Confirmed,2025-06-17,0
4249,TRF-0735,39230,Organizer,Medium,2025-03-24,1
4250,TRF-0735,104063,Transporter,Medium,2025-02-22,1
4251,TRF-0735,75273,Financier,Medium,2025-03-06,1
4252,TRF-0735,123901,Coordinator,Low,2025-03-17,1
4253,TRF-0735,16679,Transporter,Medium,2025-03-12,1
4254,TRF-0735,70441,Unknown,Confirmed,2025-02-26,1
4255,TRF-0736,54689,Organizer,High,2025-11-08,1
4256,TRF-0736,34620,Transporter,Confirmed,2025-10-13,1
4257,TRF-0736,9519,Document Forger,Medium,2025-10-29,1
4258,TRF-0736,117187,Financier,Low,2025-10-17,1
4259,SMG-0737,15939,Organizer,Confirmed,2025-08-05,1
4260,SMG-0737,61224,Recruiter,High,2025-08-12,1
4261,SMG-0737,132403,Coordinator,High,2025-07-15,1
4262,SMG-0737,109083,Lookout,High,2025-08-03,1
4263,SMG-0737,58153,Transporter,High,2025-08-10,1
4264,DOC-0738,75607,Organizer,Medium,2025-11-08,1
4265,DOC-0738,132301,Coordinator,Confirmed,2025-11-21,1
4266,DOC-0738,31618,Lookout,Medium,2025-11-13,1
4267,DOC-0738,4601,Unknown,Low,2025-11-23,1
4268,DOC-0739,126738,Organizer,High,2025-05-10,0
4269,DOC-0739,59844,Lookout,Medium,2025-05-04,0
4270,DOC-0739,138832,Recruiter,Medium,2025-04-29,0
4271,DOC-0739,41161,Organizer,Medium,2025-05-04,0
4272,DOC-0739,60477,Document Forger,High,2025-05-19,0
4273,DOC-0739,16891,Lookout,Medium,2025-04-30,0
4274,DOC-0739,2624,Lookout,Confirmed,2025-05-23,0
4275,DOC-0739,105488,Recruiter,Medium,2025-05-23,0
4276,SMG-0740,88771,Organizer,High,2025-04-21,1
4277,SMG-0740,79911,Unknown,Low,2025-03-29,1
4278,SMG-0740,86825,Document Forger,Confirmed,2025-04-06,1
4279,SMG-0740,5645,Organizer,Medium,2025-04-01,1
4280,MIX-0741,83625,Organizer,Confirmed,2025-10-07,1
4281,MIX-0741,114889,Coordinator,High,2025-10-08,1
4282,MIX-0741,79019,Financier,Confirmed,2025-10-11,1
4283,MIX-0742,72699,Organizer,High,2025-07-26,1
4284,MIX-0742,62499,Transporter,Low,2025-07-29,1
4285,MIX-0742,22305,Lookout,High,2025-07-07,1
4286,DOC-0743,49931,Organizer,Low,2025-05-11,1
4287,DOC-0743,62263,Lookout,High,2025-05-11,1
4288,DOC-0743,17971,Organizer,Low,2025-05-31,1
4289,DOC-0743,70586,Recruiter,High,2025-05-28,1
4290,DOC-0743,102917,Transporter,High,2025-05-21,1
4291,DOC-0743,62986,Transporter,High,2025-05-17,1
4292,DOC-0743,3853,Organizer,Medium,2025-05-31,1
4293,DOC-0743,142801,Unknown,Medium,2025-05-19,1
4294,SMG-0744,99874,Organizer,Confirmed,2025-12-13,1
4295,SMG-0744,80873,Recruiter,Confirmed,2025-12-20,1
4296,SMG-0744,112320,Transporter,Confirmed,2025-12-21,1
4297,SMG-0744,126867,Unknown,High,2025-12-21,1
4298,SMG-0744,134202,Organizer,Confirmed,2025-12-28,1
4299,SMG-0745,62755,Organizer,Medium,2025-05-07,1
4300,SMG-0745,142072,Financier,Low,2025-05-19,1
4301,SMG-0745,80371,Financier,Confirmed,2025-05-06,1
4302,SMG-0745,80153,Transporter,Confirmed,2025-05-21,1
4303,SMG-0745,89597,Document Forger,Low,2025-05-10,1
4304,SMG-0745,114564,Coordinator,Confirmed,2025-05-23,1
4305,SMG-0745,109164,Transporter,Confirmed,2025-05-05,1
4306,SMG-0746,85587,Organizer,High,2025-02-04,0
4307,SMG-0746,63791,Coordinator,High,2025-01-31,0
4308,SMG-0746,52124,Document Forger,High,2025-02-19,0
4309,SMG-0746,103232,Document Forger,Confirmed,2025-02-16,0
4310,SMG-0746,4937,Recruiter,High,2025-02-08,0
4311,SMG-0746,105683,Financier,Confirmed,2025-02-19,0
4312,SMG-0746,21812,Recruiter,Medium,2025-02-21,0
4313,SMG-0746,34546,Lookout,Confirmed,2025-02-07,0
4314,SMG-0747,112312,Organizer,Low,2025-11-29,0
4315,SMG-0747,24989,Transporter,Confirmed,2025-12-09,0
4316,SMG-0747,45062,Transporter,Confirmed,2025-12-23,0
4317,SMG-0747,107512,Coordinator,Medium,2025-11-29,0
4318,SMG-0747,106228,Transporter,Confirmed,2025-11-27,0
4319,SMG-0747,4919,Lookout,Medium,2025-12-05,0
4320,TRF-0748,100597,Organizer,High,2025-10-31,1
4321,TRF-0748,56449,Unknown,High,2025-10-16,1
4322,TRF-0748,106964,Financier,Confirmed,2025-11-01,1
4323,TRF-0748,15967,Coordinator,Medium,2025-11-04,1
4324,TRF-0748,10344,Recruiter,Medium,2025-10-07,1
4325,DOC-0749,109662,Organizer,Low,2025-06-23,1
4326,DOC-0749,59566,Unknown,Medium,2025-07-02,1
4327,DOC-0749,105155,Organizer,Medium,2025-06-25,1
4328,DOC-0749,137797,Transporter,Medium,2025-06-28,1
4329,DOC-0749,129514,Transporter,High,2025-06-29,1
4330,DOC-0749,5412,Recruiter,Confirmed,2025-07-12,1
4331,DOC-0749,4411,Transporter,High,2025-07-03,1
4332,DOC-0750,132662,Organizer,Confirmed,2025-12-24,0
4333,DOC-0750,127,Financier,Low,2025-12-25,0
4334,DOC-0750,100278,Lookout,Medium,2025-12-28,0
4335,DOC-0750,36568,Lookout,High,2025-12-26,0
4336,DOC-0750,124372,Recruiter,Medium,2025-12-28,0
4337,DRG-0751,38392,Organizer,Low,2025-03-11,1
4338,DRG-0751,82847,Document Forger,Medium,2025-02-20,1
4339,DRG-0751,40570,Transporter,Low,2025-02-28,1
4340,DRG-0751,108334,Coordinator,High,2025-03-08,1
4341,DRG-0751,113576,Transporter,Confirmed,2025-03-17,1
4342,DRG-0751,134915,Unknown,High,2025-02-23,1
4343,DRG-0751,131750,Transporter,Confirmed,2025-02-20,1
4344,DRG-0751,2668,Financier,High,2025-03-02,1
4345,MIX-0752,125784,Organizer,Confirmed,2025-05-02,1
4346,MIX-0752,145337,Lookout,High,2025-04-22,1
4347,MIX-0752,67489,Transporter,Medium,2025-05-17,1
4348,MIX-0752,145747,Unknown,High,2025-04-23,1
4349,MIX-0752,44090,Lookout,Medium,2025-05-22,1
4350,MIX-0752,79916,Organizer,Medium,2025-04-27,1
4351,MIX-0752,104175,Transporter,Confirmed,2025-04-25,1
4352,DOC-0753,37587,Organizer,High,2025-11-04,0
4353,DOC-0753,44627,Recruiter,Medium,2025-11-10,0
4354,DOC-0753,62366,Transporter,Medium,2025-10-19,0
4355,DOC-0753,109436,Document Forger,Medium,2025-10-30,0
4356,DOC-0753,81423,Organizer,Confirmed,2025-11-04,0
4357,DRG-0754,68037,Organizer,Medium,2025-10-16,1
4358,DRG-0754,76911,Lookout,Low,2025-10-07,1
4359,DRG-0754,41138,Transporter,Medium,2025-10-09,1
4360,DRG-0754,134294,Lookout,Confirmed,2025-10-13,1
4361,DRG-0754,117314,Organizer,High,2025-09-30,1
4362,DRG-0754,121998,Transporter,High,2025-10-09,1
4363,DRG-0754,29393,Financier,Low,2025-10-02,1
4364,MIX-0755,135727,Organizer,Medium,2025-12-08,1
