case_id,case_type,victim_traveler_id,suspect_traveler_id,origin_country_id,transit_country_id,destination_country_id,reported_date,status,victim_age_at_time,victim_gender
3834,Child,135711,,3,,4,2025-12-02,Convicted,12,F
3835,Child,,,1,,4,2025-02-04,Under Investigation,11,M
3836,Organ,134094,49805,3,,1,2025-06-20,Under Investigation,36,F
3837,Labor,89914,,6,10,10,2025-03-16,Convicted,34,M
3838,Other,83246,120515,18,4,13,2025-02-09,Closed,33,F
3839,Labor,136970,,26,4,33,2025-09-09,Under Investigation,24,M
3840,Labor,148342,117300,1,1,34,2025-12-23,Under Investigation,34,M
3841,Organ,140200,134730,3,,1,2025-03-23,Closed,42,M
3842,Child,98943,,18,4,10,2025-10-20,Under Investigation,14,F
3843,Forced Marriage,112073,,6,1,11,2025-10-02,Open,25,F
3844,Labor,92440,51831,3,,9,2025-07-01,Open,43,M
3845,Child,18232,,1,1,9,2025-02-22,Under Investigation,13,M
3846,Labor,109826,106133,2,10,33,2025-06-12,Closed,30,F
3847,Domestic Servitude,21398,,21,15,31,2025-10-14,Closed,41,F
3848,Domestic Servitude,63507,145623,21,,33,2025-11-12,Prosecuted,21,F
3849,Labor,94063,,6,1,10,2025-11-15,Open,28,F
3850,Labor,93908,109050,2,1,9,2025-10-27,Under Investigation,32,M
3851,Domestic Servitude,80578,,28,1,9,2025-04-07,Closed,36,F
3852,Domestic Servitude,81535,96981,6,10,10,2025-08-11,Convicted,32,F
3853,Debt Bondage,66850,132521,1,1,1,2025-07-06,Open,31,F
3854,Other,98238,61897,1,1,10,2025-12-11,Prosecuted,39,F
3855,Organ,95883,,6,,1,2025-03-28,Closed,44,F
3856,Child,28351,121903,3,4,10,2025-03-11,Prosecuted,16,F
3857,Labor,72736,58696,26,1,10,2025-01-28,Convicted,38,M
3858,Sexual,117334,70740,22,,12,2025-06-04,Closed,21,F
3859,Organ,73997,,1,,1,2025-02-20,Open,40,M
3860,Forced Marriage,28532,,6,,8,2025-02-02,Closed,16,F
3861,Other,124610,,6,1,8,2025-08-06,Under Investigation,38,F
3862,Domestic Servitude,54662,99833,21,10,31,2025-07-26,Open,25,F
3863,Other,69358,65090,16,4,10,2025-06-07,Prosecuted,19,F
3864,Other,47334,30348,1,1,8,2025-07-02,Closed,32,M
3865,Labor,138233,,26,4,32,2025-12-09,Acquitted,35,M
3866,Labor,98144,,1,,10,2025-11-15,Open,37,M
3867,Labor,128410,143312,26,,31,2025-03-11,Open,32,M
3868,Other,112137,121375,18,12,9,2025-12-10,Prosecuted,49,F
3869,Sexual,88759,148429,22,12,8,2025-06-06,Under Investigation,21,F
3870,Forced Marriage,65528,91489,1,10,8,2025-12-03,Convicted,18,F
3871,Debt Bondage,,124973,26,1,1,2025-06-10,Under Investigation,46,F
3872,Sexual,15741,,28,,37,2025-05-03,Prosecuted,24,F
3873,Sexual,99125,79165,28,,12,2025-06-19,Under Investigation,24,F
3874,Child,26370,31586,22,4,4,2025-08-06,Convicted,14,M
3875,Child,71267,108618,22,,1,2025-05-02,Convicted,13,F
3876,Debt Bondage,126474,,1,1,1,2025-04-24,Open,25,M
3877,Child,79490,40829,18,,9,2025-12-01,Prosecuted,5,M
3878,Labor,131410,144452,2,,34,2025-03-22,Under Investigation,22,F
3879,Child,6119,44844,1,4,4,2025-04-20,Under Investigation,12,M
3880,Child,119872,33628,3,,10,2025-03-19,Acquitted,13,M
3881,Child,42255,,1,1,10,2025-02-10,Closed,7,M
3882,Sexual,64848,,20,,10,2025-11-15,Closed,21,F
3883,Labor,28018,15929,1,1,31,2025-12-15,Closed,34,M
3884,Labor,118669,81104,2,,9,2025-05-02,Closed,24,F
3885,Organ,24210,8807,1,,1,2025-11-24,Prosecuted,26,M
3886,Labor,147659,29014,1,,33,2025-07-14,Closed,35,M
3887,Domestic Servitude,85272,,21,10,10,2025-06-12,Under Investigation,21,F
3888,Labor,52575,49124,6,,10,2025-11-27,Open,48,M
3889,Labor,33883,,6,,10,2025-12-27,Under Investigation,24,M
3890,Labor,71940,108771,26,4,10,2025-07-25,Closed,24,M
3891,Debt Bondage,63639,,3,1,10,2025-06-26,Open,17,F
3892,Child,17770,140766,1,1,9,2025-07-28,Under Investigation,5,M
3893,Labor,141021,,1,10,9,2025-11-04,Open,18,F
3894,Forced Marriage,65475,,3,1,9,2025-03-24,Under Investigation,14,F
3895,Organ,89271,26595,3,,1,2025-05-22,Open,27,M
3896,Domestic Servitude,35224,,6,,9,2025-07-25,Prosecuted,41,F
3897,Domestic Servitude,69901,116202,28,10,10,2025-12-01,Convicted,42,F
3898,Labor,2389,,1,10,9,2025-07-13,Prosecuted,50,F
3899,Child,105953,146449,18,,10,2025-03-15,Open,7,M
3900,Labor,46719,7285,1,4,33,2025-12-18,Under Investigation,44,M
3901,Child,5175,130896,22,4,4,2025-01-19,Prosecuted,9,F
3902,Child,,,3,,1,2025-08-19,Under Investigation,5,F
3903,Labor,16280,,6,10,34,2025-09-26,Under Investigation,31,M
3904,Domestic Servitude,99156,36096,21,,10,2025-06-02,Under Investigation,32,F
3905,Labor,135731,79023,6,1,34,2025-11-07,Acquitted,36,M
3906,Other,145780,,6,4,13,2025-04-04,Closed,22,F
3907,Organ,58349,124082,3,,1,2025-11-14,Under Investigation,32,M
3908,Labor,34334,14470,3,,32,2025-12-08,Closed,23,M
3909,Sexual,121164,22266,21,12,13,2025-01-28,Under Investigation,17,F
3910,Domestic Servitude,78001,,28,10,10,2025-02-22,Convicted,41,F
3911,Organ,95284,114646,6,,1,2025-06-16,Under Investigation,36,M
3912,Labor,2501,,26,1,34,2025-10-15,Prosecuted,41,M
3913,Organ,75282,82473,6,,1,2025-07-07,Under Investigation,41,F
3914,Labor,126387,,2,1,33,2025-03-02,Under Investigation,21,M
3915,Domestic Servitude,3807,3114,28,10,10,2025-07-17,Under Investigation,40,F
3916,Domestic Servitude,55830,92801,26,,33,2025-12-08,Under Investigation,21,F
3917,Domestic Servitude,83399,93162,21,1,31,2025-05-17,Under Investigation,38,F
3918,Sexual,117626,52599,28,,10,2025-10-10,Open,32,F
3919,Organ,105005,,1,,1,2025-04-14,Prosecuted,33,M
3920,Other,29378,,18,,10,2025-08-23,Open,49,M
3921,Organ,82292,107274,1,,1,2025-07-05,Open,43,F
3922,Labor,30131,,1,,34,2025-05-09,Prosecuted,42,M
3923,Domestic Servitude,99696,27192,26,10,10,2025-07-06,Acquitted,33,F
3924,Child,109820,,22,4,4,2025-09-25,Closed,5,M
3925,Labor,103462,132941,26,,31,2025-01-07,Under Investigation,41,M
3926,Child,46010,,1,,10,2025-07-13,Convicted,12,F
3927,Organ,9591,37183,6,,1,2025-02-23,Convicted,43,M
3928,Debt Bondage,8711,,1,1,10,2025-09-02,Open,52,M
3929,Organ,84762,,1,,1,2025-05-15,Convicted,47,F
3930,Labor,41665,,6,,31,2025-03-20,Closed,34,M
3931,Child,111304,39526,1,1,10,2025-04-14,Prosecuted,11,M
3932,Domestic Servitude,90512,137312,21,10,9,2025-09-05,Open,40,F
3933,Labor,30566,416,26,,32,2025-09-25,Prosecuted,39,M
3934,Child,26261,,22,1,4,2025-02-05,Open,6,F
3935,Labor,,62598,1,1,31,2025-02-21,Convicted,22,M
3936,Domestic Servitude,117626,82059,28,10,33,2025-12-09,Prosecuted,21,F
3937,Organ,106967,,6,,1,2025-03-18,Closed,40,M
3938,Other,96976,,17,4,10,2025-11-02,Under Investigation,19,F
3939,Debt Bondage,86198,123270,26,1,9,2025-11-02,Open,23,M
3940,Domestic Servitude,66654,115232,6,1,31,2025-04-19,Closed,35,F
3941,Labor,63240,9140,26,,34,2025-12-08,Closed,36,F
3942,Domestic Servitude,128734,,26,10,33,2025-01-28,Prosecuted,25,F
3943,Labor,4850,47349,1,1,34,2025-11-07,Under Investigation,42,M
3944,Sexual,93294,9110,20,,12,2025-12-21,Closed,24,F
3945,Domestic Servitude,102768,22337,28,,9,2025-01-23,Open,30,F
3946,Sexual,81117,44662,20,,37,2025-11-02,Under Investigation,25,F
3947,Debt Bondage,48299,,3,1,9,2025-11-13,Closed,34,F
3948,Sexual,90426,78590,21,1,37,2025-11-14,Prosecuted,32,M
3949,Forced Marriage,15754,56721,1,1,9,2025-02-21,Prosecuted,24,M
3950,Forced Marriage,43093,55105,6,10,10,2025-10-02,Under Investigation,26,F
3951,Labor,51443,100140,6,1,31,2025-07-21,Convicted,45,M
3952,Labor,92567,45069,2,10,9,2025-05-11,Closed,20,M
3953,Child,27163,72363,1,,1,2025-05-11,Under Investigation,15,M
3954,Child,49273,67752,18,1,9,2025-07-01,Prosecuted,15,M
3955,Forced Marriage,,48598,3,1,9,2025-08-15,Under Investigation,26,F
3956,Child,66385,,1,4,9,2025-07-24,Convicted,11,M
3957,Debt Bondage,78854,,26,1,9,2025-05-13,Closed,17,M
3958,Child,119200,26421,18,,4,2025-05-28,Under Investigation,16,F
3959,Sexual,24094,98147,20,4,12,2025-07-27,Closed,31,F
3960,Child,69372,89622,1,1,1,2025-10-14,Under Investigation,9,F
3961,Child,17695,17629,18,1,9,2025-12-08,Convicted,17,M
3962,Labor,46132,18346,2,,31,2025-07-05,Open,47,M
3963,Child,23070,122963,3,1,9,2025-10-19,Open,9,F
3964,Domestic Servitude,107847,,6,10,31,2025-09-22,Prosecuted,27,F
3965,Organ,126203,123390,3,,1,2025-02-15,Acquitted,39,F
3966,Domestic Servitude,38234,44903,26,,33,2025-01-07,Under Investigation,24,M
3967,Other,27116,,18,12,13,2025-05-10,Under Investigation,38,F
3968,Child,61593,62344,3,,9,2025-11-08,Open,11,M
3969,Other,132338,19275,18,,9,2025-04-28,Under Investigation,17,M
3970,Labor,102066,,26,,32,2025-05-14,Prosecuted,31,M
3971,Child,78642,31073,22,1,9,2025-10-11,Under Investigation,8,F
3972,Domestic Servitude,135955,,26,,33,2025-06-18,Under Investigation,41,M
3973,Other,140205,124072,16,4,9,2025-04-10,Open,36,F
3974,Labor,46175,,2,10,32,2025-09-20,Prosecuted,18,M
3975,Labor,9668,18101,2,10,31,2025-01-23,Acquitted,39,M
3976,Forced Marriage,48809,,6,1,11,2025-01-26,Acquitted,20,F
3977,Debt Bondage,26412,,3,1,9,2025-07-19,Closed,41,M
3978,Organ,61091,97814,3,,1,2025-05-10,Under Investigation,44,M
3979,Child,149058,35929,18,4,1,2025-11-05,Under Investigation,5,M
3980,Forced Marriage,17677,51920,3,,9,2025-01-15,Under Investigation,28,F
3981,Forced Marriage,83489,2021,1,,10,2025-11-26,Prosecuted,18,F
3982,Debt Bondage,29997,99011,1,1,1,2025-06-11,Prosecuted,50,M
3983,Child,24505,51536,1,1,9,2025-09-08,Under Investigation,13,M
3984,Labor,21899,,1,,10,2025-01-17,Prosecuted,38,M
3985,Labor,142858,33336,2,10,31,2025-10-11,Prosecuted,30,M
3986,Child,144874,,18,1,10,2025-03-26,Closed,12,F
3987,Labor,87881,114021,2,1,32,2025-06-27,Under Investigation,48,M
3988,Other,22593,125222,18,,9,2025-03-12,Closed,37,M
3989,Sexual,58091,29721,28,,37,2025-09-19,Closed,35,F
3990,Labor,95971,,6,,31,2025-07-11,Acquitted,25,M
3991,Sexual,146746,120231,22,12,10,2025-07-05,Closed,34,M
3992,Domestic Servitude,105211,,6,,31,2025-09-11,Convicted,37,F
3993,Other,54305,,17,,9,2025-08-06,Under Investigation,30,F
3994,Labor,34054,,1,10,32,2025-08-12,Convicted,35,M
3995,Domestic Servitude,144074,,26,1,31,2025-03-10,Open,24,F
3996,Domestic Servitude,52092,,6,15,31,2025-08-23,Closed,32,F
3997,Labor,33835,102268,3,10,32,2025-04-18,Under Investigation,18,M
3998,Debt Bondage,63690,,1,1,9,2025-05-01,Convicted,28,M
3999,Debt Bondage,126902,134252,26,1,10,2025-04-16,Open,42,M
4000,Organ,144605,,6,,1,2025-11-18,Under Investigation,50,M
4001,Organ,90514,30174,6,,1,2025-07-06,Closed,32,M
4002,Domestic Servitude,46407,,21,1,9,2025-04-03,Prosecuted,39,F
4003,Other,102032,104878,16,,9,2025-02-08,Under Investigation,20,M
4004,Labor,11257,133459,26,1,10,2025-04-20,Open,27,M
4005,Child,72883,46039,22,4,9,2025-08-26,Prosecuted,14,M
4006,Labor,27626,62188,3,10,32,2025-02-28,Under Investigation,34,M
4007,Labor,79454,,2,4,10,2025-11-06,Under Investigation,34,M
4008,Organ,124242,,3,,1,2025-11-27,Open,33,M
4009,Domestic Servitude,127046,,28,10,31,2025-09-28,Closed,44,F
4010,Labor,82999,,3,,31,2025-10-21,Closed,33,M
4011,Domestic Servitude,114411,,21,15,33,2025-07-22,Under Investigation,39,F
4012,Domestic Servitude,39596,101139,26,10,10,2025-02-13,Convicted,32,F
4013,Labor,138657,,1,10,34,2025-03-25,Under Investigation,32,M
4014,Sexual,7671,,6,12,13,2025-11-16,Open,16,F
4015,Organ,146178,102226,3,,1,2025-03-20,Prosecuted,24,M
4016,Labor,94376,38991,2,10,34,2025-02-11,Under Investigation,32,M
4017,Labor,126253,,2,,33,2025-09-07,Closed,34,M
4018,Debt Bondage,9184,,26,1,10,2025-08-07,Under Investigation,37,M
4019,Child,106542,142917,18,4,10,2025-10-09,Under Investigation,16,M
4020,Domestic Servitude,107998,110292,6,10,9,2025-06-16,Closed,32,F
4021,Domestic Servitude,79248,90308,6,,10,2025-07-26,Closed,29,F
4022,Domestic Servitude,118441,,26,,10,2025-04-20,Open,31,F
4023,Debt Bondage,71492,75877,26,1,9,2025-10-16,Open,36,F
4024,Domestic Servitude,82069,78189,21,15,9,2025-03-11,Closed,35,F
4025,Labor,45234,106020,1,,32,2025-11-04,Closed,27,M
4026,Domestic Servitude,96901,,21,15,10,2025-09-13,Prosecuted,31,M
4027,Other,104240,,17,4,13,2025-06-26,Under Investigation,48,M
4028,Child,91202,,18,,4,2025-11-04,Under Investigation,7,F
4029,Labor,,,26,10,10,2025-06-23,Open,35,F
4030,Organ,111012,,6,,1,2025-12-01,Prosecuted,46,F
4031,Labor,88025,66258,1,10,34,2025-04-26,Open,45,M
4032,Other,18662,,1,,13,2025-04-01,Under Investigation,33,F
4033,Forced Marriage,34894,32356,1,,10,2025-04-01,Under Investigation,28,F
4034,Domestic Servitude,74971,121474,28,,33,2025-01-14,Prosecuted,39,F
4035,Organ,,133349,6,,1,2025-04-09,Prosecuted,21,M
4036,Domestic Servitude,22231,,21,,10,2025-03-02,Under Investigation,32,M
4037,Domestic Servitude,97964,39491,28,10,9,2025-03-12,Under Investigation,43,F
4038,Other,146209,104056,1,,9,2025-10-24,Convicted,48,F
4039,Domestic Servitude,36609,,28,10,33,2025-03-08,Acquitted,37,M
4040,Debt Bondage,,,26,1,1,2025-04-21,Prosecuted,44,M
4041,Other,124026,9489,6,,13,2025-03-13,Closed,40,M
4042,Labor,74306,14844,26,4,9,2025-07-15,Open,29,M
4043,Child,56826,,3,1,9,2025-12-21,Under Investigation,8,F
4044,Domestic Servitude,23452,36545,28,1,9,2025-05-21,Under Investigation,25,F
4045,Domestic Servitude,124928,80557,28,15,31,2025-08-05,Open,37,F
4046,Sexual,873,,28,12,12,2025-04-02,Convicted,32,F
4047,Other,57943,,1,1,10,2025-05-14,Under Investigation,28,F
4048,Labor,6536,95901,2,,34,2025-07-26,Acquitted,40,M
4049,Labor,45845,49185,2,1,34,2025-07-23,Convicted,35,M
4050,Domestic Servitude,146827,,6,10,31,2025-03-03,Prosecuted,36,F
4051,Labor,62339,,3,10,10,2025-10-12,Prosecuted,49,M
4052,Organ,47847,90051,1,,1,2025-03-07,Under Investigation,23,F
4053,Labor,120595,75397,6,4,32,2025-03-19,Convicted,36,M
4054,Other,26508,,6,,9,2025-01-02,Under Investigation,29,F
4055,Child,30903,,18,1,1,2025-01-20,Closed,11,M
4056,Labor,116016,,2,,9,2025-10-26,Closed,36,M
4057,Debt Bondage,110908,140003,1,1,10,2025-08-04,Under Investigation,49,M
4058,Labor,8846,,6,1,34,2025-11-20,Prosecuted,20,M
4059,Other,48547,,18,,8,2025-01-01,Prosecuted,32,F
4060,Sexual,89333,108877,21,12,10,2025-01-21,Acquitted,16,F
4061,Forced Marriage,58438,10948,6,1,11,2025-01-12,Closed,25,F
4062,Labor,134400,,26,,32,2025-10-09,Open,22,M
4063,Child,50420,,22,,10,2025-08-22,Under Investigation,16,M
4064,Labor,80257,,1,,10,2025-12-14,Under Investigation,22,M
4065,Organ,44543,,3,,1,2025-07-17,Prosecuted,34,M
4066,Labor,144271,63614,26,,9,2025-03-02,Acquitted,23,M
4067,Child,86416,,22,4,9,2025-01-08,Closed,15,M
4068,Labor,34979,,2,10,31,2025-08-09,Under Investigation,47,F
4069,Domestic Servitude,7200,46601,26,1,31,2025-02-15,Closed,42,M
4070,Debt Bondage,,27803,6,1,9,2025-03-16,Under Investigation,38,M
4071,Child,117314,100451,3,4,10,2025-08-09,Under Investigation,17,F
4072,Organ,32910,135849,1,,1,2025-06-18,Prosecuted,30,M
4073,Labor,86799,44840,2,4,10,2025-03-01,Prosecuted,45,M
4074,Labor,23901,76128,1,4,9,2025-11-04,Prosecuted,22,F
4075,Labor,46279,,3,10,34,2025-12-20,Open,46,M
4076,Child,3393,,22,,10,2025-04-03,Under Investigation,16,F
4077,Domestic Servitude,39779,,26,,10,2025-03-22,Prosecuted,23,F
4078,Child,,,3,,4,2025-04-16,Convicted,10,F
4079,Child,66147,,1,1,4,2025-10-05,Under Investigation,7,M
4080,Child,136579,,18,1,4,2025-06-09,Prosecuted,9,F
4081,Labor,6118,102954,3,,31,2025-04-09,Convicted,41,M
4082,Labor,69230,,26,1,9,2025-05-12,Convicted,20,M
4083,Child,77496,7374,3,4,10,2025-05-17,Under Investigation,12,M
4084,Forced Marriage,143710,13059,1,1,8,2025-09-19,Under Investigation,30,F
4085,Sexual,73517,59917,21,,12,2025-03-07,Closed,26,F
4086,Labor,,55029,6,,34,2025-06-03,Prosecuted,46,M
4087,Debt Bondage,9184,104502,26,,9,2025-07-27,Prosecuted,17,F
4088,Debt Bondage,19611,138355,6,1,9,2025-04-27,Convicted,26,F
4089,Sexual,12495,,6,,37,2025-06-07,Under Investigation,16,F
4090,Domestic Servitude,87303,,21,15,9,2025-11-16,Convicted,35,F
4091,Sexual,55113,,21,,12,2025-04-02,Closed,28,F
4092,Child,3883,120387,1,1,1,2025-07-22,Closed,15,M
4093,Labor,59660,,3,10,32,2025-10-16,Acquitted,32,M
4094,Labor,139972,69848,1,4,31,2025-01-14,Closed,33,M
4095,Forced Marriage,18955,78033,1,,9,2025-09-07,Under Investigation,22,F
4096,Child,14571,75384,3,1,4,2025-12-06,Prosecuted,9,M
4097,Labor,53901,84858,6,10,33,2025-12-18,Under Investigation,20,M
4098,Debt Bondage,15031,1209,1,,9,2025-02-24,Under Investigation,44,M
4099,Child,66841,80094,3,4,1,2025-04-23,Closed,7,M
4100,Other,57936,42322,3,12,9,2025-09-02,Closed,21,M
4101,Domestic Servitude,27678,35681,26,10,9,2025-06-20,Convicted,42,F
4102,Labor,29038,64783,3,10,10,2025-06-01,Prosecuted,46,F
4103,Labor,131361,75796,26,10,10,2025-08-06,Under Investigation,24,M
4104,Domestic Servitude,96495,86680,21,10,9,2025-02-21,Under Investigation,35,F
4105,Domestic Servitude,20886,127162,6,1,31,2025-07-15,Open,41,M
4106,Child,79619,125279,22,4,1,2025-07-25,Under Investigation,14,M
4107,Domestic Servitude,128053,,21,15,31,2025-01-20,Prosecuted,30,F
4108,Child,44508,,1,1,9,2025-05-11,Closed,7,M
4109,Child,49091,,22,4,4,2025-02-28,Under Investigation,16,F
4110,Labor,,148326,3,1,33,2025-10-08,Convicted,33,M
4111,Child,52631,147277,3,4,4,2025-01-11,Convicted,10,F
4112,Organ,47182,80340,6,,1,2025-02-22,Under Investigation,32,M
4113,Child,,83970,3,1,1,2025-06-04,Open,13,F
4114,Domestic Servitude,67596,,6,,9,2025-09-19,Under Investigation,30,F
4115,Domestic Servitude,122048,124971,26,15,33,2025-02-22,Open,27,F
4116,Organ,96445,129055,3,,1,2025-09-10,Closed,42,M
4117,Sexual,51139,32375,28,12,10,2025-06-20,Acquitted,22,F
4118,Domestic Servitude,,,26,10,10,2025-09-26,Prosecuted,40,F
4119,Child,69928,139690,18,1,4,2025-09-17,Closed,9,F
4120,Sexual,116578,122044,21,,37,2025-08-05,Open,33,F
4121,Other,33864,130085,6,,10,2025-01-23,Closed,44,F
4122,Domestic Servitude,71732,113469,21,,33,2025-03-12,Under Investigation,42,F
4123,Organ,146128,,3,,1,2025-04-17,Under Investigation,30,M
4124,Labor,85351,,26,,34,2025-01-11,Prosecuted,26,M
4125,Labor,39240,145331,6,10,32,2025-09-24,Closed,39,M
4126,Domestic Servitude,60577,20969,26,10,10,2025-09-13,Under Investigation,20,M
4127,Forced Marriage,128224,103586,3,1,9,2025-06-08,Acquitted,22,F
4128,Child,24879,54885,1,,1,2025-11-28,Closed,6,M
4129,Labor,55402,142293,2,1,33,2025-12-27,Under Investigation,35,M
4130,Sexual,76628,40955,21,12,13,2025-02-11,Closed,31,F
4131,Child,138030,,3,4,1,2025-01-03,Open,10,M
4132,Child,139019,147550,18,4,9,2025-09-05,Open,9,F
4133,Labor,65651,30774,2,,33,2025-03-11,Under Investigation,44,M
4134,Child,79090,,1,4,1,2025-10-07,Convicted,9,F
4135,Child,147968,119251,18,4,4,2025-10-09,Prosecuted,5,M
4136,Sexual,29003,,22,12,37,2025-06-03,Closed,24,F
4137,Child,102860,98578,18,,9,2025-09-02,Closed,10,F
4138,Domestic Servitude,,,21,15,31,2025-04-09,Under Investigation,29,F
4139,Child,80263,,1,1,9,2025-10-24,Acquitted,17,F
4140,Child,112891,143767,18,1,1,2025-09-27,Under Investigation,12,F
4141,Child,25281,116555,1,,4,2025-06-12,Prosecuted,13,M
4142,Labor,27690,111278,1,10,33,2025-09-23,Open,29,M
4143,Debt Bondage,105590,,1,1,9,2025-06-21,Open,52,M
4144,Child,113395,,1,4,10,2025-12-03,Open,7,F
4145,Child,115056,59631,22,4,9,2025-10-20,Under Investigation,6,F
4146,Domestic Servitude,88537,89481,21,10,33,2025-02-18,Prosecuted,43,F
4147,Organ,17283,69522,6,,1,2025-04-27,Acquitted,49,M
4148,Domestic Servitude,127210,938,21,10,33,2025-03-18,Under Investigation,44,F
4149,Forced Marriage,145535,20617,1,1,8,2025-08-08,Under Investigation,16,F
4150,Child,62614,73278,22,4,9,2025-03-15,Under Investigation,6,M
4151,Labor,116531,68637,1,,9,2025-03-11,Acquitted,20,M
4152,Sexual,16131,129608,28,,10,2025-01-19,Under Investigation,27,F
4153,Other,102439,,3,,10,2025-08-20,Under Investigation,47,F
4154,Forced Marriage,28146,,6,1,10,2025-01-26,Acquitted,23,F
4155,Debt Bondage,118817,107203,6,1,10,2025-11-12,Closed,33,M
4156,Domestic Servitude,97574,76234,28,15,33,2025-04-26,Prosecuted,35,F
4157,Labor,92046,,6,4,32,2025-05-19,Open,38,M
4158,Labor,17612,,3,1,32,2025-10-05,Acquitted,20,M
4159,Labor,19972,,2,,34,2025-03-02,Under Investigation,36,M
4160,Child,61652,,1,,10,2025-06-25,Prosecuted,15,M
4161,Labor,147443,115386,3,1,9,2025-02-13,Open,42,M
4162,Labor,85262,89969,6,1,33,2025-01-08,Under Investigation,47,F
4163,Forced Marriage,,85635,6,1,9,2025-08-18,Under Investigation,22,F
4164,Organ,85329,34777,1,,1,2025-01-28,Open,42,M
4165,Other,17046,120319,18,,13,2025-04-27,Under Investigation,29,M
4166,Debt Bondage,79437,135974,3,,1,2025-03-08,Closed,31,M
4167,Labor,115143,28549,3,1,32,2025-12-24,Closed,36,M
4168,Labor,37940,54288,26,,33,2025-08-11,Prosecuted,44,M
4169,Labor,19166,88767,1,,32,2025-01-28,Under Investigation,45,M
4170,Labor,83832,11469,2,4,32,2025-04-10,Under Investigation,32,M
4171,Domestic Servitude,142221,13766,6,15,31,2025-01-13,Prosecuted,26,F
4172,Organ,99121,61537,6,,1,2025-01-08,Prosecuted,47,M
4173,Labor,87358,108321,2,1,34,2025-09-25,Under Investigation,23,M
4174,Organ,20072,58563,3,,1,2025-11-12,Closed,35,M
4175,Child,63454,,18,,1,2025-11-16,Closed,15,F
4176,Child,143004,101584,18,,10,2025-12-02,Closed,11,M
4177,Debt Bondage,,47111,26,,1,2025-10-05,Prosecuted,40,M
4178,Sexual,121927,,20,1,8,2025-06-03,Under Investigation,21,F
4179,Child,127523,,1,4,10,2025-03-27,Convicted,8,M
4180,Other,107925,77644,6,1,10,2025-01-12,Convicted,43,M
4181,Child,102926,56823,1,1,10,2025-07-03,Prosecuted,14,F
4182,Domestic Servitude,59296,123848,21,15,9,2025-05-01,Prosecuted,29,F
4183,Labor,67851,,26,10,32,2025-03-26,Prosecuted,48,M
4184,Child,59169,33841,22,4,9,2025-07-25,Prosecuted,5,M
4185,Debt Bondage,54717,20798,26,1,1,2025-10-03,Closed,28,M
4186,Labor,16499,104417,26,4,34,2025-09-21,Under Investigation,33,M
4187,Organ,105478,68730,3,,1,2025-02-06,Open,20,F
4188,Child,34127,,1,,10,2025-02-13,Prosecuted,5,F
4189,Forced Marriage,105096,12885,6,,9,2025-06-04,Closed,21,F
4190,Debt Bondage,62121,116872,26,1,9,2025-10-18,Under Investigation,33,M
4191,Child,69011,,3,1,1,2025-03-22,Prosecuted,7,F
4192,Other,84809,,3,4,8,2025-08-18,Acquitted,26,F
4193,Debt Bondage,90972,,26,,10,2025-03-15,Under Investigation,55,M
4194,Other,112674,,3,,9,2025-07-26,Acquitted,49,M
4195,Sexual,116965,,21,,12,2025-12-14,Convicted,30,F
4196,Forced Marriage,50562,102653,1,1,10,2025-10-02,Prosecuted,28,F
4197,Debt Bondage,1058,,1,1,9,2025-07-04,Prosecuted,53,M
4198,Labor,58222,134984,1,1,33,2025-02-26,Closed,24,M
4199,Organ,89237,,6,,1,2025-06-24,Open,39,F
4200,Labor,73003,9095,2,4,32,2025-06-05,Under Investigation,41,M
4201,Labor,133870,31017,1,4,9,2025-05-17,Convicted,46,M
4202,Forced Marriage,147780,893,3,,10,2025-08-22,Open,15,F
4203,Labor,40437,45250,6,4,9,2025-01-26,Closed,25,M
4204,Labor,29473,48650,3,,10,2025-04-22,Under Investigation,45,M
4205,Sexual,148752,115304,6,1,12,2025-07-19,Under Investigation,32,F
4206,Sexual,111086,,21,4,12,2025-09-23,Convicted,24,F
4207,Organ,8121,,1,,1,2025-03-08,Under Investigation,25,M
4208,Forced Marriage,49217,62490,1,,9,2025-07-24,Closed,20,F
4209,Forced Marriage,114899,1451,6,1,10,2025-08-28,Open,20,F
4210,Labor,123502,84954,3,1,10,2025-08-10,Under Investigation,43,M
4211,Debt Bondage,36918,92818,3,,10,2025-04-24,Under Investigation,46,M
4212,Child,7290,59104,3,4,9,2025-03-14,Convicted,15,F
4213,Domestic Servitude,77260,59302,21,10,31,2025-01-01,Under Investigation,31,F
4214,Child,114585,,18,1,9,2025-07-16,Acquitted,11,M
4215,Forced Marriage,93785,39666,6,1,11,2025-12-10,Prosecuted,27,F
4216,Labor,121077,,1,,9,2025-01-14,Open,43,M
4217,Organ,55246,36332,3,,1,2025-05-05,Open,46,F
4218,Labor,6964,54156,6,4,34,2025-12-13,Prosecuted,50,M
4219,Debt Bondage,105780,13763,6,,1,2025-09-20,Under Investigation,28,M
4220,Domestic Servitude,12360,40291,28,,31,2025-10-27,Convicted,27,M
4221,Debt Bondage,56665,,1,1,10,2025-04-25,Prosecuted,18,M
4222,Domestic Servitude,100902,121821,26,1,33,2025-08-02,Acquitted,45,F
4223,Domestic Servitude,85008,62402,26,,33,2025-05-13,Open,38,F
4224,Labor,111530,28394,2,10,34,2025-07-11,Open,46,M
4225,Domestic Servitude,65432,17720,26,1,9,2025-07-17,Prosecuted,27,F
