crossing_id,detected_date,location_name,nearest_port_id,latitude,longitude,direction,detection_method,group_size,smuggler_linked,apprehended_count,outcome,lead_traveler_id,nationality_id
17407,2025-02-27 17:33:00,Makran coast - Jiwani,39,25.01615,61.728757,Inbound,Other,12,1,12,Apprehended,,4
17408,2025-10-24 11:31:00,Makran coast - Ormara,38,25.166048,64.632946,Outbound,Other,5,1,0,Escaped,,4
17409,2025-09-10 00:22:00,Makran coast - Ormara,38,25.190553,64.605291,Outbound,CCTV,8,1,8,Apprehended,,4
17410,2025-03-11 20:16:00,Taftan border zone,36,28.937947,61.612076,Outbound,Other,2,1,1,Partial Capture,128160,4
17411,2025-10-25 22:06:00,Torkham vicinity - North sector,33,34.136664,71.100719,Inbound,Drone,2,0,0,Turned Back,126211,3
17412,2025-10-02 22:13:00,Torkham vicinity - North sector,33,34.043118,71.109429,Inbound,Patrol,12,1,12,Apprehended,,3
17413,2025-07-17 00:03:00,Chaman border - Main sector,34,30.89068,66.467689,Inbound,Patrol,2,0,2,Apprehended,,3
17414,2025-11-08 11:33:00,Torkham vicinity - South sector,33,34.058039,71.148877,Inbound,Tip-Off,3,0,0,Escaped,,3
17415,2025-02-09 16:55:00,Mashkel desert crossing,36,27.820638,63.042655,Outbound,Informant,1,0,1,Apprehended,50943,4
17416,2025-07-03 19:57:00,Makran coast - Jiwani,39,25.084922,61.754305,Inbound,Sensor,8,1,8,Apprehended,,18
17417,2025-07-04 19:09:00,Chaman border - Main sector,34,30.960842,66.498479,Inbound,Tip-Off,1,0,0,Escaped,45724,3
17418,2025-04-02 12:00:00,Mashkel desert crossing,36,27.751556,62.999129,Inbound,Informant,5,0,4,Partial Capture,,3
17419,2025-04-06 11:18:00,Kasur sector,35,31.166426,74.496811,Inbound,Drone,20,1,0,Escaped,,2
17420,2025-09-20 17:29:00,Makran coast - Jiwani,39,25.082833,61.785926,Outbound,Sensor,8,1,8,Apprehended,,3
17421,2025-01-12 19:39:00,Taftan border zone,36,28.915197,61.610631,Outbound,Checkpoint,8,1,8,Apprehended,,4
17422,2025-11-11 00:14:00,Karachi coastal - Ibrahim Hyderi,38,24.802454,67.195464,Inbound,CCTV,2,0,2,Apprehended,,22
17423,2025-10-18 20:02:00,Taftan border zone,36,28.853689,61.560473,Inbound,Sensor,8,1,8,Apprehended,,1
17424,2025-09-18 01:08:00,Torkham vicinity - North sector,33,34.043147,71.096829,Outbound,Tip-Off,1,0,0,Turned Back,,1
17425,2025-10-15 22:21:00,Torkham vicinity - North sector,33,34.138029,71.032548,Inbound,Other,3,0,2,Partial Capture,31490,3
17426,2025-02-01 00:18:00,Makran coast - Ormara,38,25.170473,64.650205,Outbound,Drone,12,0,12,Apprehended,,3
17427,2025-12-16 03:01:00,Chaman border - Main sector,34,30.936872,66.481675,Outbound,Drone,20,1,0,Turned Back,81184,3
17428,2025-03-19 04:43:00,Khyber Pass - off-road crossing,33,34.038641,71.073351,Inbound,Patrol,3,1,3,Apprehended,96270,3
17429,2025-09-17 21:17:00,Landi Kotal area,33,34.105379,71.092614,Inbound,Informant,5,0,0,Escaped,,3
17430,2025-12-14 02:19:00,Chaman border - Main sector,34,30.884954,66.410665,Inbound,Informant,12,1,0,Turned Back,19371,3
17431,2025-02-27 16:46:00,Torkham vicinity - North sector,33,34.134537,71.043352,Outbound,Patrol,3,0,2,Partial Capture,118394,1
17432,2025-10-02 18:04:00,Chaman border - Main sector,34,30.954366,66.468419,Inbound,Sensor,3,0,3,Apprehended,,3
17433,2025-01-17 02:33:00,Makran coast - Jiwani,39,25.006694,61.781438,Outbound,Drone,8,1,0,Turned Back,89180,4
17434,2025-04-16 12:39:00,Wagah border - Agricultural zone,35,31.625685,74.571894,Inbound,CCTV,1,1,0,Turned Back,123555,1
17435,2025-10-25 03:10:00,Torkham vicinity - North sector,33,34.072078,71.127348,Outbound,Checkpoint,3,0,0,Escaped,129167,1
17436,2025-11-15 16:34:00,Chaman border - Western flank,34,30.913093,66.412474,Inbound,Patrol,30,1,30,Apprehended,70510,3
17437,2025-11-22 23:26:00,Spin Boldak corridor,34,30.973707,66.457123,Outbound,Informant,3,0,3,Apprehended,14738,3
17438,2025-12-22 03:30:00,Karachi coastal - Ibrahim Hyderi,38,24.784198,67.125828,Inbound,Sensor,5,0,5,Apprehended,,6
17439,2025-05-11 23:22:00,Landi Kotal area,33,34.113915,71.157499,Outbound,Informant,20,0,0,Turned Back,,3
17440,2025-04-17 11:13:00,Taftan border zone,36,28.850608,61.563123,Inbound,Informant,5,0,5,Apprehended,,1
17441,2025-05-06 15:34:00,Makran coast - Jiwani,39,25.082325,61.76501,Inbound,Other,12,1,12,Apprehended,34671,1
17442,2025-12-26 20:30:00,Chaman border - Western flank,34,30.925948,66.352089,Outbound,Informant,2,1,0,Escaped,118068,3
17443,2025-10-24 22:43:00,Taftan border zone,36,28.872863,61.612389,Inbound,Patrol,3,0,3,Apprehended,55330,3
17444,2025-12-27 21:45:00,Khunjerab Pass area,37,36.89096,75.414026,Inbound,Drone,12,1,12,Apprehended,,43
17445,2025-10-12 05:29:00,Makran coast - Jiwani,39,25.04005,61.762589,Inbound,Patrol,5,0,0,Turned Back,57088,3
17446,2025-03-25 05:38:00,Torkham vicinity - South sector,33,34.035168,71.123351,Inbound,Other,3,1,3,Apprehended,37051,1
17447,2025-01-28 20:58:00,Khyber Pass - off-road crossing,33,34.001638,71.059457,Inbound,Sensor,8,1,8,Apprehended,,3
17448,2025-11-09 15:32:00,Makran coast - Ormara,38,25.175283,64.678688,Outbound,Informant,8,1,0,Escaped,,3
17449,2025-09-09 03:21:00,Chaman border - Western flank,34,30.898426,66.432201,Inbound,CCTV,1,0,1,Apprehended,,3
17450,2025-01-23 14:26:00,Torkham vicinity - South sector,33,34.096458,71.129287,Inbound,CCTV,2,0,0,Escaped,139938,3
17451,2025-01-05 22:05:00,Chaman border - Main sector,34,30.908504,66.448841,Inbound,Informant,8,1,0,Escaped,,1
17452,2025-10-16 01:59:00,Torkham vicinity - North sector,33,34.066982,71.102393,Inbound,Patrol,12,1,0,Turned Back,85142,3
17453,2025-11-04 21:18:00,Chaman border - Main sector,34,30.892136,66.492926,Outbound,Drone,8,0,0,Turned Back,,1
17454,2025-12-21 02:15:00,Torkham vicinity - North sector,33,34.058559,71.078079,Inbound,Sensor,1,0,1,Apprehended,,1
17455,2025-09-22 22:59:00,Landi Kotal area,33,34.119116,71.158515,Outbound,Sensor,1,0,1,Apprehended,,3
17456,2025-12-08 04:19:00,Taftan border zone,36,28.856695,61.599784,Outbound,Other,12,0,12,Apprehended,113664,1
17457,2025-03-24 23:03:00,Makran coast - Ormara,38,25.193021,64.654521,Inbound,Patrol,5,1,5,Apprehended,63871,4
17458,2025-03-07 15:36:00,Spin Boldak corridor,34,30.985142,66.541448,Inbound,Informant,2,0,2,Apprehended,41424,3
17459,2025-01-20 22:24:00,Khyber Pass - off-road crossing,33,34.083765,71.045087,Inbound,Sensor,1,0,0,Escaped,119538,3
17460,2025-05-27 01:20:00,Torkham vicinity - North sector,33,34.065232,71.109262,Outbound,Tip-Off,8,1,0,Turned Back,,3
17461,2025-02-07 23:05:00,Landi Kotal area,33,34.055773,71.15395,Inbound,Sensor,8,1,8,Apprehended,25825,1
17462,2025-06-08 15:19:00,Landi Kotal area,33,34.107103,71.178599,Inbound,Tip-Off,12,0,12,Apprehended,12001,3
17463,2025-11-14 23:19:00,Torkham vicinity - North sector,33,34.072388,71.100147,Inbound,Patrol,3,0,0,Turned Back,,3
17464,2025-12-06 23:23:00,Khunjerab Pass area,37,36.803125,75.412877,Inbound,Checkpoint,3,0,0,Escaped,87889,43
17465,2025-02-03 03:13:00,Spin Boldak corridor,34,30.910413,66.514788,Inbound,Tip-Off,12,1,12,Apprehended,,3
17466,2025-04-06 22:29:00,Torkham vicinity - South sector,33,34.055616,71.148957,Outbound,Patrol,3,1,3,Apprehended,79919,3
17467,2025-05-26 22:28:00,Chaman border - Western flank,34,30.845421,66.362388,Inbound,Tip-Off,3,0,3,Apprehended,,3
17468,2025-01-17 23:07:00,Torkham vicinity - South sector,33,34.092772,71.067188,Inbound,Informant,3,0,0,Escaped,47000,3
17469,2025-09-23 23:16:00,Chaman border - Main sector,34,30.931389,66.458239,Outbound,Drone,1,0,0,Turned Back,,1
17470,2025-04-28 16:46:00,Khyber Pass - off-road crossing,33,34.004233,71.009346,Inbound,Drone,12,1,12,Apprehended,135655,3
17471,2025-03-11 19:01:00,Chaman border - Main sector,34,30.918499,66.417493,Outbound,Patrol,20,1,20,Apprehended,,1
17472,2025-10-10 17:14:00,Landi Kotal area,33,34.098345,71.180877,Outbound,Tip-Off,5,0,5,Apprehended,,3
17473,2025-09-27 15:16:00,Torkham vicinity - North sector,33,34.112415,71.058446,Inbound,Checkpoint,2,1,2,Apprehended,,1
17474,2025-09-24 04:03:00,Torkham vicinity - South sector,33,34.075944,71.1136,Outbound,Patrol,8,1,0,Escaped,23175,1
17475,2025-08-28 20:19:00,Torkham vicinity - North sector,33,34.126542,71.117881,Inbound,Sensor,1,0,0,Turned Back,66879,1
17476,2025-07-03 18:54:00,Taftan border zone,36,28.850748,61.571941,Inbound,Patrol,1,0,1,Partial Capture,,4
17477,2025-02-02 15:51:00,Torkham vicinity - North sector,33,34.134195,71.117967,Inbound,Patrol,5,0,0,Turned Back,,3
17478,2025-02-17 18:29:00,Khyber Pass - off-road crossing,33,34.008859,71.044459,Inbound,Tip-Off,1,0,1,Apprehended,35306,3
17479,2025-01-11 04:23:00,Makran coast - Jiwani,39,25.074157,61.718351,Outbound,Drone,3,0,0,Turned Back,145192,3
17480,2025-11-25 22:55:00,Chaman border - Western flank,34,30.867779,66.432808,Outbound,Drone,2,1,2,Apprehended,,3
17481,2025-11-19 01:55:00,Makran coast - Pasni,39,25.222432,63.500436,Inbound,CCTV,2,1,2,Apprehended,,21
17482,2025-01-13 21:03:00,Chaman border - Western flank,34,30.845445,66.426531,Inbound,Patrol,5,0,5,Apprehended,10412,3
17483,2025-09-07 02:04:00,Khyber Pass - off-road crossing,33,34.072699,71.083613,Outbound,Patrol,5,1,0,Turned Back,100884,3
17484,2025-02-20 08:52:00,Torkham vicinity - South sector,33,34.074301,71.088352,Inbound,Checkpoint,12,0,0,Escaped,,1
17485,2025-08-01 14:04:00,Landi Kotal area,33,34.063523,71.171045,Inbound,CCTV,2,1,2,Apprehended,,3
17486,2025-11-02 19:17:00,Wagah border - Agricultural zone,35,31.608061,74.557015,Inbound,Sensor,1,1,0,Escaped,,2
17487,2025-11-21 23:03:00,Karachi coastal - Ibrahim Hyderi,38,24.761829,67.149715,Inbound,Patrol,3,0,0,Turned Back,119230,1
17488,2025-03-13 23:55:00,Taftan border zone,36,28.932393,61.601157,Outbound,Patrol,20,1,13,Partial Capture,15261,4
17489,2025-06-11 00:03:00,Kasur sector,35,31.108702,74.454004,Outbound,Patrol,20,1,20,Apprehended,97440,2
17490,2025-07-08 01:49:00,Chaman border - Western flank,34,30.898854,66.4476,Outbound,Drone,5,0,5,Apprehended,,3
17491,2025-04-07 08:05:00,Makran coast - Pasni,39,25.287474,63.423419,Outbound,Patrol,5,1,0,Turned Back,50348,1
17492,2025-12-07 23:08:00,Chaman border - Main sector,34,30.899817,66.4492,Inbound,Patrol,8,1,8,Apprehended,,1
17493,2025-04-07 21:47:00,Torkham vicinity - South sector,33,34.102316,71.091825,Outbound,Patrol,2,0,0,Escaped,129884,3
17494,2025-11-01 08:30:00,Chaman border - Main sector,34,30.924522,66.410975,Outbound,Sensor,1,0,1,Apprehended,80803,1
17495,2025-03-03 02:22:00,Spin Boldak corridor,34,30.980945,66.496023,Inbound,Patrol,3,0,1,Partial Capture,,3
17496,2025-03-04 06:35:00,Makran coast - Jiwani,39,25.083981,61.733447,Inbound,Checkpoint,1,0,0,Turned Back,60009,1
17497,2025-04-07 22:35:00,Landi Kotal area,33,34.051787,71.172398,Inbound,Tip-Off,1,0,0,Escaped,,1
17498,2025-09-10 14:48:00,Torkham vicinity - North sector,33,34.086553,71.037276,Outbound,Sensor,12,1,12,Apprehended,,3
17499,2025-01-02 23:22:00,Torkham vicinity - South sector,33,34.049404,71.071656,Inbound,CCTV,30,1,30,Apprehended,16678,1
17500,2025-10-12 00:46:00,Chaman border - Main sector,34,30.969358,66.501949,Inbound,Patrol,8,0,8,Apprehended,,3
17501,2025-05-02 05:11:00,Torkham vicinity - South sector,33,34.037821,71.139154,Inbound,Drone,3,0,3,Apprehended,,3
17502,2025-03-15 22:34:00,Mashkel desert crossing,36,27.830484,62.969085,Inbound,Drone,8,1,0,Escaped,,3
17503,2025-11-06 10:35:00,Chaman border - Main sector,34,30.871686,66.438015,Inbound,Checkpoint,1,1,1,Apprehended,62895,1
17504,2025-01-02 21:09:00,Spin Boldak corridor,34,30.989993,66.484871,Outbound,Patrol,3,0,3,Apprehended,118647,3
17505,2025-12-16 17:15:00,Chaman border - Main sector,34,30.895191,66.461285,Inbound,Informant,20,1,0,Escaped,,1
17506,2025-09-21 19:01:00,Chaman border - Western flank,34,30.847012,66.406197,Inbound,Checkpoint,5,1,2,Partial Capture,17428,3
17507,2025-01-17 19:43:00,Torkham vicinity - South sector,33,34.061863,71.090412,Inbound,Tip-Off,2,0,1,Partial Capture,46196,3
17508,2025-09-19 03:18:00,Taftan border zone,36,28.900153,61.599943,Inbound,Tip-Off,3,0,0,Escaped,,3
17509,2025-10-17 18:36:00,Torkham vicinity - North sector,33,34.111829,71.033993,Inbound,Drone,8,1,0,Turned Back,10897,1
17510,2025-12-12 18:33:00,Kasur sector,35,31.116878,74.444058,Inbound,Checkpoint,2,1,0,Escaped,98496,2
17511,2025-04-02 07:03:00,Chaman border - Main sector,34,30.909207,66.420119,Inbound,Informant,2,0,2,Apprehended,,1
17512,2025-12-08 22:59:00,Wagah border - Agricultural zone,35,31.573871,74.576048,Outbound,Patrol,12,1,0,Turned Back,68095,1
17513,2025-02-09 03:33:00,Taftan border zone,36,28.93055,61.573991,Outbound,Informant,20,1,20,Apprehended,,1
17514,2025-12-23 20:31:00,Khunjerab Pass area,37,36.814392,75.402887,Inbound,Drone,8,1,8,Apprehended,20767,5
17515,2025-02-17 23:30:00,Kasur sector,35,31.132712,74.411441,Inbound,Sensor,5,0,3,Partial Capture,,2
17516,2025-03-07 19:26:00,Landi Kotal area,33,34.075676,71.151288,Outbound,Checkpoint,3,1,0,Turned Back,,1
17517,2025-11-06 19:55:00,Torkham vicinity - North sector,33,34.06249,71.084692,Outbound,Patrol,20,1,2,Partial Capture,,1
17518,2025-03-15 19:49:00,Chaman border - Western flank,34,30.92441,66.435037,Inbound,Patrol,5,0,5,Apprehended,,3
17519,2025-12-02 11:59:00,Chaman border - Main sector,34,30.88151,66.480881,Outbound,CCTV,1,0,0,Turned Back,,3
17520,2025-01-26 02:30:00,Taftan border zone,36,28.928192,61.626977,Inbound,Patrol,2,0,0,Escaped,10420,1
17521,2025-11-22 00:43:00,Chaman border - Western flank,34,30.901514,66.350494,Inbound,Patrol,12,0,12,Apprehended,25360,3
17522,2025-01-13 19:26:00,Torkham vicinity - North sector,33,34.060249,71.045484,Inbound,Tip-Off,3,1,0,Escaped,,1
17523,2025-03-25 20:19:00,Torkham vicinity - South sector,33,34.028417,71.13854,Inbound,Tip-Off,3,1,0,Escaped,,1
17524,2025-12-05 21:13:00,Landi Kotal area,33,34.139224,71.160452,Inbound,Checkpoint,8,0,2,Partial Capture,59249,1
17525,2025-06-02 22:32:00,Makran coast - Ormara,38,25.218957,64.686903,Inbound,Other,2,1,2,Apprehended,,1
17526,2025-07-24 23:30:00,Landi Kotal area,33,34.09767,71.113427,Outbound,Checkpoint,3,1,3,Apprehended,19018,3
17527,2025-11-16 21:53:00,Taftan border zone,36,28.866214,61.60406,Inbound,Patrol,1,0,1,Apprehended,141874,1
17528,2025-12-06 01:04:00,Chaman border - Main sector,34,30.882879,66.491412,Inbound,Drone,2,1,0,Escaped,,1
17529,2025-01-01 20:14:00,Chaman border - Main sector,34,30.870045,66.451129,Inbound,Checkpoint,2,0,2,Apprehended,146591,3
17530,2025-04-10 04:43:00,Wagah border - Agricultural zone,35,31.57064,74.582577,Inbound,Checkpoint,3,0,3,Apprehended,46690,1
17531,2025-01-09 16:27:00,Torkham vicinity - North sector,33,34.138644,71.065649,Inbound,Patrol,3,1,0,Turned Back,44488,1
17532,2025-06-01 10:01:00,Makran coast - Pasni,39,25.306379,63.444016,Inbound,Patrol,1,1,1,Apprehended,38126,21
17533,2025-02-08 23:18:00,Torkham vicinity - North sector,33,34.043019,71.043646,Outbound,Checkpoint,2,0,2,Apprehended,61211,3
17534,2025-01-07 21:14:00,Chaman border - Western flank,34,30.867001,66.444116,Inbound,Tip-Off,2,1,0,Escaped,109473,3
17535,2025-01-22 19:07:00,Makran coast - Jiwani,39,25.0028,61.725719,Inbound,Tip-Off,3,0,0,Turned Back,24757,18
17536,2025-05-23 00:32:00,Torkham vicinity - North sector,33,34.052351,71.072724,Inbound,Drone,5,0,5,Apprehended,,3
17537,2025-11-24 12:08:00,Makran coast - Jiwani,39,25.091604,61.72917,Inbound,Other,2,0,0,Escaped,,18
17538,2025-01-12 00:50:00,Makran coast - Jiwani,39,25.05303,61.773785,Outbound,Drone,1,0,1,Partial Capture,59040,1
17539,2025-06-24 17:24:00,Khyber Pass - off-road crossing,33,34.082953,71.041747,Inbound,Drone,1,0,1,Partial Capture,,3
17540,2025-11-24 17:39:00,Khunjerab Pass area,37,36.84541,75.42424,Outbound,Tip-Off,5,0,5,Apprehended,,43
17541,2025-11-17 20:58:00,Karachi coastal - Ibrahim Hyderi,38,24.789559,67.19345,Inbound,Drone,12,1,0,Escaped,56728,6
17542,2025-02-09 21:26:00,Torkham vicinity - North sector,33,34.129796,71.035411,Inbound,Drone,8,0,4,Partial Capture,,1
17543,2025-06-21 17:18:00,Chaman border - Western flank,34,30.884665,66.372397,Inbound,Patrol,3,0,0,Escaped,,3
17544,2025-09-15 18:00:00,Torkham vicinity - North sector,33,34.11658,71.104219,Inbound,Tip-Off,3,1,3,Apprehended,138074,3
17545,2025-02-19 00:25:00,Torkham vicinity - South sector,33,34.03786,71.064426,Inbound,Informant,12,1,12,Apprehended,,3
17546,2025-05-06 22:35:00,Chaman border - Main sector,34,30.913938,66.454211,Inbound,Informant,5,0,0,Turned Back,,1
17547,2025-10-16 03:19:00,Torkham vicinity - North sector,33,34.123681,71.095274,Inbound,Patrol,20,1,0,Turned Back,,3
17548,2025-04-03 01:19:00,Khunjerab Pass area,37,36.814247,75.415624,Inbound,Checkpoint,5,1,0,Turned Back,130953,43
17549,2025-03-07 01:53:00,Torkham vicinity - South sector,33,34.088977,71.071504,Outbound,Sensor,1,0,0,Escaped,,3
17550,2025-03-08 00:00:00,Khyber Pass - off-road crossing,33,34.094737,71.010113,Outbound,Drone,20,1,17,Partial Capture,7881,3
17551,2025-10-10 23:14:00,Makran coast - Ormara,38,25.217494,64.668089,Outbound,Patrol,8,1,0,Turned Back,8668,4
17552,2025-05-08 12:23:00,Torkham vicinity - South sector,33,34.029256,71.093484,Inbound,Tip-Off,12,1,0,Turned Back,96981,1
17553,2025-05-08 00:36:00,Chaman border - Main sector,34,30.923869,66.46628,Inbound,Patrol,8,1,8,Apprehended,,3
17554,2025-12-06 02:00:00,Landi Kotal area,33,34.117965,71.098423,Inbound,Patrol,3,1,3,Apprehended,,1
17555,2025-08-27 03:37:00,Chaman border - Western flank,34,30.833293,66.383847,Outbound,CCTV,8,1,0,Escaped,56399,3
17556,2025-01-03 16:16:00,Makran coast - Pasni,39,25.254121,63.483666,Outbound,Sensor,5,0,5,Apprehended,,18
17557,2025-03-20 21:55:00,Khyber Pass - off-road crossing,33,34.0679,71.029357,Inbound,Other,20,1,20,Apprehended,,3
17558,2025-12-09 17:30:00,Taftan border zone,36,28.925439,61.61354,Outbound,Drone,8,0,8,Apprehended,6693,3
17559,2025-09-24 07:24:00,Mashkel desert crossing,36,27.77348,62.950212,Inbound,CCTV,2,1,2,Apprehended,,4
17560,2025-05-22 01:44:00,Taftan border zone,36,28.882556,61.598458,Inbound,Drone,3,1,0,Turned Back,1182,4
17561,2025-05-05 01:47:00,Torkham vicinity - North sector,33,34.046943,71.103001,Outbound,Informant,3,0,1,Partial Capture,139824,3
17562,2025-11-24 00:41:00,Khyber Pass - off-road crossing,33,34.087159,71.042716,Inbound,Drone,2,0,2,Apprehended,,3
17563,2025-08-22 18:53:00,Chaman border - Main sector,34,30.960865,66.430378,Inbound,Patrol,5,1,0,Escaped,55739,1
17564,2025-11-03 15:18:00,Chaman border - Main sector,34,30.908983,66.431797,Inbound,Tip-Off,8,1,8,Apprehended,125561,3
17565,2025-04-18 20:32:00,Torkham vicinity - North sector,33,34.126288,71.08877,Outbound,Patrol,20,0,20,Apprehended,109865,1
17566,2025-05-03 06:28:00,Torkham vicinity - North sector,33,34.094024,71.032309,Outbound,Patrol,20,1,0,Escaped,,3
17567,2025-08-21 03:59:00,Taftan border zone,36,28.873853,61.577548,Inbound,Checkpoint,5,1,5,Apprehended,,1
17568,2025-01-23 15:05:00,Mashkel desert crossing,36,27.762736,63.049836,Inbound,Drone,12,1,0,Turned Back,,3
17569,2025-12-27 00:00:00,Torkham vicinity - South sector,33,34.108825,71.066085,Inbound,Sensor,1,1,1,Apprehended,,1
17570,2025-03-06 11:39:00,Landi Kotal area,33,34.121037,71.176274,Inbound,Sensor,2,0,2,Apprehended,,3
17571,2025-05-10 19:34:00,Khyber Pass - off-road crossing,33,34.050477,71.035705,Outbound,Checkpoint,3,0,3,Apprehended,,3
17572,2025-09-20 13:59:00,Torkham vicinity - South sector,33,34.028314,71.133192,Inbound,Patrol,20,1,0,Escaped,,3
17573,2025-02-05 00:49:00,Khyber Pass - off-road crossing,33,34.043734,71.074179,Outbound,Sensor,3,0,3,Apprehended,100329,3
17574,2025-09-10 03:33:00,Makran coast - Jiwani,39,25.088444,61.767467,Outbound,Patrol,3,0,2,Partial Capture,60443,3
17575,2025-12-25 23:15:00,Karachi coastal - Ibrahim Hyderi,38,24.811146,67.182289,Inbound,Other,5,1,5,Apprehended,,1
17576,2025-02-02 02:39:00,Torkham vicinity - South sector,33,34.113935,71.139327,Inbound,Patrol,3,0,0,Escaped,,3
17577,2025-11-23 04:28:00,Spin Boldak corridor,34,30.960854,66.459848,Outbound,Drone,12,1,12,Apprehended,79704,3
17578,2025-01-28 14:59:00,Torkham vicinity - North sector,33,34.089934,71.067187,Inbound,Patrol,8,1,0,Escaped,,3
17579,2025-11-19 02:37:00,Chaman border - Main sector,34,30.878041,66.442122,Outbound,Checkpoint,1,0,1,Apprehended,7167,1
17580,2025-08-23 15:21:00,Torkham vicinity - South sector,33,34.040564,71.103472,Inbound,Patrol,3,0,0,Turned Back,70167,1
17581,2025-11-27 21:50:00,Makran coast - Jiwani,39,25.088384,61.709078,Inbound,Checkpoint,12,1,0,Turned Back,,4
17582,2025-10-25 18:07:00,Torkham vicinity - South sector,33,34.054099,71.055193,Inbound,Patrol,12,0,0,Turned Back,,3
17583,2025-09-21 20:27:00,Makran coast - Ormara,38,25.229183,64.613224,Inbound,Drone,1,1,0,Escaped,,1
17584,2025-02-02 11:25:00,Makran coast - Pasni,39,25.253503,63.458507,Inbound,Tip-Off,3,1,0,Escaped,,18
17585,2025-04-09 17:53:00,Torkham vicinity - North sector,33,34.120084,71.044417,Outbound,CCTV,1,1,1,Apprehended,,3
17586,2025-10-18 16:39:00,Khyber Pass - off-road crossing,33,34.073507,71.098866,Inbound,Drone,5,0,5,Apprehended,,3
17587,2025-02-12 19:54:00,Torkham vicinity - North sector,33,34.058545,71.11286,Inbound,Sensor,1,0,1,Apprehended,,1
17588,2025-11-12 00:56:00,Torkham vicinity - South sector,33,34.098037,71.139318,Outbound,Checkpoint,5,0,0,Escaped,,1
17589,2025-09-16 03:16:00,Khyber Pass - off-road crossing,33,34.064504,71.013687,Inbound,Drone,5,0,5,Apprehended,86263,3
17590,2025-02-06 12:59:00,Khyber Pass - off-road crossing,33,34.066397,71.046244,Inbound,Tip-Off,3,1,2,Partial Capture,80597,3
17591,2025-12-23 19:55:00,Torkham vicinity - North sector,33,34.061297,71.098979,Inbound,Drone,5,0,0,Turned Back,,3
17592,2025-05-07 17:20:00,Chaman border - Main sector,34,30.907803,66.496406,Outbound,Patrol,8,1,8,Apprehended,17917,1
17593,2025-07-14 08:02:00,Torkham vicinity - North sector,33,34.075611,71.09859,Inbound,Drone,3,1,3,Apprehended,33064,3
17594,2025-07-20 07:39:00,Chaman border - Western flank,34,30.885675,66.43866,Inbound,CCTV,1,0,0,Escaped,126500,3
17595,2025-09-05 10:01:00,Torkham vicinity - South sector,33,34.063484,71.117659,Inbound,Tip-Off,1,1,1,Apprehended,,1
17596,2025-10-21 05:59:00,Chaman border - Western flank,34,30.863139,66.391322,Inbound,Checkpoint,2,0,0,Escaped,,3
17597,2025-12-20 19:13:00,Chaman border - Main sector,34,30.896053,66.448239,Outbound,Checkpoint,5,1,0,Escaped,45975,1
17598,2025-06-13 21:37:00,Taftan border zone,36,28.938794,61.64854,Inbound,Sensor,8,0,8,Apprehended,,3
17599,2025-03-16 23:48:00,Torkham vicinity - North sector,33,34.064845,71.060026,Outbound,Patrol,5,1,0,Escaped,10970,3
17600,2025-07-04 03:18:00,Landi Kotal area,33,34.136198,71.168125,Inbound,Sensor,8,1,0,Escaped,82878,3
17601,2025-07-08 20:55:00,Mashkel desert crossing,36,27.831521,63.032873,Outbound,Drone,2,0,0,Escaped,,3
17602,2025-07-24 20:07:00,Chaman border - Main sector,34,30.931689,66.489319,Inbound,Patrol,8,1,0,Turned Back,,1
17603,2025-09-17 14:33:00,Taftan border zone,36,28.925107,61.623809,Outbound,Sensor,2,0,0,Turned Back,23902,1
17604,2025-07-14 22:48:00,Torkham vicinity - North sector,33,34.11377,71.109319,Inbound,Informant,8,1,8,Apprehended,30613,3
17605,2025-12-08 21:54:00,Torkham vicinity - North sector,33,34.056581,71.120591,Inbound,Patrol,2,0,0,Turned Back,7082,3
17606,2025-06-17 23:27:00,Taftan border zone,36,28.870099,61.615669,Inbound,Patrol,5,0,5,Apprehended,103300,3
17607,2025-01-14 16:02:00,Chaman border - Main sector,34,30.871627,66.496676,Outbound,Tip-Off,5,0,2,Partial Capture,,3
17608,2025-12-10 23:56:00,Spin Boldak corridor,34,30.960046,66.537632,Inbound,CCTV,2,0,2,Apprehended,,3
17609,2025-10-24 19:05:00,Khyber Pass - off-road crossing,33,34.032842,71.013787,Inbound,Sensor,12,0,0,Escaped,,3
17610,2025-08-06 13:24:00,Chaman border - Main sector,34,30.943384,66.42064,Outbound,Informant,1,0,0,Escaped,,3
17611,2025-05-10 23:06:00,Torkham vicinity - North sector,33,34.126219,71.11215,Inbound,Patrol,3,0,3,Apprehended,234,3
17612,2025-12-25 08:48:00,Khyber Pass - off-road crossing,33,34.052925,71.046594,Inbound,Sensor,2,1,0,Escaped,,3
17613,2025-08-22 21:20:00,Makran coast - Jiwani,39,25.044397,61.793271,Inbound,Patrol,3,1,3,Apprehended,,3
17614,2025-10-09 18:06:00,Khyber Pass - off-road crossing,33,34.051241,71.013794,Inbound,Informant,12,1,12,Apprehended,6181,3
17615,2025-11-27 18:28:00,Wagah border - Agricultural zone,35,31.571138,74.579667,Inbound,Patrol,2,0,2,Apprehended,,2
17616,2025-01-05 13:50:00,Torkham vicinity - South sector,33,34.085381,71.095679,Inbound,Checkpoint,8,0,8,Apprehended,68284,1
17617,2025-10-23 22:37:00,Torkham vicinity - South sector,33,34.050467,71.057502,Inbound,Patrol,3,0,0,Turned Back,65966,1
