claim_id,traveler_id,filing_date,claim_basis,origin_country_id,status,decision_date,assigned_officer,dependents_count
26349,89860,2025-04-19,Persecution,3,Under Review,,Shazia Akhtar,2
26350,6892,2025-07-26,Persecution,48,Approved,2025-11-06,Lubna Riaz,2
26351,128329,2025-06-11,Persecution,3,Denied,2025-09-06,Hina Syed,3
26352,119440,2025-10-07,War,3,Under Review,,Bilal Gondal,2
26353,126263,2025-02-28,Political,19,Withdrawn,2025-03-31,Saima Lodhi,1
26354,130396,2025-08-11,Religious,3,Under Review,,Irfan Gondal,4
26355,71440,2025-03-19,Religious,3,Under Review,,Uzma Paracha,2
26356,21286,2025-10-16,Ethnic,3,Under Review,,Samina Riaz,0
26357,21443,2025-05-24,Persecution,22,Denied,2025-08-22,Lubna Chaudhry,2
26358,16777,2025-12-14,War,19,Under Review,,Irfan Syed,1
26359,38761,2025-07-12,War,16,Denied,2025-08-14,Tariq Lodhi,1
26360,68948,2025-07-18,Persecution,3,Denied,2025-11-27,Tahira Gondal,3
26361,81802,2025-12-07,War,1,Under Review,,Lubna Sethi,2
26362,115082,2025-02-01,Persecution,1,Interview Scheduled,,Zafar Lodhi,3
26363,60307,2025-04-03,Ethnic,18,Interview Scheduled,,Irfan Chaudhry,1
26364,110052,2025-02-21,Political,1,Appealed,2025-06-11,Uzma Sethi,2
26365,62282,2025-08-04,War,3,Approved,2025-10-18,Asad Bukhari,1
26366,139865,2025-09-16,Persecution,3,Approved,2025-12-16,Lubna Syed,0
26367,115641,2025-01-25,Ethnic,3,Approved,2025-04-22,Tariq Syed,1
26368,90095,2025-10-20,War,23,Approved,2025-12-15,Samina Chaudhry,1
26369,143043,2025-11-23,War,3,Under Review,,Asad Paracha,2
26370,85988,2025-07-06,Political,12,Under Review,,Shazia Syed,1
26371,106791,2025-03-11,Other,24,Under Review,,Samina Chaudhry,0
26372,82664,2025-04-12,Religious,1,Denied,2025-07-12,Rashid Mahmood,1
26373,15628,2025-03-01,Ethnic,21,Under Review,,Hina Mahmood,3
26374,61013,2025-08-12,Persecution,3,Under Review,,Tariq Akhtar,2
26375,66097,2025-01-12,Persecution,1,Denied,2025-05-13,Asad Paracha,0
26376,140132,2025-09-16,War,19,Under Review,,Asad Riaz,1
26377,121362,2025-06-18,Persecution,3,Denied,2025-09-27,Tariq Akhtar,0
26378,113583,2025-09-23,Political,16,Under Review,,Saima Sethi,0
26379,82037,2025-12-17,Gender-Based,1,Under Review,,Tariq Riaz,0
26380,148031,2025-03-18,Political,41,Interview Scheduled,,Shazia Akhtar,4
26381,126155,2025-08-28,Persecution,18,Interview Scheduled,,Shazia Syed,0
26382,37669,2025-06-02,War,17,Approved,2025-08-04,Rashid Riaz,0
26383,118681,2025-09-06,War,23,Denied,2025-10-06,Samina Sethi,1
26384,7914,2025-07-16,Persecution,17,Approved,2025-10-16,Lubna Chaudhry,4
26385,96605,2025-06-12,Religious,43,Approved,2025-07-31,Asad Akhtar,1
26386,108499,2025-06-15,Gender-Based,30,Denied,2025-11-03,Lubna Akhtar,3
26387,140250,2025-06-15,Political,1,Under Review,,Tahira Chaudhry,0
26388,108444,2025-11-13,Persecution,22,Under Review,,Lubna Gondal,2
26389,66772,2025-01-02,Persecution,22,Under Review,,Samina Gondal,6
26390,78192,2025-10-20,Religious,22,Interview Scheduled,,Amjad Riaz,0
26391,85764,2025-09-13,Ethnic,22,Appealed,2025-12-28,Fahad Chaudhry,1
26392,10334,2025-11-23,Persecution,16,Under Review,,Asad Riaz,5
26393,127793,2025-12-06,Ethnic,3,Under Review,,Tahira Chaudhry,3
26394,140573,2025-03-12,Ethnic,3,Approved,2025-05-22,Irfan Chaudhry,2
26395,107333,2025-01-25,War,18,Approved,2025-04-15,Kamran Lodhi,3
26396,72433,2025-02-11,War,3,Under Review,,Saima Paracha,4
26397,279,2025-07-13,Religious,16,Interview Scheduled,,Rashid Sethi,1
26398,38929,2025-12-03,Persecution,16,Under Review,,Hina Syed,3
26399,114571,2025-09-07,Political,3,Under Review,,Sobia Akhtar,0
26400,127285,2025-08-19,Political,3,Filed,,Waqas Sethi,0
26401,11253,2025-04-05,Political,16,Denied,2025-07-29,Bilal Syed,4
26402,46987,2025-02-16,Political,3,Filed,,Lubna Paracha,2
26403,138814,2025-03-18,War,3,Denied,2025-08-04,Asad Chaudhry,1
26404,22135,2025-02-01,War,3,Approved,2025-06-30,Bilal Bukhari,0
26405,48898,2025-07-06,Ethnic,18,Approved,2025-09-14,Fahad Riaz,2
26406,58234,2025-12-13,Religious,5,Under Review,,Kamran Mahmood,4
26407,95204,2025-04-20,Persecution,3,Denied,2025-07-05,Hina Sethi,0
26408,125008,2025-03-19,War,16,Denied,2025-06-21,Naveed Mahmood,2
26409,17115,2025-11-02,Political,22,Under Review,,Nadia Riaz,2
26410,136436,2025-03-26,War,3,Approved,2025-06-19,Rashid Gondal,3
26411,73484,2025-09-12,Gender-Based,3,Under Review,,Uzma Akhtar,1
26412,54648,2025-12-24,Ethnic,19,Under Review,,Amjad Chaudhry,4
26413,87386,2025-02-18,War,3,Withdrawn,2025-05-27,Tahira Lodhi,2
26414,12306,2025-09-18,Political,3,Approved,2025-11-15,Fahad Akhtar,2
26415,135705,2025-09-15,Ethnic,17,Approved,2025-12-25,Irfan Sethi,4
26416,127940,2025-11-10,Political,48,Under Review,,Asad Riaz,1
26417,8237,2025-02-19,Ethnic,3,Filed,,Nadia Riaz,0
26418,77955,2025-06-04,War,18,Appealed,2025-09-04,Kamran Paracha,3
26419,4324,2025-09-14,Persecution,1,Denied,2025-11-03,Saima Paracha,3
26420,22059,2025-03-10,War,19,Filed,,Lubna Lodhi,1
26421,21583,2025-07-19,War,17,Under Review,,Nadia Syed,1
26422,39882,2025-08-22,Ethnic,3,Withdrawn,2025-09-23,Uzma Paracha,0
26423,35579,2025-06-13,Persecution,18,Denied,2025-08-11,Asad Gondal,1
26424,66144,2025-04-08,Persecution,3,Approved,2025-07-16,Irfan Syed,0
26425,90841,2025-07-18,Ethnic,3,Filed,,Irfan Mahmood,4
26426,77646,2025-04-06,Political,23,Approved,2025-07-21,Nadia Sethi,0
26427,21636,2025-05-17,War,3,Approved,2025-10-05,Bilal Lodhi,1
26428,75742,2025-02-06,Religious,3,Denied,2025-05-01,Naveed Sethi,2
26429,133513,2025-11-17,War,17,Filed,,Nadia Akhtar,3
26430,27875,2025-10-05,War,19,Under Review,,Kamran Sethi,2
26431,137417,2025-12-09,War,16,Under Review,,Saima Lodhi,3
26432,107021,2025-01-26,Religious,17,Under Review,,Amjad Sethi,0
26433,60670,2025-02-24,Persecution,22,Approved,2025-06-14,Sobia Sethi,0
26434,11101,2025-08-24,Political,23,Approved,2025-11-10,Hina Riaz,2
26435,64611,2025-08-02,Religious,1,Approved,2025-09-01,Asad Mahmood,0
26436,2838,2025-07-16,Persecution,3,Denied,2025-09-06,Nadia Paracha,1
26437,11966,2025-09-09,Ethnic,16,Approved,2025-11-04,Sobia Paracha,1
26438,646,2025-06-10,Ethnic,18,Approved,2025-11-22,Sobia Lodhi,0
26439,140399,2025-02-14,Persecution,43,Under Review,,Shazia Riaz,3
26440,49532,2025-07-03,Religious,1,Interview Scheduled,,Tahira Mahmood,4
26441,101672,2025-01-07,Political,19,Approved,2025-06-24,Bilal Paracha,2
26442,7762,2025-03-20,Ethnic,18,Approved,2025-08-02,Amjad Lodhi,2
26443,11414,2025-10-26,Persecution,3,Approved,2025-12-20,Shazia Bukhari,2
26444,13836,2025-03-06,War,18,Under Review,,Tariq Chaudhry,2
26445,123294,2025-03-23,Persecution,3,Approved,2025-09-12,Tariq Syed,1
26446,66990,2025-02-01,Ethnic,3,Approved,2025-07-12,Samina Bukhari,4
26447,5434,2025-03-14,Persecution,16,Under Review,,Bilal Bukhari,2
26448,103041,2025-09-04,War,18,Under Review,,Zafar Riaz,2
26449,119257,2025-07-24,War,3,Under Review,,Asad Bukhari,1
26450,111347,2025-02-14,Persecution,3,Approved,2025-05-19,Rashid Lodhi,3
26451,120010,2025-12-05,Religious,3,Under Review,,Amjad Sethi,5
26452,6579,2025-05-05,War,3,Interview Scheduled,,Waqas Syed,1
26453,47969,2025-03-24,War,19,Approved,2025-09-02,Naveed Riaz,1
26454,135138,2025-08-22,Ethnic,3,Interview Scheduled,,Bilal Syed,2
26455,45817,2025-01-28,War,3,Filed,,Saima Syed,3
26456,29049,2025-03-10,Political,22,Filed,,Irfan Sethi,2
26457,51285,2025-10-02,Religious,42,Under Review,,Sobia Bukhari,0
26458,62811,2025-05-10,Persecution,3,Interview Scheduled,,Amjad Akhtar,1
26459,61689,2025-10-23,War,3,Under Review,,Rashid Syed,0
26460,19297,2025-10-22,War,3,Under Review,,Fahad Syed,0
26461,103891,2025-11-21,War,17,Under Review,,Tahira Mahmood,0
26462,53053,2025-07-15,Persecution,3,Under Review,,Nadia Bukhari,3
26463,106339,2025-05-07,Political,3,Withdrawn,2025-06-17,Fahad Lodhi,5
26464,112716,2025-06-15,Persecution,6,Denied,2025-08-24,Bilal Lodhi,0
26465,142176,2025-08-15,War,42,Under Review,,Tahira Lodhi,4
26466,65871,2025-10-23,Ethnic,3,Appealed,2025-11-28,Nadia Paracha,5
26467,135149,2025-01-28,Persecution,6,Appealed,2025-04-12,Irfan Mahmood,3
26468,43073,2025-07-01,Ethnic,3,Appealed,2025-08-06,Zafar Paracha,1
26469,127143,2025-02-13,Other,3,Withdrawn,2025-06-10,Amjad Lodhi,2
26470,59352,2025-12-25,Ethnic,3,Under Review,,Bilal Paracha,0
26471,84659,2025-11-22,Religious,22,Under Review,,Tariq Chaudhry,0
26472,60945,2025-12-01,War,16,Under Review,,Nadia Mahmood,1
26473,27443,2025-08-23,War,3,Under Review,,Sobia Bukhari,0
26474,82433,2025-07-25,Political,17,Approved,2025-12-24,Asad Bukhari,3
26475,1439,2025-07-07,Persecution,1,Approved,2025-08-25,Irfan Paracha,3
26476,128229,2025-07-27,War,1,Interview Scheduled,,Shazia Sethi,1
26477,78544,2025-03-17,Political,28,Approved,2025-05-02,Shazia Gondal,1
26478,129870,2025-06-05,Religious,17,Denied,2025-08-22,Saima Paracha,2
26479,78966,2025-10-02,War,3,Approved,2025-11-27,Kamran Mahmood,0
26480,138211,2025-07-23,Political,3,Filed,,Tahira Lodhi,6
26481,7900,2025-01-18,War,3,Denied,2025-02-27,Saima Syed,6
26482,84454,2025-01-01,Political,3,Filed,,Asad Chaudhry,2
26483,149774,2025-03-06,War,42,Approved,2025-06-12,Tahira Chaudhry,1
26484,86389,2025-12-12,Ethnic,16,Under Review,,Tariq Akhtar,3
26485,13273,2025-03-22,Religious,30,Withdrawn,2025-06-11,Naveed Bukhari,1
26486,5635,2025-07-14,War,16,Interview Scheduled,,Naveed Paracha,1
26487,67035,2025-04-28,War,3,Under Review,,Fahad Chaudhry,4
26488,145168,2025-08-14,Religious,17,Under Review,,Tariq Gondal,2
26489,106600,2025-11-01,War,3,Under Review,,Asad Lodhi,1
26490,33101,2025-07-16,Political,3,Appealed,2025-12-11,Amjad Mahmood,0
26491,43916,2025-02-23,War,19,Denied,2025-08-19,Tahira Paracha,1
26492,56366,2025-02-24,Political,3,Denied,2025-08-13,Shazia Lodhi,3
26493,14056,2025-03-05,War,18,Approved,2025-09-01,Sobia Syed,1
26494,123650,2025-02-15,Ethnic,3,Withdrawn,2025-05-13,Irfan Akhtar,0
26495,103155,2025-08-18,Religious,19,Denied,2025-09-18,Uzma Sethi,1
26496,44673,2025-09-12,War,48,Denied,2025-10-20,Nadia Sethi,2
26497,83621,2025-12-18,War,3,Under Review,,Lubna Syed,1
26498,73848,2025-06-15,Political,3,Denied,2025-08-17,Samina Riaz,0
26499,29197,2025-06-24,War,23,Appealed,2025-11-01,Shazia Gondal,1
26500,21803,2025-12-20,Religious,3,Under Review,,Kamran Paracha,1
26501,27034,2025-09-21,War,16,Filed,,Irfan Lodhi,2
26502,22940,2025-12-10,Persecution,3,Under Review,,Tariq Bukhari,0
26503,116867,2025-04-28,War,42,Approved,2025-07-10,Shazia Chaudhry,1
26504,841,2025-07-02,War,3,Approved,2025-09-18,Shazia Gondal,3
26505,71123,2025-10-02,Ethnic,18,Denied,2025-11-29,Bilal Chaudhry,0
26506,5674,2025-11-24,Political,19,Interview Scheduled,,Bilal Mahmood,0
26507,102084,2025-02-11,Persecution,22,Approved,2025-06-06,Uzma Sethi,4
26508,145854,2025-10-20,Political,3,Interview Scheduled,,Sobia Gondal,1
26509,109634,2025-09-26,Persecution,3,Appealed,2025-11-29,Samina Sethi,1
26510,6526,2025-11-08,Persecution,17,Under Review,,Amjad Chaudhry,2
26511,82480,2025-02-05,Political,3,Approved,2025-05-27,Waqas Paracha,2
26512,2057,2025-11-21,Political,3,Under Review,,Lubna Chaudhry,3
26513,28736,2025-09-28,Ethnic,18,Under Review,,Shazia Paracha,5
26514,8999,2025-03-06,Ethnic,1,Under Review,,Irfan Chaudhry,0
26515,10625,2025-02-13,Persecution,18,Appealed,2025-05-06,Zafar Riaz,1
26516,62647,2025-08-04,War,18,Approved,2025-09-18,Tariq Lodhi,1
26517,485,2025-11-11,Other,3,Under Review,,Samina Sethi,1
26518,71653,2025-05-18,Religious,48,Under Review,,Hina Gondal,2
26519,124075,2025-09-09,Religious,42,Under Review,,Shazia Sethi,0
26520,107127,2025-05-02,War,17,Withdrawn,2025-08-11,Zafar Chaudhry,2
26521,103590,2025-11-15,Ethnic,3,Under Review,,Zafar Akhtar,6
26522,117196,2025-03-02,Persecution,42,Filed,,Bilal Bukhari,2
26523,1066,2025-12-12,Political,3,Under Review,,Zafar Riaz,3
26524,53626,2025-08-01,Persecution,6,Approved,2025-12-19,Waqas Bukhari,0
26525,31772,2025-03-27,War,3,Interview Scheduled,,Kamran Sethi,5
26526,64667,2025-11-21,Religious,2,Under Review,,Rashid Chaudhry,0
26527,148647,2025-09-26,Ethnic,18,Under Review,,Hina Chaudhry,5
26528,121843,2025-10-09,Persecution,3,Under Review,,Waqas Gondal,0
26529,104047,2025-07-11,Political,3,Approved,2025-10-08,Tahira Gondal,0
26530,115961,2025-12-10,War,1,Under Review,,Uzma Syed,0
26531,24322,2025-07-28,Persecution,3,Approved,2025-11-15,Irfan Syed,0
26532,51491,2025-02-06,Political,3,Approved,2025-07-24,Tahira Sethi,2
26533,91635,2025-08-03,Gender-Based,3,Interview Scheduled,,Amjad Akhtar,2
26534,95355,2025-05-28,Other,3,Under Review,,Rashid Sethi,1
26535,143216,2025-05-20,Persecution,3,Denied,2025-07-16,Saima Akhtar,4
26536,117652,2025-01-24,War,16,Approved,2025-05-20,Tahira Mahmood,2
26537,116969,2025-10-04,War,16,Under Review,,Nadia Syed,0
26538,6761,2025-03-28,Ethnic,41,Approved,2025-07-01,Fahad Bukhari,3
26539,26156,2025-11-12,War,3,Under Review,,Irfan Akhtar,2
26540,82989,2025-12-28,War,48,Interview Scheduled,,Kamran Riaz,0
26541,132719,2025-06-04,Ethnic,17,Approved,2025-07-29,Samina Mahmood,0
26542,6316,2025-10-07,Ethnic,3,Under Review,,Rashid Chaudhry,2
26543,128120,2025-07-16,Political,42,Denied,2025-09-27,Tahira Paracha,2
26544,128781,2025-07-05,Political,3,Appealed,2025-11-17,Bilal Gondal,0
26545,15547,2025-07-23,Political,3,Approved,2025-12-21,Uzma Paracha,1
26546,111761,2025-10-28,Religious,22,Under Review,,Saima Lodhi,2
26547,70799,2025-05-15,War,19,Filed,,Waqas Syed,0
26548,59814,2025-07-13,War,3,Interview Scheduled,,Samina Gondal,3
26549,8403,2025-07-13,Ethnic,42,Interview Scheduled,,Shazia Chaudhry,3
26550,147987,2025-06-03,Political,3,Appealed,2025-11-11,Kamran Gondal,0
26551,145829,2025-06-21,Ethnic,3,Approved,2025-12-15,Tariq Sethi,0
26552,84137,2025-03-07,War,3,Denied,2025-07-16,Uzma Lodhi,2
26553,40066,2025-04-25,Political,16,Denied,2025-06-08,Shazia Syed,1
26554,8716,2025-05-10,Other,2,Approved,2025-08-12,Zafar Lodhi,4
26555,81506,2025-08-03,War,16,Denied,2025-09-04,Rashid Syed,3
26556,148793,2025-08-01,Political,41,Denied,2025-10-21,Irfan Sethi,2
26557,20316,2025-03-11,War,1,Under Review,,Tahira Akhtar,1
26558,147594,2025-11-28,War,3,Under Review,,Bilal Syed,1
26559,9722,2025-04-06,War,3,Under Review,,Kamran Gondal,1
26560,110210,2025-07-03,Ethnic,16,Under Review,,Waqas Akhtar,1
26561,38496,2025-12-04,Persecution,3,Under Review,,Tariq Riaz,6
26562,52858,2025-01-06,Ethnic,17,Filed,,Naveed Lodhi,0
26563,52528,2025-02-01,War,3,Denied,2025-05-17,Fahad Sethi,1
26564,39337,2025-12-23,Religious,3,Under Review,,Nadia Mahmood,1
26565,132859,2025-12-19,War,3,Under Review,,Rashid Lodhi,0
26566,27118,2025-09-06,Gender-Based,1,Denied,2025-11-28,Fahad Gondal,2
26567,27047,2025-07-09,War,17,Denied,2025-08-09,Naveed Paracha,0
26568,36680,2025-02-14,Religious,1,Appealed,2025-06-04,Irfan Paracha,1
26569,13117,2025-10-06,Ethnic,16,Under Review,,Tahira Mahmood,0
26570,40777,2025-08-10,Persecution,22,Under Review,,Tariq Lodhi,5
26571,44678,2025-11-26,Political,3,Filed,,Samina Akhtar,1
26572,4634,2025-11-28,Persecution,3,Approved,2025-12-30,Kamran Riaz,5
26573,95227,2025-03-07,Ethnic,42,Approved,2025-05-23,Tahira Bukhari,2
26574,97655,2025-09-25,Persecution,42,Under Review,,Saima Gondal,6
26575,149555,2025-02-03,Religious,1,Approved,2025-06-25,Saima Akhtar,4
26576,76613,2025-09-20,Political,3,Interview Scheduled,,Nadia Gondal,1
26577,143409,2025-08-25,War,19,Interview Scheduled,,Bilal Chaudhry,1
26578,32168,2025-10-22,Persecution,3,Interview Scheduled,,Kamran Lodhi,0
26579,141500,2025-11-05,War,3,Filed,,Samina Riaz,3
26580,2004,2025-04-12,Political,3,Under Review,,Tahira Gondal,1
26581,142959,2025-09-15,War,42,Under Review,,Asad Gondal,5
26582,100152,2025-11-17,War,16,Filed,,Samina Bukhari,1
26583,82801,2025-05-18,Persecution,3,Under Review,,Asad Gondal,0
26584,33447,2025-01-20,Ethnic,3,Interview Scheduled,,Tahira Mahmood,2
26585,136830,2025-03-15,Ethnic,3,Approved,2025-06-11,Rashid Gondal,2
26586,48411,2025-05-17,Political,3,Withdrawn,2025-11-07,Shazia Lodhi,2
26587,116596,2025-04-17,Political,3,Denied,2025-05-22,Samina Riaz,3
26588,3427,2025-02-20,Political,23,Under Review,,Naveed Sethi,3
26589,16633,2025-10-21,Religious,3,Approved,2025-11-21,Rashid Paracha,1
26590,20755,2025-04-16,Political,16,Interview Scheduled,,Nadia Riaz,2
26591,5481,2025-04-06,Political,3,Approved,2025-10-01,Amjad Sethi,0
26592,42828,2025-10-21,Ethnic,3,Under Review,,Tariq Gondal,0
26593,41995,2025-01-03,Political,3,Under Review,,Fahad Akhtar,1
26594,90546,2025-11-01,War,16,Under Review,,Hina Lodhi,2
26595,95617,2025-05-25,Political,3,Approved,2025-07-02,Naveed Sethi,0
26596,92973,2025-09-27,War,3,Under Review,,Bilal Chaudhry,3
26597,81634,2025-03-17,Political,22,Approved,2025-08-24,Hina Chaudhry,0
26598,55111,2025-10-17,Gender-Based,18,Under Review,,Samina Gondal,3
26599,143626,2025-03-17,Religious,22,Interview Scheduled,,Rashid Lodhi,5
26600,120517,2025-09-13,Religious,17,Approved,2025-11-05,Nadia Chaudhry,0
26601,113115,2025-09-28,Other,1,Under Review,,Asad Sethi,0
26602,147334,2025-01-28,Religious,3,Approved,2025-06-03,Bilal Syed,0
26603,26751,2025-01-09,Persecution,3,Denied,2025-06-10,Nadia Sethi,2
26604,78378,2025-12-25,Persecution,3,Under Review,,Lubna Bukhari,2
26605,128979,2025-08-01,Persecution,3,Denied,2025-09-20,Shazia Mahmood,0
26606,61304,2025-12-19,War,16,Under Review,,Fahad Chaudhry,3
26607,107436,2025-07-03,Persecution,48,Under Review,,Nadia Mahmood,2
26608,35077,2025-08-27,War,16,Under Review,,Shazia Mahmood,5
26609,125405,2025-09-16,Political,3,Under Review,,Asad Gondal,4
26610,8347,2025-07-03,War,19,Interview Scheduled,,Lubna Gondal,1
26611,826,2025-04-03,Gender-Based,1,Under Review,,Kamran Paracha,0
26612,121049,2025-10-09,War,19,Denied,2025-11-24,Zafar Akhtar,0
26613,83370,2025-07-24,Persecution,3,Approved,2025-12-16,Uzma Syed,0
26614,74453,2025-11-09,Gender-Based,22,Under Review,,Uzma Riaz,0
26615,53245,2025-05-06,Ethnic,18,Under Review,,Lubna Sethi,1
26616,54627,2025-04-26,Persecution,3,Denied,2025-10-15,Sobia Chaudhry,0
26617,41467,2025-07-03,War,3,Appealed,2025-12-01,Fahad Akhtar,0
26618,40984,2025-06-20,Religious,10,Denied,2025-07-20,Tariq Gondal,2
26619,37419,2025-12-05,War,16,Under Review,,Bilal Paracha,2
26620,79245,2025-02-01,Religious,3,Approved,2025-03-20,Sobia Gondal,0
26621,113912,2025-05-02,Persecution,3,Under Review,,Lubna Akhtar,0
26622,115579,2025-01-13,War,17,Approved,2025-03-10,Uzma Syed,3
26623,25105,2025-03-05,Persecution,41,Approved,2025-05-04,Kamran Gondal,3
26624,51872,2025-07-04,Ethnic,3,Filed,,Waqas Syed,0
26625,36061,2025-01-15,War,16,Filed,,Saima Bukhari,1
26626,18700,2025-11-08,War,16,Under Review,,Asad Paracha,5
26627,137787,2025-06-27,Political,3,Interview Scheduled,,Lubna Paracha,3
26628,30375,2025-09-18,War,23,Approved,2025-12-01,Rashid Bukhari,3
26629,80807,2025-08-20,Political,19,Appealed,2025-10-18,Kamran Mahmood,2
26630,141222,2025-10-28,Political,3,Under Review,,Shazia Akhtar,1
26631,34359,2025-11-11,War,3,Under Review,,Sobia Gondal,3
26632,145829,2025-01-13,Persecution,3,Denied,2025-03-27,Amjad Lodhi,0
26633,137591,2025-11-10,War,16,Under Review,,Saima Riaz,0
26634,24962,2025-12-09,War,3,Filed,,Asad Riaz,2
26635,52091,2025-09-02,Political,3,Filed,,Naveed Lodhi,6
26636,28760,2025-08-04,War,3,Under Review,,Fahad Chaudhry,3
26637,95249,2025-12-19,Religious,3,Under Review,,Kamran Bukhari,0
26638,56,2025-12-04,Religious,3,Under Review,,Bilal Sethi,1
26639,15092,2025-01-04,Persecution,18,Under Review,,Waqas Sethi,4
26640,3917,2025-12-16,Political,3,Under Review,,Zafar Bukhari,0
26641,105340,2025-09-17,Persecution,16,Under Review,,Uzma Chaudhry,0
26642,95497,2025-08-01,Religious,27,Under Review,,Sobia Lodhi,0
26643,110220,2025-04-03,Political,3,Approved,2025-05-20,Kamran Paracha,1
26644,18051,2025-12-20,War,17,Under Review,,Fahad Akhtar,2
26645,8210,2025-01-22,War,3,Denied,2025-03-21,Tariq Paracha,3
26646,70782,2025-05-24,Other,1,Under Review,,Tahira Mahmood,0
26647,9366,2025-06-28,Political,3,Appealed,2025-11-08,Rashid Sethi,2
26648,35966,2025-04-23,Ethnic,22,Denied,2025-07-02,Nadia Akhtar,0
26649,118600,2025-05-06,Other,3,Under Review,,Naveed Paracha,2
26650,54064,2025-02-12,Religious,3,Approved,2025-03-17,Shazia Paracha,0
26651,7819,2025-08-27,Religious,5,Under Review,,Tahira Lodhi,0
26652,117432,2025-05-25,Persecution,3,Appealed,2025-07-25,Saima Paracha,1
26653,92962,2025-03-09,War,23,Approved,2025-08-03,Tariq Akhtar,0
26654,51530,2025-12-24,Religious,3,Under Review,,Rashid Bukhari,0
26655,82276,2025-07-06,Political,17,Under Review,,Irfan Mahmood,2
26656,91916,2025-10-12,War,19,Under Review,,Sobia Riaz,1
26657,14940,2025-08-25,Religious,22,Filed,,Lubna Sethi,2
26658,16019,2025-08-01,Gender-Based,16,Appealed,2025-09-21,Saima Syed,4
26659,31706,2025-06-01,War,19,Denied,2025-07-25,Tariq Riaz,0
26660,131976,2025-04-16,War,19,Denied,2025-09-21,Zafar Akhtar,0
26661,80895,2025-07-02,Political,17,Approved,2025-11-13,Lubna Paracha,2
26662,94168,2025-04-15,Persecution,3,Denied,2025-08-11,Bilal Lodhi,0
26663,23070,2025-09-20,Ethnic,3,Under Review,,Nadia Mahmood,1
26664,139848,2025-02-17,Ethnic,16,Denied,2025-04-10,Tariq Sethi,2
26665,17553,2025-06-03,Persecution,18,Under Review,,Asad Lodhi,2
26666,99173,2025-10-10,Religious,17,Under Review,,Tahira Syed,4
26667,24772,2025-02-01,Persecution,3,Under Review,,Irfan Bukhari,2
26668,32055,2025-12-21,War,3,Under Review,,Kamran Gondal,2
26669,111766,2025-09-20,Political,16,Under Review,,Irfan Syed,0
26670,66553,2025-01-01,Political,3,Under Review,,Naveed Sethi,2
26671,91212,2025-03-04,Persecution,2,Interview Scheduled,,Lubna Paracha,2
26672,51491,2025-11-12,Ethnic,3,Filed,,Asad Gondal,3
26673,145231,2025-06-03,Political,41,Approved,2025-11-21,Sobia Lodhi,2
26674,108233,2025-01-18,Religious,17,Approved,2025-07-16,Bilal Chaudhry,0
26675,69488,2025-01-28,War,19,Approved,2025-04-28,Rashid Syed,3
26676,32027,2025-04-16,War,3,Appealed,2025-10-08,Sobia Riaz,1
26677,98470,2025-03-23,Religious,3,Under Review,,Zafar Sethi,0
26678,129344,2025-07-26,Persecution,18,Approved,2025-11-11,Lubna Riaz,0
26679,116135,2025-11-06,War,3,Under Review,,Rashid Bukhari,1
26680,72998,2025-06-20,Political,3,Filed,,Fahad Akhtar,0
26681,63748,2025-09-28,Religious,17,Denied,2025-12-16,Tahira Chaudhry,0
26682,88936,2025-07-14,Persecution,3,Under Review,,Sobia Akhtar,0
26683,60155,2025-07-16,Political,3,Under Review,,Irfan Paracha,2
26684,60792,2025-03-27,War,3,Withdrawn,2025-06-15,Uzma Bukhari,1
26685,26137,2025-11-03,Ethnic,22,Under Review,,Zafar Lodhi,2
26686,38100,2025-05-10,War,42,Filed,,Asad Bukhari,1
26687,130419,2025-03-05,War,16,Withdrawn,2025-06-18,Amjad Akhtar,3
26688,45866,2025-12-13,Ethnic,18,Filed,,Tahira Mahmood,1
26689,31500,2025-03-15,Persecution,1,Appealed,2025-05-13,Waqas Riaz,0
26690,78941,2025-07-10,Persecution,3,Under Review,,Kamran Riaz,0
26691,46697,2025-01-13,Political,3,Interview Scheduled,,Amjad Akhtar,4
26692,108517,2025-02-05,Religious,13,Filed,,Nadia Chaudhry,0
26693,110813,2025-04-09,Religious,3,Approved,2025-09-13,Lubna Gondal,0
26694,83409,2025-06-08,Ethnic,3,Appealed,2025-09-27,Hina Chaudhry,2
26695,14912,2025-03-03,Ethnic,18,Denied,2025-04-04,Kamran Chaudhry,2
26696,71941,2025-10-12,War,3,Under Review,,Sobia Paracha,0
26697,28648,2025-06-03,Political,42,Interview Scheduled,,Nadia Mahmood,5
26698,7203,2025-05-24,Political,48,Under Review,,Tariq Paracha,0
26699,78699,2025-06-25,Persecution,1,Denied,2025-11-05,Tahira Akhtar,1
26700,11302,2025-10-23,Ethnic,16,Under Review,,Samina Mahmood,0
26701,66047,2025-05-08,War,1,Under Review,,Sobia Sethi,3
26702,126344,2025-07-25,Political,6,Approved,2025-10-24,Asad Riaz,2
26703,50284,2025-06-27,Persecution,22,Approved,2025-10-15,Fahad Akhtar,0
26704,40167,2025-01-24,Ethnic,3,Interview Scheduled,,Kamran Sethi,0
26705,126777,2025-03-03,Religious,19,Under Review,,Shazia Syed,0
26706,133786,2025-10-17,Persecution,3,Under Review,,Saima Akhtar,1
26707,96145,2025-12-20,War,19,Interview Scheduled,,Lubna Mahmood,3
26708,116261,2025-05-12,Gender-Based,23,Approved,2025-08-18,Nadia Bukhari,1
