detention_id,traveler_id,facility_name,facility_country_id,intake_date,release_date,reason,removal_order_id,status
10468,7482,"Immigration Holding Facility, Allama Iqbal Airport",1,2025-01-23,,Security screening,6941,Active
10469,99639,"FIA Detention Centre, Islamabad",1,2025-07-04,2025-08-03,Unauthorized entry,,Deported
10470,147676,"Balochistan Repatriation Centre, Quetta",1,2025-05-22,2025-05-29,Asylum processing,,Deported
10471,13685,"Immigration Holding Facility, Islamabad Airport",1,2025-01-01,2025-04-01,Pending deportation,6779,Released
10472,18113,"Immigration Holding Facility, Islamabad Airport",1,2025-10-26,2025-11-09,Awaiting removal order,6964,Deported
10473,86210,"Transit Holding Centre, Quetta",1,2025-01-27,,Security screening,,Active
10474,57503,Chaman Border Detention Facility,1,2025-10-21,2025-11-20,Awaiting removal order,2029,Deported
10475,45569,Chaman Border Detention Facility,1,2025-02-01,2025-02-08,Awaiting removal order,,Released
10476,63128,Torkham Border Detention Facility,1,2025-06-02,2025-08-01,Pending deportation,11536,Deported
10477,27593,"Foreigners Registration Centre, Peshawar",1,2025-05-07,2025-06-06,Trafficking investigation,,Deported
10478,90453,"UNHCR Transit Centre, Peshawar",1,2025-02-11,2025-02-25,Pending deportation,14626,Deported
10479,37471,"Immigration Holding Facility, Allama Iqbal Airport",1,2025-10-02,2025-11-01,Identity verification,,Deported
10480,99745,"Transit Holding Centre, Quetta",1,2025-08-15,2025-08-29,Border apprehension,,Deported
10481,40971,"Transit Holding Centre, Quetta",1,2025-07-16,2025-08-15,Pending deportation,4235,Deported
10482,49779,"Balochistan Repatriation Centre, Quetta",1,2025-02-27,,Pending deportation,8795,Active
10483,96578,"FIA Detention Centre, Karachi",1,2025-05-11,2025-08-09,Pending deportation,10644,Released
10484,58482,"Transit Holding Centre, Quetta",1,2025-05-26,2025-06-25,Pending deportation,534,Released
10485,101694,"Immigration Holding Facility, Jinnah Airport",1,2025-10-14,2025-10-28,Trafficking investigation,,Transferred
10486,12354,"FIA Detention Centre, Lahore",1,2025-03-21,2025-05-20,Security screening,14917,Released
10487,24782,"FIA Detention Centre, Lahore",1,2025-01-21,2025-02-04,Pending deportation,2365,Released
10488,86029,Torkham Border Detention Facility,1,2025-05-16,2025-05-19,Security screening,14200,Transferred
10489,101664,"UNHCR Transit Centre, Peshawar",1,2025-11-21,2025-11-28,Awaiting removal order,6528,Deported
10490,80485,Chaman Border Detention Facility,1,2025-01-02,2025-01-16,Identity verification,,Deported
10491,44186,"Immigration Holding Facility, Jinnah Airport",1,2025-05-19,2025-05-22,Border apprehension,,Transferred
10492,101646,"Foreigners Registration Centre, Peshawar",1,2025-06-23,2025-06-30,Awaiting removal order,9039,Deported
10493,74808,"Immigration Holding Facility, Islamabad Airport",1,2025-07-19,2025-09-17,Pending deportation,14034,Released
10494,103491,"Balochistan Repatriation Centre, Quetta",1,2025-03-24,2025-03-31,Security screening,763,Deported
10495,146005,"FIA Detention Centre, Lahore",1,2025-03-09,2025-05-08,Unauthorized entry,,Deported
10496,42925,"Immigration Holding Facility, Jinnah Airport",1,2025-02-24,2025-03-26,Document verification,,Deported
10497,123003,"Immigration Holding Facility, Allama Iqbal Airport",1,2025-12-23,,Security screening,9585,Active
10498,119003,"UNHCR Transit Centre, Peshawar",1,2025-08-01,2025-08-02,Awaiting removal order,,Transferred
10499,60116,Chaman Border Detention Facility,1,2025-09-24,2025-10-24,Criminal investigation,,Released
10500,51327,"Foreigners Registration Centre, Peshawar",1,2025-06-14,2025-06-21,Trafficking investigation,,Released
10501,14137,"Immigration Holding Facility, Jinnah Airport",1,2025-11-11,2025-11-25,Awaiting removal order,2806,Deported
10502,68275,"FIA Detention Centre, Karachi",1,2025-10-27,2025-11-26,Awaiting removal order,13911,Transferred
10503,52451,Torkham Border Detention Facility,1,2025-07-23,2025-07-24,Document verification,,Deported
10504,115401,"Immigration Holding Facility, Islamabad Airport",1,2025-06-11,2025-06-14,Trafficking investigation,,Released
10505,88958,"Balochistan Repatriation Centre, Quetta",1,2025-03-09,2025-03-12,Pending deportation,11030,Deported
10506,52320,"FIA Detention Centre, Karachi",1,2025-05-26,2025-06-09,Pending deportation,2008,Deported
10507,41820,Chaman Border Detention Facility,1,2025-01-18,2025-02-17,Security screening,10698,Released
10508,6282,"Transit Holding Centre, Quetta",1,2025-03-20,2025-04-03,Security screening,10132,Released
10509,84150,"FIA Detention Centre, Islamabad",1,2025-06-02,2025-06-16,Pending deportation,2281,Deported
10510,105901,"Transit Holding Centre, Quetta",1,2025-01-19,2025-01-22,Pending deportation,6554,Transferred
10511,97205,"Foreigners Registration Centre, Peshawar",1,2025-01-12,2025-04-12,Security screening,10861,Deported
10512,68077,"Foreigners Registration Centre, Peshawar",1,2025-01-18,2025-01-21,Awaiting removal order,,Deported
10513,140155,"Immigration Holding Facility, Jinnah Airport",1,2025-10-18,2025-12-17,Security screening,11315,Deported
10514,1336,Torkham Border Detention Facility,1,2025-05-15,2025-07-14,Security screening,,Transferred
10515,125290,"Balochistan Repatriation Centre, Quetta",1,2025-05-01,2025-07-30,Awaiting removal order,1374,Transferred
10516,3753,"FIA Detention Centre, Karachi",1,2025-10-22,2025-10-23,Pending deportation,3697,Deported
10517,127925,"FIA Detention Centre, Karachi",1,2025-01-15,,Document verification,,Active
10518,112017,"FIA Detention Centre, Lahore",1,2025-09-17,2025-10-01,Security screening,3113,Deported
10519,61488,"FIA Detention Centre, Islamabad",1,2025-10-16,2025-12-15,Security screening,7285,Released
10520,57148,"UNHCR Transit Centre, Peshawar",1,2025-10-22,2025-11-05,Pending deportation,,Released
10521,112963,"FIA Detention Centre, Karachi",1,2025-01-28,,Security screening,7070,Active
10522,28686,"Balochistan Repatriation Centre, Quetta",1,2025-04-01,2025-04-08,Awaiting removal order,5378,Deported
10523,18858,"Foreigners Registration Centre, Peshawar",1,2025-11-02,,Asylum processing,,Active
10524,143079,"UNHCR Transit Centre, Peshawar",1,2025-08-16,2025-08-17,Pending deportation,832,Deported
10525,15228,"Transit Holding Centre, Quetta",1,2025-09-23,2025-11-22,Pending deportation,3254,Transferred
10526,135966,"FIA Detention Centre, Islamabad",1,2025-03-17,2025-05-16,Pending deportation,761,Released
10527,71924,"Transit Holding Centre, Quetta",1,2025-07-04,2025-10-02,Awaiting removal order,13745,Released
10528,129038,"Transit Holding Centre, Quetta",1,2025-01-18,,Security screening,4114,Active
10529,28034,"Transit Holding Centre, Quetta",1,2025-04-14,2025-04-28,Security screening,13292,Deported
10530,9351,"FIA Detention Centre, Karachi",1,2025-02-24,2025-03-10,Security screening,1710,Released
10531,84987,"Balochistan Repatriation Centre, Quetta",1,2025-10-15,2025-10-29,Awaiting removal order,4671,Transferred
10532,26440,"FIA Detention Centre, Karachi",1,2025-11-15,,Awaiting removal order,9849,Active
10533,4483,Chaman Border Detention Facility,1,2025-02-12,2025-02-15,Pending deportation,,Deported
10534,19051,"Immigration Holding Facility, Islamabad Airport",1,2025-05-23,2025-05-24,Awaiting removal order,9016,Released
10535,131067,Torkham Border Detention Facility,1,2025-06-10,2025-06-11,Pending deportation,13533,Transferred
10536,67022,"Foreigners Registration Centre, Peshawar",1,2025-06-14,2025-06-21,Awaiting removal order,12508,Deported
10537,111767,Chaman Border Detention Facility,1,2025-07-11,2025-08-10,Awaiting removal order,13087,Deported
10538,86680,"Immigration Holding Facility, Jinnah Airport",1,2025-10-13,2025-11-12,Awaiting removal order,6884,Released
10539,96315,"Foreigners Registration Centre, Peshawar",1,2025-05-02,2025-05-16,Awaiting removal order,9756,Deported
10540,31800,"FIA Detention Centre, Lahore",1,2025-05-28,,Unauthorized entry,,Active
10541,27680,"Transit Holding Centre, Quetta",1,2025-12-18,,Pending deportation,7695,Active
10542,76658,"Immigration Holding Facility, Allama Iqbal Airport",1,2025-10-07,2025-10-10,Document verification,,Released
10543,106386,"Immigration Holding Facility, Allama Iqbal Airport",1,2025-08-24,2025-09-23,Trafficking investigation,,Deported
10544,120023,"Immigration Holding Facility, Jinnah Airport",1,2025-03-11,2025-03-25,Pending deportation,10368,Deported
10545,68004,"Balochistan Repatriation Centre, Quetta",1,2025-09-05,2025-09-08,Security screening,3290,Released
10546,5385,Torkham Border Detention Facility,1,2025-09-22,2025-10-06,Unauthorized entry,,Released
10547,93484,"Immigration Holding Facility, Jinnah Airport",1,2025-01-27,2025-02-10,Awaiting removal order,8859,Released
10548,26247,"Immigration Holding Facility, Islamabad Airport",1,2025-11-17,2025-11-18,Security screening,4886,Deported
10549,141883,"FIA Detention Centre, Lahore",1,2025-05-06,2025-08-04,Pending deportation,1481,Released
10550,98436,"Transit Holding Centre, Quetta",1,2025-10-03,2025-11-02,Security screening,9304,Released
10551,123474,"Transit Holding Centre, Quetta",1,2025-12-20,2025-12-23,Security screening,425,Transferred
10552,76144,"Immigration Holding Facility, Jinnah Airport",1,2025-12-10,2025-12-17,Pending deportation,13806,Deported
10553,46959,"Foreigners Registration Centre, Peshawar",1,2025-03-18,2025-06-16,Security screening,1213,Released
10554,94951,Torkham Border Detention Facility,1,2025-07-24,2025-08-07,Pending deportation,13200,Released
10555,128329,Chaman Border Detention Facility,1,2025-12-15,,Awaiting removal order,3968,Active
10556,66554,"Balochistan Repatriation Centre, Quetta",1,2025-07-25,2025-08-01,Awaiting removal order,3238,Deported
10557,72698,"Transit Holding Centre, Quetta",1,2025-10-23,2025-11-06,Unauthorized entry,,Deported
10558,37477,"Immigration Holding Facility, Islamabad Airport",1,2025-06-16,2025-06-17,Pending deportation,13994,Deported
10559,140040,"Immigration Holding Facility, Islamabad Airport",1,2025-12-20,2025-12-27,Identity verification,,Transferred
10560,145372,"Immigration Holding Facility, Allama Iqbal Airport",1,2025-02-14,2025-03-16,Trafficking investigation,,Deported
10561,3137,"Immigration Holding Facility, Jinnah Airport",1,2025-06-06,2025-08-05,Security screening,13006,Deported
10562,95150,"Foreigners Registration Centre, Peshawar",1,2025-05-12,2025-06-11,Pending deportation,2984,Deported
10563,35428,"Immigration Holding Facility, Islamabad Airport",1,2025-07-14,2025-07-21,Awaiting removal order,9007,Transferred
10564,17574,"FIA Detention Centre, Islamabad",1,2025-04-02,2025-05-02,Criminal investigation,,Released
10565,109707,"Immigration Holding Facility, Jinnah Airport",1,2025-02-26,2025-03-12,Pending deportation,5573,Deported
10566,129050,"Immigration Holding Facility, Allama Iqbal Airport",1,2025-08-13,2025-09-12,Security screening,9095,Released
10567,61148,"Immigration Holding Facility, Allama Iqbal Airport",1,2025-03-10,2025-04-09,Security screening,,Deported
10568,12676,"Transit Holding Centre, Quetta",1,2025-09-27,2025-09-28,Security screening,7072,Deported
10569,85102,"FIA Detention Centre, Islamabad",1,2025-06-01,2025-08-30,Security screening,2647,Deported
10570,73250,"Transit Holding Centre, Quetta",1,2025-05-15,2025-05-16,Security screening,14505,Transferred
10571,52790,Torkham Border Detention Facility,1,2025-12-07,2025-12-10,Trafficking investigation,,Deported
10572,98672,"Balochistan Repatriation Centre, Quetta",1,2025-11-15,,Security screening,,Active
10573,26751,Chaman Border Detention Facility,1,2025-08-09,2025-08-12,Awaiting removal order,8018,Deported
10574,10849,"FIA Detention Centre, Lahore",1,2025-01-11,2025-01-12,Security screening,7585,Released
10575,96959,"Immigration Holding Facility, Allama Iqbal Airport",1,2025-11-20,,Security screening,4102,Active
10576,24629,"UNHCR Transit Centre, Peshawar",1,2025-10-18,2025-10-21,Security screening,6831,Deported
10577,124312,"FIA Detention Centre, Karachi",1,2025-02-25,2025-02-26,Pending deportation,6650,Transferred
10578,483,"Immigration Holding Facility, Allama Iqbal Airport",1,2025-09-01,2025-09-15,Security screening,3059,Transferred
10579,30539,"Immigration Holding Facility, Islamabad Airport",1,2025-01-17,2025-02-16,Pending deportation,14649,Deported
10580,46039,"Balochistan Repatriation Centre, Quetta",1,2025-11-07,2025-12-07,Pending deportation,118,Transferred
10581,100154,"Immigration Holding Facility, Jinnah Airport",1,2025-06-16,,Security screening,10432,Active
10582,145647,"Immigration Holding Facility, Jinnah Airport",1,2025-12-10,2025-12-17,Pending deportation,1524,Released
10583,7505,Chaman Border Detention Facility,1,2025-03-21,2025-05-20,Asylum processing,,Transferred
10584,50563,Torkham Border Detention Facility,1,2025-06-23,2025-06-30,Border apprehension,,Released
10585,39846,Chaman Border Detention Facility,1,2025-01-02,2025-03-03,Awaiting removal order,6163,Deported
10586,143047,"Immigration Holding Facility, Jinnah Airport",1,2025-07-21,2025-07-24,Security screening,592,Released
10587,45051,Torkham Border Detention Facility,1,2025-08-20,2025-09-19,Awaiting removal order,,Deported
10588,88249,"Balochistan Repatriation Centre, Quetta",1,2025-06-24,,Awaiting removal order,8134,Active
10589,86316,"FIA Detention Centre, Lahore",1,2025-09-10,2025-09-24,Pending deportation,3042,Released
10590,63235,"FIA Detention Centre, Karachi",1,2025-06-02,2025-06-05,Pending deportation,8982,Deported
10591,24991,"FIA Detention Centre, Islamabad",1,2025-03-28,2025-06-26,Trafficking investigation,,Released
10592,53551,"FIA Detention Centre, Lahore",1,2025-10-22,2025-12-21,Pending deportation,5614,Released
10593,36436,"FIA Detention Centre, Karachi",1,2025-06-12,2025-06-15,Awaiting removal order,13366,Released
10594,76221,"Balochistan Repatriation Centre, Quetta",1,2025-03-01,2025-03-31,Security screening,10155,Released
10595,36555,"FIA Detention Centre, Karachi",1,2025-04-05,2025-05-05,Asylum processing,,Deported
10596,141198,Chaman Border Detention Facility,1,2025-07-11,2025-07-18,Security screening,7995,Released
10597,99574,"FIA Detention Centre, Islamabad",1,2025-02-11,2025-02-18,Pending deportation,6002,Deported
10598,57558,"FIA Detention Centre, Karachi",1,2025-04-25,2025-05-02,Security screening,1604,Deported
10599,36795,"FIA Detention Centre, Karachi",1,2025-02-13,,Security screening,3110,Active
10600,143985,"FIA Detention Centre, Lahore",1,2025-08-24,2025-10-23,Identity verification,,Released
10601,22814,"Immigration Holding Facility, Allama Iqbal Airport",1,2025-10-23,,Security screening,13582,Active
10602,99231,"FIA Detention Centre, Karachi",1,2025-10-22,2025-12-21,Awaiting removal order,3721,Deported
10603,68014,"FIA Detention Centre, Karachi",1,2025-09-24,2025-10-01,Pending deportation,7410,Released
10604,16509,"Immigration Holding Facility, Allama Iqbal Airport",1,2025-03-16,2025-03-23,Pending deportation,1976,Deported
10605,31802,Chaman Border Detention Facility,1,2025-07-14,2025-07-17,Security screening,8277,Released
10606,49990,"Immigration Holding Facility, Jinnah Airport",1,2025-02-22,2025-03-01,Awaiting removal order,748,Released
10607,92829,Torkham Border Detention Facility,1,2025-06-05,2025-06-12,Awaiting removal order,10389,Released
10608,88134,"Transit Holding Centre, Quetta",1,2025-05-06,2025-06-05,Security screening,7451,Released
10609,132617,"Foreigners Registration Centre, Peshawar",1,2025-07-23,2025-08-22,Security screening,1938,Released
10610,16569,"FIA Detention Centre, Lahore",1,2025-11-25,,Awaiting removal order,564,Active
10611,91435,"Foreigners Registration Centre, Peshawar",1,2025-10-17,2025-10-24,Pending deportation,9318,Deported
10612,22948,"UNHCR Transit Centre, Peshawar",1,2025-05-17,2025-07-16,Security screening,,Transferred
10613,125701,"Immigration Holding Facility, Jinnah Airport",1,2025-03-16,2025-03-30,Identity verification,,Released
10614,139552,"Balochistan Repatriation Centre, Quetta",1,2025-06-19,2025-07-03,Security screening,5463,Transferred
10615,31168,"Balochistan Repatriation Centre, Quetta",1,2025-12-20,2025-12-23,Pending deportation,9828,Transferred
10616,124506,Chaman Border Detention Facility,1,2025-11-07,2025-12-07,Pending deportation,9308,Deported
10617,103784,Chaman Border Detention Facility,1,2025-04-12,2025-05-12,Security screening,4387,Released
10618,88790,Chaman Border Detention Facility,1,2025-08-27,2025-09-26,Awaiting removal order,10177,Released
10619,36830,Torkham Border Detention Facility,1,2025-01-19,2025-02-18,Unauthorized entry,,Deported
10620,82405,"FIA Detention Centre, Karachi",1,2025-04-08,2025-04-22,Awaiting removal order,12944,Deported
10621,81566,"Immigration Holding Facility, Jinnah Airport",1,2025-06-14,2025-07-14,Pending deportation,264,Released
10622,820,"FIA Detention Centre, Lahore",1,2025-11-28,2025-12-28,Awaiting removal order,14559,Deported
10623,119367,"Foreigners Registration Centre, Peshawar",1,2025-06-13,2025-06-27,Security screening,3037,Deported
10624,71328,"Immigration Holding Facility, Allama Iqbal Airport",1,2025-04-24,,Awaiting removal order,2485,Active
10625,13060,"FIA Detention Centre, Karachi",1,2025-08-06,2025-09-05,Pending deportation,13021,Released
10626,75936,"Transit Holding Centre, Quetta",1,2025-01-03,2025-01-10,Security screening,7907,Deported
10627,123093,"Balochistan Repatriation Centre, Quetta",1,2025-08-05,,Security screening,14929,Active
10628,37291,Chaman Border Detention Facility,1,2025-07-16,2025-07-30,Awaiting removal order,,Deported
10629,129980,"Immigration Holding Facility, Allama Iqbal Airport",1,2025-02-28,2025-03-14,Pending deportation,13475,Released
10630,121846,"FIA Detention Centre, Lahore",1,2025-11-20,2025-11-23,Pending deportation,7943,Deported
10631,101206,Torkham Border Detention Facility,1,2025-03-25,2025-04-08,Awaiting removal order,9272,Released
10632,35020,"Immigration Holding Facility, Islamabad Airport",1,2025-08-23,2025-09-06,Pending deportation,4001,Deported
10633,96349,"Immigration Holding Facility, Jinnah Airport",1,2025-02-04,,Security screening,12240,Active
10634,1243,"FIA Detention Centre, Lahore",1,2025-10-14,2025-10-28,Security screening,,Released
10635,37661,"Immigration Holding Facility, Jinnah Airport",1,2025-06-21,2025-06-28,Pending deportation,836,Transferred
10636,124352,"Transit Holding Centre, Quetta",1,2025-02-17,2025-04-18,Pending deportation,2041,Deported
10637,142561,"FIA Detention Centre, Karachi",1,2025-12-04,,Awaiting removal order,7713,Active
10638,41641,"Balochistan Repatriation Centre, Quetta",1,2025-05-11,2025-05-25,Pending deportation,8451,Released
10639,56641,Torkham Border Detention Facility,1,2025-09-17,2025-09-24,Pending deportation,10049,Released
10640,97715,Chaman Border Detention Facility,1,2025-08-27,2025-09-26,Pending deportation,1804,Deported
10641,91123,"FIA Detention Centre, Lahore",1,2025-09-15,2025-12-14,Pending deportation,13084,Transferred
10642,143758,"Foreigners Registration Centre, Peshawar",1,2025-11-15,2025-12-15,Security screening,8955,Transferred
10643,115379,Torkham Border Detention Facility,1,2025-02-02,2025-02-09,Security screening,9302,Deported
10644,8918,Torkham Border Detention Facility,1,2025-11-01,,Pending deportation,13305,Active
10645,78106,Chaman Border Detention Facility,1,2025-05-21,2025-06-20,Criminal investigation,,Deported
10646,63333,"FIA Detention Centre, Lahore",1,2025-04-25,2025-05-02,Awaiting removal order,11252,Transferred
10647,89170,"UNHCR Transit Centre, Peshawar",1,2025-07-23,2025-07-24,Security screening,,Deported
10648,86385,"Immigration Holding Facility, Allama Iqbal Airport",1,2025-03-27,2025-03-28,Security screening,11131,Deported
10649,96915,"UNHCR Transit Centre, Peshawar",1,2025-02-04,,Pending deportation,13153,Active
10650,82059,"Balochistan Repatriation Centre, Quetta",1,2025-06-09,2025-06-10,Awaiting removal order,2944,Deported
10651,140795,"UNHCR Transit Centre, Peshawar",1,2025-07-05,2025-08-04,Security screening,6001,Released
10652,144605,"Immigration Holding Facility, Allama Iqbal Airport",1,2025-07-14,2025-08-13,Unauthorized entry,,Released
10653,94260,"Transit Holding Centre, Quetta",1,2025-05-26,2025-06-02,Security screening,8931,Released
10654,27391,"Balochistan Repatriation Centre, Quetta",1,2025-09-21,,Pending deportation,6029,Active
10655,78836,"FIA Detention Centre, Lahore",1,2025-02-17,2025-03-03,Identity verification,,Released
10656,1345,"Foreigners Registration Centre, Peshawar",1,2025-01-24,2025-02-23,Awaiting removal order,5433,Deported
10657,54084,"FIA Detention Centre, Lahore",1,2025-01-13,2025-02-12,Awaiting removal order,8348,Released
10658,29029,"FIA Detention Centre, Karachi",1,2025-11-13,2025-11-14,Security screening,12832,Deported
10659,41948,Torkham Border Detention Facility,1,2025-01-22,,Criminal investigation,,Active
10660,90734,"FIA Detention Centre, Karachi",1,2025-06-26,2025-06-29,Pending deportation,4384,Deported
10661,125151,"Immigration Holding Facility, Allama Iqbal Airport",1,2025-04-24,2025-05-01,Awaiting removal order,10043,Transferred
10662,141068,"UNHCR Transit Centre, Peshawar",1,2025-03-10,2025-04-09,Pending deportation,14089,Transferred
10663,81412,"Balochistan Repatriation Centre, Quetta",1,2025-07-15,2025-07-18,Security screening,11993,Deported
10664,73546,"Immigration Holding Facility, Islamabad Airport",1,2025-10-05,2025-10-08,Trafficking investigation,,Transferred
10665,89667,Torkham Border Detention Facility,1,2025-06-09,2025-06-10,Security screening,5620,Deported
10666,94809,"Immigration Holding Facility, Islamabad Airport",1,2025-04-28,2025-05-01,Pending deportation,10210,Deported
10667,48565,"Transit Holding Centre, Quetta",1,2025-12-17,2025-12-31,Security screening,,Deported
10668,56281,"FIA Detention Centre, Lahore",1,2025-12-19,,Pending deportation,9898,Active
10669,76249,Torkham Border Detention Facility,1,2025-09-23,2025-09-24,Awaiting removal order,6119,Released
10670,17165,"Balochistan Repatriation Centre, Quetta",1,2025-11-15,2025-11-16,Asylum processing,,Released
10671,2396,"Balochistan Repatriation Centre, Quetta",1,2025-11-04,2025-12-04,Security screening,5651,Deported
10672,75601,"UNHCR Transit Centre, Peshawar",1,2025-07-18,2025-07-19,Trafficking investigation,,Transferred
10673,121089,"FIA Detention Centre, Lahore",1,2025-12-26,,Awaiting removal order,3243,Active
10674,43251,"FIA Detention Centre, Karachi",1,2025-02-05,2025-02-12,Trafficking investigation,,Deported
10675,23052,"FIA Detention Centre, Karachi",1,2025-02-03,2025-02-17,Unauthorized entry,,Released
10676,126673,Torkham Border Detention Facility,1,2025-01-22,,Pending deportation,13691,Active
10677,61263,"Transit Holding Centre, Quetta",1,2025-09-16,2025-10-16,Pending deportation,4106,Deported
10678,42315,"Immigration Holding Facility, Islamabad Airport",1,2025-02-04,2025-02-18,Awaiting removal order,,Deported
10679,145276,"FIA Detention Centre, Karachi",1,2025-05-14,2025-05-17,Asylum processing,,Released
10680,88545,"FIA Detention Centre, Lahore",1,2025-03-01,2025-03-04,Awaiting removal order,1026,Deported
10681,99238,"Balochistan Repatriation Centre, Quetta",1,2025-04-28,2025-05-12,Security screening,7979,Released
10682,109285,"Immigration Holding Facility, Allama Iqbal Airport",1,2025-12-11,,Security screening,8343,Active
10683,93480,"Balochistan Repatriation Centre, Quetta",1,2025-07-12,2025-07-19,Pending deportation,11929,Deported
10684,99052,"Immigration Holding Facility, Allama Iqbal Airport",1,2025-08-28,,Identity verification,,Active
10685,110533,"FIA Detention Centre, Islamabad",1,2025-06-05,2025-06-12,Security screening,6497,Transferred
10686,70394,Torkham Border Detention Facility,1,2025-01-05,2025-01-06,Awaiting removal order,14214,Transferred
10687,133951,Torkham Border Detention Facility,1,2025-02-24,,Security screening,10472,Active
10688,42580,"UNHCR Transit Centre, Peshawar",1,2025-01-02,2025-01-09,Security screening,6390,Deported
10689,75412,"UNHCR Transit Centre, Peshawar",1,2025-11-18,2025-11-25,Asylum processing,,Deported
10690,17282,"Immigration Holding Facility, Allama Iqbal Airport",1,2025-09-01,2025-09-02,Security screening,11953,Deported
10691,13950,"Immigration Holding Facility, Jinnah Airport",1,2025-04-16,2025-04-19,Border apprehension,,Transferred
10692,30831,"FIA Detention Centre, Islamabad",1,2025-09-03,2025-10-03,Security screening,3280,Transferred
10693,17611,"Immigration Holding Facility, Islamabad Airport",1,2025-11-07,2025-11-21,Unauthorized entry,,Deported
10694,58193,"Immigration Holding Facility, Islamabad Airport",1,2025-12-23,,Awaiting removal order,4026,Active
10695,25218,"Transit Holding Centre, Quetta",1,2025-02-01,,Awaiting removal order,,Active
10696,67850,"Balochistan Repatriation Centre, Quetta",1,2025-04-03,2025-04-06,Pending deportation,14946,Released
10697,2718,Chaman Border Detention Facility,1,2025-12-04,2025-12-18,Pending deportation,13564,Deported
10698,47655,"Transit Holding Centre, Quetta",1,2025-05-09,2025-06-08,Security screening,4606,Transferred
10699,32734,"Immigration Holding Facility, Allama Iqbal Airport",1,2025-02-20,2025-04-21,Pending deportation,3132,Released
10700,23493,"Immigration Holding Facility, Islamabad Airport",1,2025-08-22,2025-09-05,Awaiting removal order,8067,Deported
10701,112155,"FIA Detention Centre, Islamabad",1,2025-02-14,2025-02-21,Awaiting removal order,1031,Released
10702,108103,"UNHCR Transit Centre, Peshawar",1,2025-06-26,2025-07-10,Border apprehension,,Deported
10703,37134,"UNHCR Transit Centre, Peshawar",1,2025-04-15,2025-05-15,Pending deportation,9478,Deported
10704,60409,"Balochistan Repatriation Centre, Quetta",1,2025-07-09,2025-07-10,Awaiting removal order,4269,Deported
10705,74474,"Immigration Holding Facility, Islamabad Airport",1,2025-05-09,2025-06-08,Awaiting removal order,4034,Deported
10706,139767,"FIA Detention Centre, Islamabad",1,2025-02-06,2025-03-08,Awaiting removal order,6610,Deported
10707,76852,"Transit Holding Centre, Quetta",1,2025-09-12,2025-12-11,Pending deportation,14642,Transferred
10708,71874,Chaman Border Detention Facility,1,2025-03-18,2025-03-19,Awaiting removal order,6514,Transferred
10709,31952,Chaman Border Detention Facility,1,2025-02-04,2025-02-18,Pending deportation,,Released
10710,55598,"FIA Detention Centre, Karachi",1,2025-11-14,2025-11-17,Security screening,8191,Deported
10711,9895,"Immigration Holding Facility, Jinnah Airport",1,2025-08-05,2025-09-04,Security screening,14547,Deported
10712,13078,"Immigration Holding Facility, Allama Iqbal Airport",1,2025-07-03,2025-07-04,Awaiting removal order,10671,Deported
10713,102660,"Immigration Holding Facility, Islamabad Airport",1,2025-04-24,2025-05-08,Pending deportation,2278,Deported
10714,110074,"Immigration Holding Facility, Allama Iqbal Airport",1,2025-09-15,2025-09-22,Trafficking investigation,,Transferred
10715,26533,"Transit Holding Centre, Quetta",1,2025-12-04,2025-12-07,Security screening,1927,Deported
10716,65887,"Foreigners Registration Centre, Peshawar",1,2025-09-28,2025-10-12,Security screening,8654,Released
10717,148502,"FIA Detention Centre, Lahore",1,2025-11-25,,Awaiting removal order,5657,Active
10718,21942,"FIA Detention Centre, Islamabad",1,2025-08-24,,Awaiting removal order,1908,Active
10719,149460,"FIA Detention Centre, Lahore",1,2025-05-05,2025-05-08,Security screening,,Deported
10720,16765,"FIA Detention Centre, Islamabad",1,2025-01-07,2025-01-21,Pending deportation,2261,Released
10721,8640,"FIA Detention Centre, Islamabad",1,2025-12-23,2025-12-30,Awaiting removal order,,Deported
10722,83534,"Immigration Holding Facility, Islamabad Airport",1,2025-05-20,2025-05-27,Awaiting removal order,7506,Deported
10723,66057,"FIA Detention Centre, Islamabad",1,2025-12-07,2025-12-10,Border apprehension,,Deported
10724,134379,"Transit Holding Centre, Quetta",1,2025-05-02,2025-05-09,Asylum processing,,Released
10725,135715,"FIA Detention Centre, Lahore",1,2025-12-18,,Awaiting removal order,1764,Active
10726,98762,Torkham Border Detention Facility,1,2025-11-07,2025-11-08,Pending deportation,1583,Transferred
10727,2703,"Foreigners Registration Centre, Peshawar",1,2025-01-19,2025-02-02,Security screening,12234,Released
10728,54877,"FIA Detention Centre, Islamabad",1,2025-07-19,2025-08-18,Awaiting removal order,,Deported
10729,51746,Chaman Border Detention Facility,1,2025-11-23,2025-11-24,Pending deportation,421,Deported
10730,87451,Torkham Border Detention Facility,1,2025-04-02,2025-04-09,Awaiting removal order,12880,Deported
10731,36316,"Balochistan Repatriation Centre, Quetta",1,2025-05-16,2025-05-19,Security screening,14342,Deported
10732,71892,"Foreigners Registration Centre, Peshawar",1,2025-09-23,,Security screening,1676,Active
10733,104818,"Balochistan Repatriation Centre, Quetta",1,2025-05-13,2025-05-27,Trafficking investigation,,Deported
10734,18576,Torkham Border Detention Facility,1,2025-06-03,2025-06-17,Security screening,8569,Released
10735,90349,Chaman Border Detention Facility,1,2025-03-04,2025-03-07,Pending deportation,10301,Deported
