offload_id,traveler_id,offload_date,port_id,reason,airline,flight_number,destination_country_id,linked_alert_id,linked_ecl_id
7719,102192,2025-11-08,6,ECL Match,Qatar Airways,QR-717,11,,1847
7720,48049,2025-07-22,1,Invalid Documents,Air Arabia,G9-731,12,,
7721,31775,2025-09-11,4,Interpol Alert,Air Arabia,G9-302,12,,
7722,80730,2025-10-17,2,Watchlist Hit,AirBlue,PA-717,9,7093,
7723,74548,2025-11-09,2,Invalid Documents,flyJinnah,9P-501,35,,
7724,84480,2025-07-22,4,Incomplete Travel Docs,Turkish Airlines,TK-615,9,,
7725,66924,2025-04-03,3,Interpol Alert,AirBlue,PA-781,10,4352,
7726,103620,2025-02-01,2,Incomplete Travel Docs,Etihad Airways,EY-984,12,,
7727,105229,2025-07-12,1,Other,Saudi Airlines,SV-109,32,,
7728,130097,2025-10-11,3,ECL Match,Turkish Airlines,TK-787,11,,2415
7729,100432,2025-12-19,2,ECL Match,Kuwait Airways,KU-149,10,,2069
7730,26899,2025-08-09,3,Watchlist Hit,PIA,PK-893,10,4370,
7731,143919,2025-05-11,2,Invalid Documents,flyJinnah,9P-954,10,,
7732,55626,2025-02-16,2,Watchlist Hit,PIA,PK-541,10,2767,
7733,111370,2025-12-24,5,Interpol Alert,Saudi Airlines,SV-708,8,4652,
7734,60872,2025-03-21,4,ECL Match,PIA,PK-721,5,,2994
7735,4533,2025-05-21,3,Invalid Documents,British Airways,BA-718,32,,
7736,51575,2025-05-12,3,Interpol Alert,Saudi Airlines,SV-805,7,5469,
7737,96957,2025-08-09,3,Court Order,Gulf Air,GF-804,8,1112,
7738,45283,2025-08-25,1,Incomplete Travel Docs,flydubai,FZ-645,8,,
7739,99685,2025-06-02,5,ECL Match,flydubai,FZ-501,9,,1309
7740,42318,2025-11-19,1,Other,Etihad Airways,EY-489,33,,
7741,13323,2025-03-18,1,Invalid Documents,Air Arabia,G9-975,9,,
7742,44893,2025-08-03,1,Court Order,Air Arabia,G9-386,15,,
7743,141487,2025-04-15,1,Watchlist Hit,PIA,PK-550,12,898,
7744,33294,2025-05-24,2,Other,Air Arabia,G9-832,8,,
7745,84197,2025-06-26,1,Other,Oman Air,WY-196,33,,
7746,1794,2025-02-22,1,Other,Air Arabia,G9-651,9,,
7747,58813,2025-09-24,2,Airline Refusal,Air Arabia,G9-871,10,,
7748,8355,2025-06-27,3,Watchlist Hit,Air Arabia,G9-265,9,4458,
7749,52457,2025-05-22,2,Court Order,Serene Air,ER-244,10,2977,
7750,34451,2025-10-24,3,ECL Match,Gulf Air,GF-655,32,,892
7751,7407,2025-11-20,1,Invalid Documents,flydubai,FZ-900,9,,
7752,3084,2025-04-05,1,Interpol Alert,Serene Air,ER-961,34,3456,
7753,24328,2025-03-23,3,Watchlist Hit,Oman Air,WY-152,9,3551,
7754,95304,2025-10-23,4,ECL Match,AirBlue,PA-721,10,,533
7755,79071,2025-04-21,2,Invalid Documents,Turkish Airlines,TK-227,10,,
7756,78762,2025-12-20,2,Watchlist Hit,Saudi Airlines,SV-712,32,3791,
7757,136256,2025-01-02,1,ECL Match,flyJinnah,9P-769,32,,586
7758,23191,2025-12-03,1,Incomplete Travel Docs,Qatar Airways,QR-694,33,,
7759,85718,2025-04-25,1,Other,flydubai,FZ-343,34,,
7760,138549,2025-01-20,2,Watchlist Hit,Emirates,EK-863,5,1906,
7761,98518,2025-05-28,6,Watchlist Hit,flyJinnah,9P-333,8,5222,
7762,23986,2025-04-09,1,ECL Match,Kuwait Airways,KU-962,32,,2435
7763,49062,2025-05-06,1,Court Order,Emirates,EK-553,31,2118,
7764,125307,2025-01-10,4,Interpol Alert,Saudi Airlines,SV-130,9,1066,
7765,87378,2025-03-02,3,Watchlist Hit,Kuwait Airways,KU-256,10,834,
7766,34839,2025-10-15,8,ECL Match,Etihad Airways,EY-157,34,,2941
7767,62686,2025-08-27,2,Incomplete Travel Docs,Air Arabia,G9-460,12,,
7768,104037,2025-11-06,1,Watchlist Hit,Oman Air,WY-748,31,7639,
7769,19689,2025-01-01,3,Invalid Documents,Air Arabia,G9-553,33,,
7770,20394,2025-07-22,4,Watchlist Hit,Oman Air,WY-865,35,2205,
7771,139369,2025-07-13,1,Invalid Documents,Air Arabia,G9-283,32,,
7772,45724,2025-10-13,2,Watchlist Hit,AirBlue,PA-781,35,7180,
7773,143284,2025-10-11,3,Interpol Alert,PIA,PK-709,11,,
7774,146046,2025-05-26,2,Invalid Documents,Air Arabia,G9-690,15,,
7775,36624,2025-09-18,1,ECL Match,Etihad Airways,EY-329,10,,1792
7776,93233,2025-05-17,3,Other,Etihad Airways,EY-155,31,,
7777,43599,2025-05-20,4,Watchlist Hit,Kuwait Airways,KU-984,31,1535,
7778,103374,2025-11-09,8,ECL Match,AirBlue,PA-493,9,,886
7779,1189,2025-12-14,3,ECL Match,Kuwait Airways,KU-112,7,,343
7780,101186,2025-11-15,3,ECL Match,Etihad Airways,EY-589,11,,712
7781,142396,2025-01-22,3,ECL Match,flyJinnah,9P-549,35,,1767
7782,43892,2025-01-26,8,Invalid Documents,Emirates,EK-482,33,,
7783,50068,2025-02-25,1,Interpol Alert,Emirates,EK-377,10,7680,
7784,101102,2025-10-23,2,Incomplete Travel Docs,PIA,PK-739,32,,
7785,67457,2025-02-20,1,ECL Match,Oman Air,WY-821,9,,640
7786,121927,2025-07-02,2,Invalid Documents,Kuwait Airways,KU-235,10,,
7787,71750,2025-04-01,4,Watchlist Hit,Saudi Airlines,SV-142,8,2045,
7788,104037,2025-11-20,6,Watchlist Hit,Kuwait Airways,KU-958,9,7639,
7789,86073,2025-12-19,2,Watchlist Hit,Kuwait Airways,KU-625,9,7566,
7790,129083,2025-08-15,5,Incomplete Travel Docs,Air Arabia,G9-793,9,,
7791,72672,2025-03-17,4,Incomplete Travel Docs,Kuwait Airways,KU-164,15,,
7792,58541,2025-06-11,8,Court Order,Air Arabia,G9-282,9,,
7793,89802,2025-01-10,2,Other,PIA,PK-650,9,,
7794,149595,2025-03-26,3,ECL Match,Qatar Airways,QR-518,10,,1202
7795,111183,2025-08-10,1,Interpol Alert,Etihad Airways,EY-239,31,,
7796,37212,2025-10-08,3,Invalid Documents,flydubai,FZ-976,9,,
7797,58023,2025-03-01,2,Incomplete Travel Docs,Serene Air,ER-898,33,,
7798,72125,2025-04-18,2,Interpol Alert,Gulf Air,GF-974,7,6621,
7799,45804,2025-12-06,1,Watchlist Hit,Oman Air,WY-590,33,2256,
7800,37292,2025-02-21,2,ECL Match,flyJinnah,9P-155,10,,179
7801,32192,2025-11-15,8,Court Order,Emirates,EK-278,10,6327,
7802,68821,2025-06-17,2,ECL Match,Etihad Airways,EY-213,32,,2666
7803,108078,2025-06-10,3,Watchlist Hit,Serene Air,ER-261,8,2345,
7804,32627,2025-11-17,1,ECL Match,flydubai,FZ-668,10,,835
7805,65129,2025-01-23,6,Court Order,PIA,PK-387,9,,
7806,103998,2025-10-20,3,Watchlist Hit,Kuwait Airways,KU-581,35,1845,
7807,6847,2025-09-13,4,Interpol Alert,Air Arabia,G9-668,8,,
7808,70709,2025-07-07,2,Interpol Alert,British Airways,BA-125,15,,
7809,53959,2025-02-05,1,Interpol Alert,Gulf Air,GF-147,9,,
7810,23348,2025-01-10,3,Court Order,AirBlue,PA-915,9,,
7811,73057,2025-06-12,1,ECL Match,Etihad Airways,EY-906,10,,2850
7812,100023,2025-12-17,1,Watchlist Hit,Kuwait Airways,KU-659,31,4257,
7813,106972,2025-05-01,2,ECL Match,Serene Air,ER-922,8,,1046
7814,18148,2025-07-11,3,Incomplete Travel Docs,Turkish Airlines,TK-231,9,,
7815,94744,2025-09-01,2,Incomplete Travel Docs,Air Arabia,G9-224,10,,
7816,149461,2025-11-12,1,ECL Match,flydubai,FZ-738,31,,1484
7817,103363,2025-09-06,3,Other,Air Arabia,G9-422,10,,
7818,29249,2025-02-19,1,Watchlist Hit,Air Arabia,G9-330,10,5510,
7819,12279,2025-05-08,1,Watchlist Hit,Turkish Airlines,TK-519,34,7260,
7820,29539,2025-05-25,3,Incomplete Travel Docs,Kuwait Airways,KU-670,10,,
7821,138991,2025-04-04,3,Watchlist Hit,British Airways,BA-912,10,4143,
7822,49098,2025-08-15,2,Suspicious Behavior,Saudi Airlines,SV-797,5,,
7823,95004,2025-10-01,3,Suspicious Behavior,Air Arabia,G9-106,8,,
7824,18417,2025-04-20,3,Watchlist Hit,PIA,PK-894,10,2822,
7825,76264,2025-12-25,8,ECL Match,Etihad Airways,EY-606,31,,287
7826,11746,2025-06-12,5,ECL Match,Etihad Airways,EY-262,8,,825
7827,139559,2025-07-14,4,ECL Match,Kuwait Airways,KU-895,9,,1013
7828,125431,2025-09-07,1,ECL Match,Etihad Airways,EY-998,10,,209
7829,126666,2025-10-27,2,Other,Oman Air,WY-241,10,,
7830,74159,2025-07-18,1,Incomplete Travel Docs,Emirates,EK-932,9,,
7831,113360,2025-06-17,5,Watchlist Hit,Oman Air,WY-884,35,2148,
7832,83865,2025-03-01,2,Airline Refusal,British Airways,BA-577,34,,
7833,122826,2025-10-19,2,Watchlist Hit,AirBlue,PA-522,9,3292,
7834,77589,2025-03-27,2,Watchlist Hit,Air Arabia,G9-726,10,5780,
7835,134681,2025-02-26,1,ECL Match,British Airways,BA-256,9,,2009
7836,60555,2025-01-23,2,Airline Refusal,Qatar Airways,QR-504,15,,
7837,36814,2025-06-24,8,Airline Refusal,Air Arabia,G9-310,11,,
7838,78337,2025-06-06,2,ECL Match,Qatar Airways,QR-665,10,,2110
7839,139154,2025-03-19,8,ECL Match,Kuwait Airways,KU-386,10,,917
7840,114560,2025-07-04,8,Court Order,flyJinnah,9P-422,13,,
7841,111749,2025-10-22,1,Watchlist Hit,Air Arabia,G9-178,10,733,
7842,66652,2025-09-05,3,Court Order,flydubai,FZ-240,33,5814,
7843,73411,2025-02-20,1,Interpol Alert,AirBlue,PA-865,33,,
7844,119479,2025-07-08,2,Invalid Documents,flyJinnah,9P-627,10,,
7845,23043,2025-07-19,6,ECL Match,Turkish Airlines,TK-644,5,,1532
7846,116667,2025-02-14,2,ECL Match,Qatar Airways,QR-374,7,,1595
7847,138755,2025-01-27,1,ECL Match,flydubai,FZ-666,12,,2848
7848,4412,2025-06-10,3,Interpol Alert,Kuwait Airways,KU-522,15,,
7849,2892,2025-06-17,1,Incomplete Travel Docs,Qatar Airways,QR-495,11,,
7850,12746,2025-01-02,2,ECL Match,Oman Air,WY-197,15,,581
7851,127478,2025-11-09,3,ECL Match,British Airways,BA-758,12,,2684
7852,6973,2025-01-01,4,ECL Match,flydubai,FZ-999,10,,1150
7853,26227,2025-10-18,2,Suspicious Behavior,PIA,PK-573,12,,
7854,143550,2025-11-12,2,Watchlist Hit,AirBlue,PA-634,34,2979,
7855,149154,2025-12-18,2,Suspicious Behavior,Turkish Airlines,TK-850,10,,
7856,135809,2025-01-12,1,Interpol Alert,Oman Air,WY-719,10,,
7857,10847,2025-10-01,1,ECL Match,Etihad Airways,EY-813,31,,2252
7858,130311,2025-08-21,1,Invalid Documents,Oman Air,WY-316,12,,
7859,40837,2025-09-22,2,Invalid Documents,Qatar Airways,QR-515,9,,
7860,44909,2025-12-16,3,Watchlist Hit,Qatar Airways,QR-171,7,7335,
7861,36332,2025-05-22,1,Court Order,flyJinnah,9P-329,32,6528,
7862,128228,2025-05-06,2,ECL Match,Emirates,EK-763,10,,2353
7863,83973,2025-07-19,3,Court Order,British Airways,BA-921,34,,
7864,10624,2025-01-08,6,Airline Refusal,Gulf Air,GF-281,10,,
7865,82403,2025-02-21,3,Watchlist Hit,AirBlue,PA-949,8,2945,
7866,57085,2025-12-18,1,Watchlist Hit,flydubai,FZ-799,34,687,
7867,120920,2025-06-19,1,Watchlist Hit,Air Arabia,G9-439,8,1830,
7868,2124,2025-06-03,1,ECL Match,Gulf Air,GF-842,9,,2826
7869,114704,2025-03-04,2,ECL Match,flyJinnah,9P-224,12,,2357
7870,62892,2025-11-23,1,Watchlist Hit,Oman Air,WY-819,9,6498,
7871,103566,2025-02-13,3,ECL Match,Gulf Air,GF-841,35,,1651
7872,13435,2025-08-23,1,Watchlist Hit,Qatar Airways,QR-125,9,3571,
7873,20688,2025-03-03,3,Interpol Alert,Kuwait Airways,KU-434,9,6886,
7874,89918,2025-06-07,1,Watchlist Hit,Gulf Air,GF-889,12,7744,
7875,108894,2025-03-03,1,ECL Match,Turkish Airlines,TK-349,35,,801
7876,6732,2025-02-28,1,ECL Match,flyJinnah,9P-495,9,,88
7877,114481,2025-02-10,1,Court Order,British Airways,BA-122,11,5978,
7878,67566,2025-12-20,3,ECL Match,flyJinnah,9P-224,9,,958
7879,11387,2025-11-16,3,Invalid Documents,Serene Air,ER-684,35,,
7880,27054,2025-07-19,2,Incomplete Travel Docs,Emirates,EK-704,12,,
7881,78127,2025-11-02,8,Invalid Documents,Qatar Airways,QR-610,7,,
7882,109355,2025-06-14,3,Other,Etihad Airways,EY-131,10,,
7883,140105,2025-11-24,5,Airline Refusal,Saudi Airlines,SV-301,35,,
7884,24390,2025-12-24,3,Incomplete Travel Docs,British Airways,BA-344,32,,
7885,43653,2025-07-28,2,Interpol Alert,flydubai,FZ-327,9,876,
7886,73002,2025-09-25,1,Invalid Documents,Qatar Airways,QR-627,8,,
7887,75627,2025-04-01,8,Invalid Documents,Serene Air,ER-750,32,,
7888,23868,2025-11-16,3,ECL Match,Kuwait Airways,KU-785,31,,72
7889,52290,2025-04-11,8,Invalid Documents,Air Arabia,G9-104,10,,
7890,136592,2025-06-21,4,Court Order,Etihad Airways,EY-177,12,7566,
7891,91026,2025-03-01,2,Watchlist Hit,Etihad Airways,EY-495,8,2113,
7892,124821,2025-05-06,1,Court Order,Air Arabia,G9-493,35,6427,
7893,138083,2025-10-01,2,Invalid Documents,AirBlue,PA-226,9,,
7894,97636,2025-03-01,6,Incomplete Travel Docs,British Airways,BA-252,32,,
7895,38267,2025-12-18,8,Watchlist Hit,PIA,PK-396,9,760,
7896,16838,2025-03-18,1,Watchlist Hit,Etihad Airways,EY-862,9,4173,
7897,134875,2025-11-02,3,Invalid Documents,Kuwait Airways,KU-189,32,,
7898,516,2025-04-11,2,Court Order,Etihad Airways,EY-153,9,5621,
7899,19476,2025-07-26,3,Watchlist Hit,flydubai,FZ-898,10,6743,
7900,71892,2025-10-20,4,ECL Match,Kuwait Airways,KU-319,7,,325
7901,68693,2025-01-14,3,Court Order,PIA,PK-146,10,6711,
7902,55668,2025-10-12,3,Invalid Documents,Oman Air,WY-777,10,,
7903,123754,2025-09-24,2,ECL Match,Emirates,EK-110,10,,2147
7904,62799,2025-08-25,3,Invalid Documents,Serene Air,ER-700,12,,
7905,124686,2025-08-05,3,Watchlist Hit,Etihad Airways,EY-235,31,6181,
7906,143395,2025-11-12,3,Invalid Documents,Qatar Airways,QR-706,15,,
7907,70182,2025-07-17,1,ECL Match,flyJinnah,9P-480,11,,262
7908,78430,2025-04-21,1,Other,flydubai,FZ-632,9,,
7909,73064,2025-12-25,2,ECL Match,Turkish Airlines,TK-882,9,,1039
7910,50735,2025-07-18,1,ECL Match,British Airways,BA-873,34,,2223
7911,139509,2025-06-28,2,Watchlist Hit,Kuwait Airways,KU-295,8,7593,
7912,14025,2025-09-11,2,Court Order,Turkish Airlines,TK-474,9,,
7913,107329,2025-12-27,2,ECL Match,Saudi Airlines,SV-725,11,,2702
7914,145004,2025-08-13,1,Airline Refusal,Oman Air,WY-434,13,,
7915,141635,2025-10-06,1,Court Order,Etihad Airways,EY-510,31,,
7916,117221,2025-08-20,3,Watchlist Hit,Kuwait Airways,KU-316,31,5020,
7917,69189,2025-08-13,1,Interpol Alert,British Airways,BA-518,10,2648,
7918,127000,2025-03-07,1,ECL Match,Serene Air,ER-595,12,,278
7919,41598,2025-10-10,3,Watchlist Hit,Kuwait Airways,KU-472,12,500,
7920,142286,2025-09-06,4,Court Order,Gulf Air,GF-737,9,,
7921,140457,2025-04-26,1,Watchlist Hit,AirBlue,PA-893,11,881,
7922,107298,2025-06-24,3,Watchlist Hit,AirBlue,PA-531,31,2648,
7923,114689,2025-02-10,3,Watchlist Hit,Saudi Airlines,SV-964,7,237,
7924,62099,2025-06-19,3,Watchlist Hit,British Airways,BA-696,10,2132,
7925,96079,2025-03-22,1,Incomplete Travel Docs,flyJinnah,9P-387,31,,
7926,127334,2025-01-16,1,Watchlist Hit,Qatar Airways,QR-370,7,3659,
7927,42795,2025-11-23,4,Watchlist Hit,Saudi Airlines,SV-422,9,7503,
7928,113699,2025-02-05,1,Invalid Documents,Qatar Airways,QR-837,5,,
7929,76269,2025-02-15,3,Incomplete Travel Docs,Saudi Airlines,SV-277,13,,
7930,103026,2025-01-22,2,ECL Match,AirBlue,PA-614,32,,2206
7931,55712,2025-05-09,8,Interpol Alert,Etihad Airways,EY-432,31,2925,
7932,95761,2025-06-06,4,ECL Match,British Airways,BA-463,7,,1938
7933,35186,2025-01-13,6,ECL Match,Gulf Air,GF-855,35,,2887
7934,30594,2025-03-10,1,Interpol Alert,Serene Air,ER-260,13,,
7935,75606,2025-09-01,1,ECL Match,AirBlue,PA-820,32,,71
7936,90598,2025-09-14,5,Watchlist Hit,Kuwait Airways,KU-965,33,3506,
7937,105241,2025-02-16,1,Court Order,PIA,PK-678,31,7967,
7938,125639,2025-04-27,2,ECL Match,British Airways,BA-860,9,,1986
7939,116600,2025-11-24,1,Incomplete Travel Docs,Etihad Airways,EY-764,31,,
7940,96229,2025-12-26,2,ECL Match,Air Arabia,G9-184,31,,1535
7941,92575,2025-05-17,2,ECL Match,PIA,PK-965,11,,181
7942,26276,2025-05-23,8,ECL Match,flyJinnah,9P-398,7,,1506
7943,15107,2025-06-16,1,Watchlist Hit,Qatar Airways,QR-472,11,101,
7944,113510,2025-05-18,4,Incomplete Travel Docs,flyJinnah,9P-190,12,,
7945,114550,2025-07-06,6,Watchlist Hit,Kuwait Airways,KU-955,10,1530,
7946,71828,2025-07-21,8,Invalid Documents,AirBlue,PA-996,8,,
7947,3366,2025-01-15,2,Watchlist Hit,Etihad Airways,EY-525,8,3576,
7948,16458,2025-01-17,4,Suspicious Behavior,Saudi Airlines,SV-899,10,,
7949,20859,2025-02-22,4,ECL Match,Turkish Airlines,TK-114,12,,2283
7950,126513,2025-10-13,2,Interpol Alert,British Airways,BA-767,33,,
7951,40750,2025-09-11,8,Invalid Documents,Etihad Airways,EY-549,31,,
7952,74118,2025-01-24,5,Other,British Airways,BA-449,11,,
7953,134023,2025-03-01,3,Watchlist Hit,Air Arabia,G9-465,31,6397,
7954,86581,2025-10-28,5,Suspicious Behavior,flyJinnah,9P-469,32,,
7955,35195,2025-03-07,2,Court Order,flydubai,FZ-789,33,3465,
7956,83526,2025-09-18,8,Watchlist Hit,Gulf Air,GF-145,31,1610,
7957,4936,2025-12-08,8,ECL Match,PIA,PK-846,7,,1812
7958,110522,2025-07-06,2,Court Order,Serene Air,ER-209,10,,
7959,143434,2025-12-19,2,Watchlist Hit,AirBlue,PA-285,9,7501,
7960,6822,2025-04-24,1,ECL Match,Air Arabia,G9-215,8,,829
7961,49527,2025-08-05,6,ECL Match,Saudi Airlines,SV-167,10,,460
7962,81787,2025-09-13,1,Watchlist Hit,Emirates,EK-722,7,2844,
7963,1355,2025-06-06,1,Watchlist Hit,PIA,PK-572,10,2511,
7964,149077,2025-06-04,4,ECL Match,flyJinnah,9P-763,9,,1928
7965,100120,2025-09-27,1,ECL Match,Kuwait Airways,KU-383,8,,1464
7966,25226,2025-04-07,3,Interpol Alert,Air Arabia,G9-899,5,,
7967,73064,2025-03-22,1,ECL Match,Qatar Airways,QR-826,9,,1039
7968,55110,2025-08-13,1,ECL Match,Etihad Airways,EY-663,31,,117
7969,12701,2025-01-25,3,ECL Match,flydubai,FZ-976,34,,2173
7970,138230,2025-03-15,1,Incomplete Travel Docs,Etihad Airways,EY-399,7,,
7971,142894,2025-09-24,1,Interpol Alert,Gulf Air,GF-328,8,7330,
7972,89858,2025-10-08,3,Invalid Documents,Emirates,EK-841,9,,
7973,55980,2025-02-20,1,Invalid Documents,Qatar Airways,QR-450,10,,
7974,138220,2025-01-22,4,ECL Match,Saudi Airlines,SV-822,8,,2691
7975,42794,2025-09-04,3,ECL Match,PIA,PK-182,31,,408
7976,96998,2025-01-18,5,Watchlist Hit,flyJinnah,9P-944,8,7567,
7977,86200,2025-12-09,6,ECL Match,Saudi Airlines,SV-653,9,,192
7978,115550,2025-05-05,3,Watchlist Hit,AirBlue,PA-151,9,1532,
7979,22188,2025-11-14,3,ECL Match,PIA,PK-411,9,,1649
7980,145932,2025-07-10,8,Watchlist Hit,Air Arabia,G9-467,9,2809,
7981,34714,2025-05-21,2,Other,Emirates,EK-662,13,,
7982,100071,2025-06-12,1,ECL Match,Emirates,EK-454,10,,1433
7983,104736,2025-05-08,2,Watchlist Hit,flyJinnah,9P-523,32,7474,
7984,23511,2025-09-01,3,Interpol Alert,Serene Air,ER-334,12,,
7985,141882,2025-06-16,3,Interpol Alert,Turkish Airlines,TK-988,15,5098,
7986,14083,2025-01-05,2,Interpol Alert,Kuwait Airways,KU-501,31,3891,
7987,141126,2025-04-06,2,Other,Air Arabia,G9-229,10,,
7988,89479,2025-06-26,6,Interpol Alert,PIA,PK-320,10,7690,
7989,148269,2025-02-26,3,Invalid Documents,flyJinnah,9P-234,10,,
7990,48257,2025-09-23,3,Suspicious Behavior,Gulf Air,GF-455,31,,
7991,43204,2025-05-12,1,Watchlist Hit,Kuwait Airways,KU-967,9,4276,
7992,68534,2025-07-15,1,ECL Match,AirBlue,PA-688,10,,1170
7993,38064,2025-04-02,1,Watchlist Hit,Kuwait Airways,KU-607,8,3805,
7994,4418,2025-01-10,1,Watchlist Hit,Oman Air,WY-438,10,3286,
7995,6705,2025-02-12,2,Incomplete Travel Docs,Oman Air,WY-152,9,,
7996,84021,2025-12-02,4,Watchlist Hit,Qatar Airways,QR-630,31,3557,
7997,126278,2025-08-12,3,Court Order,Turkish Airlines,TK-642,11,,
7998,25119,2025-12-19,1,ECL Match,AirBlue,PA-247,10,,1552
7999,16681,2025-01-28,3,Watchlist Hit,PIA,PK-498,8,5940,
8000,148050,2025-07-05,4,Watchlist Hit,Oman Air,WY-402,33,3940,
8001,63803,2025-06-04,2,ECL Match,Gulf Air,GF-782,15,,1303
8002,117441,2025-09-24,2,Airline Refusal,Saudi Airlines,SV-459,15,,
8003,1736,2025-12-23,1,ECL Match,Qatar Airways,QR-853,9,,1953
8004,109794,2025-05-25,1,ECL Match,Oman Air,WY-661,10,,281
8005,120249,2025-01-24,4,ECL Match,Oman Air,WY-699,5,,1944
8006,35963,2025-01-13,2,Invalid Documents,AirBlue,PA-380,9,,
8007,43118,2025-01-14,1,ECL Match,British Airways,BA-943,15,,260
8008,68982,2025-04-02,6,Interpol Alert,Turkish Airlines,TK-217,8,3042,
8009,106401,2025-12-27,1,Watchlist Hit,Serene Air,ER-659,10,1439,
8010,143539,2025-04-13,3,Court Order,Gulf Air,GF-451,10,,
8011,77760,2025-10-17,4,Watchlist Hit,Saudi Airlines,SV-841,33,5544,
8012,57485,2025-09-11,3,Court Order,Air Arabia,G9-197,31,,
8013,83567,2025-08-23,1,ECL Match,Serene Air,ER-704,12,,158
8014,32630,2025-09-10,3,ECL Match,Kuwait Airways,KU-535,11,,1549
8015,90765,2025-04-21,1,Court Order,Qatar Airways,QR-275,34,798,
8016,51325,2025-11-01,8,Interpol Alert,Serene Air,ER-949,32,4102,
8017,52092,2025-03-28,1,Watchlist Hit,AirBlue,PA-734,35,3639,
8018,48814,2025-12-28,3,Watchlist Hit,British Airways,BA-408,10,707,
8019,108519,2025-02-07,2,Watchlist Hit,Oman Air,WY-580,10,5806,
8020,87957,2025-02-01,5,ECL Match,PIA,PK-585,31,,1867
8021,46934,2025-12-03,2,ECL Match,flyJinnah,9P-217,13,,1072
8022,74928,2025-02-06,1,Watchlist Hit,Air Arabia,G9-536,7,6299,
8023,31415,2025-07-11,2,Court Order,Serene Air,ER-166,5,4534,
8024,139288,2025-12-21,6,Suspicious Behavior,Saudi Airlines,SV-680,8,,
8025,115143,2025-11-15,5,ECL Match,Saudi Airlines,SV-749,15,,2559
8026,125123,2025-07-18,5,Airline Refusal,Gulf Air,GF-273,8,,
8027,68642,2025-07-28,3,Invalid Documents,PIA,PK-247,9,,
8028,43444,2025-07-09,1,Suspicious Behavior,Gulf Air,GF-698,9,,
8029,99042,2025-02-07,1,ECL Match,Etihad Airways,EY-233,8,,2803
8030,114750,2025-09-03,2,Watchlist Hit,Saudi Airlines,SV-259,10,7663,
8031,129548,2025-10-10,1,Watchlist Hit,Turkish Airlines,TK-591,12,6815,
8032,9678,2025-05-08,8,Court Order,Saudi Airlines,SV-219,12,2625,
8033,87094,2025-09-20,1,Incomplete Travel Docs,Saudi Airlines,SV-672,31,,
8034,29160,2025-08-07,6,Court Order,flydubai,FZ-704,5,6595,
8035,107031,2025-08-08,3,Watchlist Hit,Kuwait Airways,KU-688,33,81,
8036,119828,2025-11-22,2,Interpol Alert,Qatar Airways,QR-638,35,,
8037,45291,2025-11-23,8,Incomplete Travel Docs,flyJinnah,9P-318,10,,
8038,127342,2025-03-08,6,Court Order,flyJinnah,9P-851,12,,
8039,105223,2025-02-24,3,Other,AirBlue,PA-919,9,,
8040,94709,2025-12-07,1,Watchlist Hit,Serene Air,ER-820,5,1216,
8041,72309,2025-03-14,1,ECL Match,flyJinnah,9P-676,10,,1129
8042,57504,2025-02-09,4,Watchlist Hit,Gulf Air,GF-480,32,6364,
8043,116964,2025-08-06,2,Watchlist Hit,Qatar Airways,QR-770,13,5154,
8044,80549,2025-04-24,1,Court Order,Saudi Airlines,SV-927,34,7334,
8045,110714,2025-11-10,3,Court Order,Gulf Air,GF-343,7,,
8046,110071,2025-11-25,1,ECL Match,flyJinnah,9P-704,10,,1100
8047,44128,2025-09-12,4,ECL Match,British Airways,BA-778,5,,1993
8048,99769,2025-05-03,4,Invalid Documents,Qatar Airways,QR-414,9,,
8049,148663,2025-05-01,2,Watchlist Hit,Oman Air,WY-360,33,1481,
8050,50855,2025-03-21,6,Watchlist Hit,Serene Air,ER-521,9,1445,
8051,117584,2025-01-28,2,Interpol Alert,AirBlue,PA-852,31,7921,
8052,141053,2025-12-25,3,Suspicious Behavior,Etihad Airways,EY-461,10,,
8053,8637,2025-08-13,2,Interpol Alert,flydubai,FZ-550,34,7165,
8054,42718,2025-10-18,1,Interpol Alert,PIA,PK-953,13,933,
8055,99767,2025-07-07,1,ECL Match,Kuwait Airways,KU-488,31,,484
8056,11644,2025-08-03,2,Incomplete Travel Docs,PIA,PK-555,10,,
8057,135905,2025-12-09,2,Court Order,flydubai,FZ-713,32,515,
8058,113729,2025-08-06,5,Interpol Alert,British Airways,BA-682,12,1608,
8059,43241,2025-03-14,6,ECL Match,PIA,PK-229,34,,1398
8060,133655,2025-04-18,1,ECL Match,Kuwait Airways,KU-142,9,,1763
8061,130229,2025-11-11,2,Incomplete Travel Docs,Emirates,EK-304,15,,
8062,119933,2025-12-20,1,ECL Match,Kuwait Airways,KU-132,9,,769
8063,129994,2025-10-07,2,Watchlist Hit,Emirates,EK-212,15,356,
8064,68659,2025-08-18,2,ECL Match,Etihad Airways,EY-285,15,,380
8065,139048,2025-06-27,5,Court Order,AirBlue,PA-803,35,,
8066,103446,2025-02-13,3,Airline Refusal,Kuwait Airways,KU-491,10,,
8067,142858,2025-08-16,4,Invalid Documents,Oman Air,WY-168,12,,
8068,69788,2025-03-11,3,Invalid Documents,Turkish Airlines,TK-694,11,,
8069,29339,2025-02-19,3,Watchlist Hit,AirBlue,PA-734,10,7047,
8070,47855,2025-09-13,1,ECL Match,flyJinnah,9P-970,9,,709
